HanXRQChr03	40055558	40373070
HanXRQChr04	123750509	123752703
HanXRQChr05	87923233	87958379
HanXRQChr05	158755899	159284507
HanXRQChr05	162073512	162215782
HanXRQChr05	169173448	170690847
HanXRQChr05	171358350	172397730
HanXRQChr05	177036097	186732422
HanXRQChr05	187388113	196290296
HanXRQChr05	196994345	200794993
HanXRQChr06	92886146	92886146
HanXRQChr08	103597483	103799058
HanXRQChr10	115851120	115926139
HanXRQChr13	113036460	113082664
HanXRQChr13	117618031	117719081
HanXRQChr14	2184740	2184740
