HanXRQChr02	140125085	140175125
HanXRQChr03	23092681	23112607
HanXRQChr03	145299739	145382672
HanXRQChr04	151650727	151814244
HanXRQChr04	153127117	153137106
HanXRQChr05	8693912	9004692
HanXRQChr05	17587428	19395179
HanXRQChr05	174848634	174849412
HanXRQChr06	5404775	5468174
HanXRQChr06	16556423	16660483
HanXRQChr07	80588045	80623406
HanXRQChr08	77225529	77300580
HanXRQChr08	111541389	111544218
HanXRQChr09	15273474	16012263
HanXRQChr09	52620364	52692372
HanXRQChr09	175606541	175606576
HanXRQChr10	101965505	102257888
HanXRQChr11	10568094	10611398
HanXRQChr11	15942466	15973182
HanXRQChr12	8855096	8855117
HanXRQChr13	114579207	114608855
HanXRQChr13	192360355	192360355
HanXRQChr14	80457984	82492489
HanXRQChr14	83489741	84747081
HanXRQChr14	85512174	87717549
HanXRQChr14	90174678	90194392
HanXRQChr14	90805757	92369844
HanXRQChr14	96850089	97886016
HanXRQChr14	98835185	98874328
HanXRQChr14	99622503	107053903
HanXRQChr14	108114808	108218748
HanXRQChr14	109455710	110414786
HanXRQChr14	111293620	111620241
HanXRQChr14	112315705	113191801
HanXRQChr14	114324960	114860706
HanXRQChr14	155961872	156271721
HanXRQChr15	60240820	60273889
HanXRQChr15	154936437	154937898
HanXRQChr16	5532392	5576106
HanXRQChr17	7864835	7871943
