HanXRQChr01	86382652	86513449
HanXRQChr07	99667959	99864557
HanXRQChr09	177976033	177977133
HanXRQChr10	7745943	7989003
HanXRQChr10	182163459	182256833
HanXRQChr11	26006830	26220077
HanXRQChr11	33600135	33674981
HanXRQChr12	6199475	6199475
HanXRQChr14	67771285	67896452
HanXRQChr15	120276573	120920149
HanXRQChr16	96204507	96204973
HanXRQChr16	108549331	108549331
HanXRQChr16	114128146	114373542
HanXRQChr16	114924782	115396102
HanXRQChr16	116603200	120188010
HanXRQChr16	121000509	121916509
HanXRQChr16	122420936	122463884
HanXRQChr16	123065673	123863646
HanXRQChr16	124388788	124889403
HanXRQChr16	125542272	126404749
HanXRQChr16	128412419	128412419
