HanXRQChr01	84457958	84532624
HanXRQChr02	147314705	147331051
HanXRQChr04	20954836	20957674
HanXRQChr04	130364656	130649613
HanXRQChr05	24672212	24672379
HanXRQChr05	26002110	26002110
HanXRQChr05	151659205	151659205
HanXRQChr08	91252765	91474165
HanXRQChr09	64657550	64800231
HanXRQChr09	106951306	107396548
HanXRQChr09	107946198	108623016
HanXRQChr09	109261666	109629922
HanXRQChr09	110708558	110708558
HanXRQChr09	111946905	113171634
HanXRQChr09	114369427	114370381
HanXRQChr09	115167712	115910828
HanXRQChr09	116620568	117942852
HanXRQChr09	119262893	122379902
HanXRQChr09	123261927	123920216
HanXRQChr09	126822889	127241320
HanXRQChr09	135968554	138209597
HanXRQChr09	139345049	140741033
HanXRQChr09	141580796	141703688
HanXRQChr09	142991776	143986429
HanXRQChr09	144750772	146634917
HanXRQChr09	148064844	149644678
HanXRQChr09	151018224	151061480
HanXRQChr09	158402670	158770120
HanXRQChr10	80012219	80709863
HanXRQChr11	10656816	10662439
HanXRQChr12	138524118	138531383
HanXRQChr13	109920939	109924987
HanXRQChr14	136137052	136586341
HanXRQChr16	26102472	26237860
HanXRQChr16	147057474	147065109
