HanXRQChr02	146805042	146811435
HanXRQChr03	156238611	156307654
HanXRQChr04	23674427	24222153
HanXRQChr04	28930366	29381834
HanXRQChr05	130996907	131089047
HanXRQChr06	11728313	12228841
HanXRQChr07	93434865	93438048
HanXRQChr10	241542268	241556531
HanXRQChr11	110868634	110996174
HanXRQChr12	7111471	7111721
HanXRQChr12	46824928	46848382
HanXRQChr12	122400805	122547219
HanXRQChr13	45599668	45657997
HanXRQChr13	132182835	132182835
HanXRQChr14	95879751	96069890
HanXRQChr14	98692158	98706057
HanXRQChr14	135039359	135046852
HanXRQChr15	85923	357463
HanXRQChr16	7811327	7906871
HanXRQChr16	9554181	11846527
HanXRQChr16	12581121	13144230
HanXRQChr16	13918073	20039367
HanXRQChr16	20832431	21774670
HanXRQChr16	22512502	22675489
HanXRQChr16	23245601	24079699
HanXRQChr16	25269998	25330809
HanXRQChr16	26990091	27022319
HanXRQChr16	29660810	30644805
HanXRQChr16	41478765	41677990
HanXRQChr16	42180202	42335471
HanXRQChr16	43013483	43019687
HanXRQChr16	44661893	44725739
HanXRQChr16	46419373	46422911
HanXRQChr16	48190310	49409051
HanXRQChr16	51563587	51779536
HanXRQChr16	53762561	55767379
HanXRQChr16	57102525	57417579
HanXRQChr16	58640253	60320699
HanXRQChr16	72984442	73014734
HanXRQChr16	77564942	77579319
HanXRQChr16	87090187	87222246
HanXRQChr16	89324047	89332426
HanXRQChr16	94781858	94787255
HanXRQChr16	101962026	101981255
HanXRQChr16	103100007	103815978
HanXRQChr16	104385211	108361903
HanXRQChr16	110275110	114484857
HanXRQChr16	173685445	173908246
HanXRQChr16	174519996	175794070
HanXRQChr16	176991835	177012955
HanXRQChr16	178291645	178364493
HanXRQChr16	184291496	185252642
HanXRQChr16	186175507	186175507
HanXRQChr16	186853212	187399099
HanXRQChr16	188181685	188403033
HanXRQChr17	17935060	18276160
HanXRQChr17	43295154	43635235
HanXRQChr17	56691567	56704215
HanXRQChr17	189361278	189425012
HanXRQChr17	206364845	206364845
