HanXRQChr04	176869709	176869709
HanXRQChr08	99485407	99506756
HanXRQChr10	204048911	204133821
HanXRQChr11	19738454	19738854
HanXRQChr16	107639731	107648914
HanXRQChr16	172341362	172341362
HanXRQChr17	78990635	79360570
HanXRQChr17	201281682	202652516
HanXRQChr17	205569417	205572475
HanXRQChr17	206364476	206364476
HanXRQChr17	207371686	207418722
HanXRQChr17	207939969	208078380
HanXRQChr17	209400228	209745574
HanXRQChr17	210300377	210300377
HanXRQChr17	212020454	212795376
HanXRQChr17	214705214	214705460
