HanXRQChr01	151733094	152036071
HanXRQChr02	140121792	140173822
HanXRQChr03	129342606	129344691
HanXRQChr03	145298136	145376524
HanXRQChr04	151703841	151811979
HanXRQChr04	153128115	153131126
HanXRQChr05	1828305	1851612
HanXRQChr05	8710711	8958326
HanXRQChr05	17588529	19239518
HanXRQChr05	174848870	174850897
HanXRQChr06	5445807	5454607
HanXRQChr06	16560659	16660483
HanXRQChr07	62757456	63009986
HanXRQChr07	80622595	80623295
HanXRQChr08	77248073	77318580
HanXRQChr08	111541666	111545388
HanXRQChr09	15288221	16012028
HanXRQChr09	52620966	52714202
HanXRQChr09	166755172	166781166
HanXRQChr09	175514048	175606352
HanXRQChr10	34965029	34970952
HanXRQChr10	101965517	102011709
HanXRQChr11	10566054	10610647
HanXRQChr11	15939805	15947875
HanXRQChr11	158367233	158405884
HanXRQChr12	8854127	8856838
HanXRQChr12	92707346	92707346
HanXRQChr13	113993247	114058642
HanXRQChr13	114580954	114609380
HanXRQChr14	65812115	66045789
HanXRQChr14	79848040	79862933
HanXRQChr14	80431339	81320524
HanXRQChr14	82403856	82494552
HanXRQChr14	83562850	83567658
HanXRQChr14	84195159	84818254
HanXRQChr14	85444326	87660813
HanXRQChr14	90147541	90193621
HanXRQChr14	90838588	92314426
HanXRQChr14	97245889	97886899
HanXRQChr14	98746546	98894464
HanXRQChr14	99616828	102493101
HanXRQChr14	103522118	108220379
HanXRQChr14	109413839	110413726
HanXRQChr14	111340103	113125830
HanXRQChr14	113978345	122209616
HanXRQChr14	123054136	123793983
HanXRQChr14	124965979	125508204
HanXRQChr14	126581230	128837611
HanXRQChr14	129548128	132667416
HanXRQChr14	133212114	134386888
HanXRQChr14	135105219	135885030
HanXRQChr14	136627212	146470188
HanXRQChr14	147010261	152037700
HanXRQChr14	152662665	155294161
HanXRQChr14	156141648	157545596
HanXRQChr14	161803198	161936595
HanXRQChr15	60264922	60281414
HanXRQChr15	154938436	154956764
HanXRQChr16	5537775	5576016
HanXRQChr17	7864534	7871935
HanXRQChr17	23320491	23591298
