HanXRQChr02	35883775	35898123
HanXRQChr07	66817426	66939996
HanXRQChr10	31662170	32310324
HanXRQChr11	9441308	9442583
HanXRQChr11	27335496	27704768
HanXRQChr11	149529465	149670077
HanXRQChr12	74466303	74840438
HanXRQChr12	76288672	76335545
HanXRQChr12	88379910	89330738
HanXRQChr12	90296078	90839538
HanXRQChr12	91782890	91787470
HanXRQChr12	94748792	94748792
HanXRQChr12	95303133	97012344
HanXRQChr12	99180590	100001449
HanXRQChr12	100818675	101936630
HanXRQChr12	102757818	103810427
HanXRQChr12	104502452	104566793
HanXRQChr12	106779923	106853197
HanXRQChr12	109502984	109522713
HanXRQChr12	112085577	113482406
HanXRQChr12	116339693	116606453
HanXRQChr12	117807392	118329722
HanXRQChr12	121457474	121479616
HanXRQChr12	126641150	127436666
HanXRQChr12	133461155	133485021
HanXRQChr12	141045425	141283551
HanXRQChr12	145518348	145960877
HanXRQChr12	146922653	146998507
HanXRQChr15	84221142	84421288
HanXRQChr15	107104463	107416002
HanXRQChr15	116920481	116998989
HanXRQChr15	121931452	121989712
HanXRQChr15	146956261	146985282
HanXRQChr17	197229424	197581129
HanXRQChr17	200619392	200880779
