FID	IID	Total_N	Total_C	C_N_ratio	Ligules_number	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Flower_FHDD_ratio	Petal_LW_ratio	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Days_to_budding	TLN	DTF	Guides_3_petals	Guides_individual_petal	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Flower_FHDD_ratio_UV_pictures	Stem_diamater_at_flowering	Plant_height_at_flowering	Peduncle_lenght_of_first_flower	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches
PET0363	PET0363	7.254506401	41.27890919	5.690105834	17.66666667	2.935656505	2.672896045	0.929533332	7.876654044	2.682935369	2.872889307	273.8838	3568.3441	43.5187	60.2827	93.218	95.504	98.9861	1.642031628	1.5843	2.142	2.139	0.2296	1.249	0.1838	0.1132	0.1956	0.3411	0.1168	62.3202	54.4106	0.001	148.3442	173.6459	0.0112	0.1162	0.5502	0.0599	1.6477	0.7422	0.7755	0.8983	0.8819	2.0421	0.4098	13.3418	NA	17	60	0.43869872	0.518833203	8.109694178	3.825607531	2.590226516	2.929241146	2.768530747	20.5	108.2	32.5	28.1	23.1	15	14
PET0364	PET0364	6.889396091	39.44038442	5.7247956	16	2.708461969	2.539412552	1.245005352	7.64130985	2.822398434	2.043493644	302.2967	3196.5097	33.4433	46.99	118.11	118.364	120.0184	2.55412641	2.5189	3.5316	2.1084	0.2329	1.0557	0.2206	0.1238	0.338	0.316	0.0525	28.2398	37.4703	0.0006	110.8638	105.5465	0	0	0.4811	0.0532	2.0254	0.7843	0.7573	0.9575	0.8491	3.2061	0.3851	30.191	36	23	58	0.408374813	0.472036496	8.27460891	2.592534705	2.575253266	3.124102379	2.648635642	21.7	100.3	33.5	22.1	26.1	6.5	26
PET0365	PET0365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0366	PET0366	6.656958258	41.92107243	6.297331425	14.66666667	2.475622879	2.908534879	1.214928157	8.249541995	3.341360475	2.397703509	305.5828	3525.6704	31.75	51.2233	117.6867	119.2953	119.508	2.333078892	2.3289	3.7067	1.8453	0.2827	1.144	0.2471	0.1227	0.3202	0.3182	0.0674	28.5478	37.4528	0.0003	129.6584	109.4851	0.0027	0.0468	0.486	0.0556	1.9653	0.7753	0.7813	0.8864	0.8772	3.6184	0.466	26.7825	59	37	77	0.467551205	0.483633842	8.56854605	2.985970535	2.823580258	2.921385533	2.933041857	25.7	159.5	23	39.5	23	1.8	32
PET0367	PET0367	6.420043274	41.00443296	6.386940276	17.33333333	2.793179712	3.765632199	1.148905639	10.08750015	3.611839025	3.285554066	314.4063	3543.2904	37.2533	52.4087	105.3253	111.6753	111.6016	2.129447973	2.1309	2.8273	2.8988	0.2727	1.0977	0.2484	0.1158	0.2893	0.3375	0.0581	35.9284	40.1537	0.0011	119.3515	124.1426	0	0	0.4666	0.1253	1.7957	0.746	0.6646	0.8119	0.8134	2.0467	0.4043	22.822	31	19	53	0.415294214	0.437340042	9.11340126	NA	3.394032335	2.32533659	3.9191751	23	124	50	31.1	39.3	1.4	20
PET0368	PET0368	7.102016875	42.4581636	5.978324798	15	3.022289049	3.296664356	1.367816868	9.609933138	3.185144268	2.409029324	328.1771	4234.3786	37.084	59.2667	118.0253	123.5287	124.9257	2.10785652	2.0843	3.1826	3.347	0.2603	1.3676	0.1903	0.124	0.2955	0.302	0.1477	36.3571	33.8847	0.001	43.463	144.8509	0.0008	0.0419	0.5706	0.0888	2.3073	0.769	0.7641	0.9013	0.8862	3.1829	0.4816	23.131	22	14	42	0.395335996	0.491725774	9.035714286	2.606244253	2.888574868	3.25856455	2.772912473	18	94.4	32	30.4	23.7	0	16
PET0369	PET0369	6.085577879	41.12959314	6.758535336	21	3.643427318	3.9685928	1.075328454	10.99858297	3.018275433	3.730737165	288.3398	3888.7019	48.768	55.2873	110.0667	113.538	113.254	2.048463209	2.0536	2.2569	2.2885	0.2517	0.5972	0.4215	0.0885	0.2396	0.3248	0	49.1048	48.737	0	82.3187	108.5086	0.0009	0.0626	0.328	0.17	1.1262	0.6629	0.7761	0.9028	0.895	2.2609	0.3074	18.5089	27	20	51	0.389395345	0.415946134	10.71327831	NA	3.632673707	3.447930892	3.107161553	18.6	120.6	55	31	25.7	4.5	16
PET0370	PET0370	7.031544418	40.44133821	5.751416161	18	2.560422738	3.458489189	1.136398587	9.433893576	3.683992223	3.061147411	263.0479	2862.6394	35.1367	49.276	98.4673	101.4307	100.2886	2.035242309	2.0584	2.8024	2.9082	0.3373	0.6964	0.4844	0.1076	0.2729	0.3006	0	62.7269	43.4219	0	85.4091	109.486	0.004	0.2354	0.3468	0.1357	1.2383	0.6863	0.7018	0.8054	0.8598	2.4706	0.4383	20.5805	27	24	50	0.475734615	0.489880333	8.679211168	3.258315988	3.068350906	2.542509355	3.413639816	17.1	127.5	42	27	23.4	7.7	19
PET0371	PET0371	5.087932356	39.11498762	7.687796315	11.75	1.848841159	3.396323853	1.521749753	8.611538173	4.686048292	2.246265655	335.9787	4136.9021	36.9147	50.1227	134.5353	142.6633	144.2312	2.877562462	2.8463	3.6445	3.9251	0.3578	0.3853	0.9286	0.0867	0.331	0.3247	0	42.6767	41.9054	0	58.3997	77.138	0.0004	0.0391	0.2777	0.09	1.3428	0.6576	0.7542	0.895	0.8813	3.6494	0.3985	31.6677	12	11	38	0.436775022	0.424762096	6.073170732	2.897549573	1.999797832	2.073575068	2.928840545	11.6	34.8	NA	29.9	11.4	1.7	9
PET0372	PET0372	6.071643548	40.02949077	6.592859158	10.66666667	1.982314657	3.893571549	1.6474457	9.573708247	4.872757237	2.36208969	286.7075	3733.9424	46.8207	61.5527	88.0533	93.3027	97.8938	1.59040627	1.5158	1.8807	2.0469	0.3237	1.2188	0.2656	0.1117	0.1785	0.3668	0	76.298	59.0467	0	175.8132	204.0782	0.0071	0.0158	0.56	0.1422	1.4895	0.7802	0.7575	0.8939	0.8901	1.8616	0.4366	12.1748	14	NA	27	0.435811918	0.450745362	7.686046512	2.536720238	2.837228424	2.011589664	3.820881887	11.1	39	NA	27.9	13.8	5.8	7
PET0373	PET0373	4.192649326	38.83112989	9.261716605	13.33333333	1.58923177	3.382573883	1.223295742	7.936244862	4.989767184	2.970765864	171.9872	1049.9836	17.9493	22.9447	69.2573	72.5593	74.4076	3.242910127	3.1624	3.8585	3.7008	0.3868	0.7123	0.543	0.088	0.3499	0.3503	0	48.9766	45.9192	0	62.8711	88.9811	0.0015	0.1088	0.328	0.1054	0.7437	0.72	0.764	0.8743	0.9008	3.8929	0.4109	37.0283	22	9	33	0.386861639	0.43967405	7.695121951	2.765331373	3.187015718	1.321090515	5.824825676	6.7	28.3	NA	15	9.6	1.8	8
PET0374	PET0374	4.998906022	38.87786795	7.777275222	10.66666667	1.405522693	2.895744888	1.15396298	7.050591575	5.046548017	2.51642894	146.6007	875.9624	17.9493	21.6747	58.928	60.6213	61.2183	2.824412795	2.7969	3.283	3.4105	0.4906	0.684	0.7172	0.0847	0.3234	0.4032	0	64.1641	48.5859	0	83.8865	80.6958	0	0	0.2868	0.0677	0.487	0.6365	0.6937	0.7873	0.8841	2.8506	0.4453	31.3334	25	9	38	0.361159001	0.393281904	7.61137478	2.241567251	2.819206533	1.972961715	3.857842108	5.2	23.4	15.5	13.5	9.9	8.2	9
PET0375	PET0375	6.137220181	38.59083537	6.287999164	8.666666667	1.632536638	3.280374848	1.164111027	8.238760581	5.088851426	2.769264872	324.6089	4109.5258	44.45	56.2187	130.302	134.112	133.1549	2.36851617	2.3855	2.9314	2.9341	0.2933	0.4133	0.7097	0.0994	0.2971	0.2564	0.0824	34.9163	35.1444	0.0022	65.238	67.8237	0.0023	0.0522	0.2799	0.0938	1.2598	0.6477	0.777	0.8894	0.8881	2.9426	0.2956	24.8815	14	9	31	0.413724215	0.479322469	7.329532787	2.880234727	2.881093989	1.567344809	4.676400972	13.5	51	NA	26.5	18	2	11
PET0376	PET0376	5.417795664	37.35055385	6.894049936	10.33333333	1.308195913	2.513940805	1.172635373	6.634497365	4.840898776	2.352771696	195.3172	1587.3445	23.368	27.6013	78.1473	81.534	81.9801	2.97015358	2.954	3.3442	3.5337	0.5942	0.5543	1.0719	0.0718	0.3253	0.4349	0	113.5043	51.7457	0	102.4812	68.0192	0.0077	0.404	0.2296	0.0291	0.4695	0.6842	0.763	0.8833	0.8908	3.3063	0.422	33.3706	12	11	34	0.391263778	0.423746053	7.280487805	2.515051773	2.602890515	2.074706775	3.509164713	7.6	45.9	NA	14.7	9.12	11.1	10
PET0377	PET0377	6.353596802	38.88635744	6.120369085	11.66666667	2.152552455	3.740128577	1.174220903	9.392810197	4.366036576	3.185198654	339.923	4309.3677	41.402	50.038	130.3867	144.6953	144.9492	2.896782445	2.8917	3.1493	3.4446	0.2843	0.5665	0.5018	0.0945	0.3324	0.3323	0	35.6894	33.6668	0	72.6545	69.0474	0	0	0.2927	0.2171	1.2975	0.6776	0.7213	0.9277	0.8973	3.159	0.3723	32.5264	18	10	32	0.444737142	0.487341593	7.717215853	3.283755856	2.602238142	2.51273957	3.071235852	15.1	43.5	42.2	30	18.7	12.4	10
PET0378	PET0378	5.334958288	38.83345467	7.279054976	10.25	1.595564464	3.846679951	1.343293579	9.117101176	5.719106301	2.871985653	263.1164	2506.081	27.432	38.5233	106.5953	111.76	111.0781	2.883400436	2.9011	3.8858	3.9362	0.287	0.8117	0.3536	0.1133	0.351	0.3077	0.0928	31.4972	32.3915	0.0012	94.8052	89.8038	0	0	0.3909	0.0968	1.5573	0.7435	0.6505	0.7416	0.8873	3.2015	0.4834	34.7122	18	8	27	0.360805833	0.452445779	8.890243902	2.910207051	3.383253659	2.123736585	4.186133047	6	17.4	NA	44.2	15.8	0.8	11
PET0379	PET0379	7.427673231	38.69365677	5.209391362	10.5	1.775643472	3.159796304	1.161968588	7.846624616	4.441109147	2.721274297	325.8471	4055.827	37.6767	48.4293	121.666	136.7367	136.1918	2.812177752	2.8234	3.2292	3.5744	0.2517	0.8225	0.306	0.1052	0.3319	0.3348	0.0891	41.4801	33.6338	0.001	111.2463	92.5675	0.0008	0.0565	0.3884	0.2198	1.7106	0.6892	0.6803	0.8127	0.8763	3.0165	0.4452	32.4354	18	11	33	0.494803424	0.535474492	7.833333333	2.82230963	2.806740741	2.219851852	3.528764015	13.7	42.6	25.8	34.2	NA	1.7	8
PET0380	PET0380	4.051358347	42.90675606	10.59070869	13	1.883922448	2.835998616	1.285133674	7.409873404	4.023384875	2.224998974	256.9453	2656.4463	33.782	41.3173	101.4307	104.2247	106.5242	2.578198479	2.5225	3.0025	3.2014	0.3534	0.589	0.6	0.0956	0.3118	0.3323	0	97.1473	53.7534	0	84.388	80.9894	0	0	0.3335	0.0891	0.9829	0.6596	0.7789	0.897	0.8903	3.0126	0.3543	28.2073	20	8	28	0.334725439	0.367482099	6.258865726	2.486490987	2.412859409	1.433146909	4.367218523	4.9	31.9	NA	13.5	NA	5.6	6
PET0381	PET0381	6.341949328	41.16712754	6.491241953	15	2.636742882	4.398317183	1.478084102	11.34614944	4.385410819	2.985385374	321.322	4318.2781	46.8207	68.58	113.1147	114.046	115.3877	1.682526976	1.663	2.4159	2.5095	0.255	0.9711	0.2626	0.1295	0.2426	0.2718	0.0422	56.9444	50.3227	0.0007	133.929	125.6598	0	0	0.456	0.1529	1.8732	0.7108	0.7088	0.7937	0.8833	2.0472	0.4204	15.4896	29	12	52	0.401106371	0.35538183	9.219662505	3.291283587	3.905924809	1.969033028	4.682330044	15.5	94.3	54	22.3	22	3.2	14
PET0382	PET0382	5.854029587	39.96863209	6.827541867	17	2.5648832	4.079620057	1.55303286	10.5194131	4.113500608	2.632295985	395.9672	5646.6339	45.0427	65.4473	138.8533	143.51	148.1942	2.264328704	2.1928	3.0827	2.6258	0.3759	0.8045	0.4673	0.0937	0.2799	0.3523	0.1187	79.621	43.1213	0.0014	62.7309	124.6448	0.0008	0.0712	0.3364	0.1764	1.616	0.7233	0.6647	0.7542	0.8715	2.2341	0.4342	22.349	27	18	48	0.402266382	0.455457122	8.369248948	2.35251345	3.015411117	2.338426714	3.57900844	19.6	100	56	33.6	24.3	0	14
PET0383	PET0383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0384	PET0384	6.239432589	40.90478833	6.555850672	15.66666667	2.836323456	4.853350226	1.717529018	11.96436352	4.231245029	2.8418537	415.5022	7714.9165	59.5207	89.5773	136.3133	141.224	143.4309	1.601196955	1.5766	2.2902	2.1841	0.2788	1.2845	0.2171	0.1169	0.2078	0.3455	0	61.4806	45.8268	0	7.4731	3.5319	0.0748	0.0258	0.5379	0.2155	2.5139	0.7127	0.7798	0.8748	0.8959	2.1242	0.4194	13.6945	25	14	48	0.270427662	0.305787298	10.03331238	2.861466146	3.928252294	2.176807794	4.609186172	26	89.9	30.5	56.9	41.4	0	14
PET0385	PET0385	4.539997134	41.40043831	9.119045032	21.33333333	2.813325909	3.570230226	1.062777538	9.948687434	3.536095754	3.358140576	269.2782	2429.2855	27.178	39.2007	100.2453	109.8973	107.7887	2.749662634	2.8035	3.6885	3.8695	0.2773	0.7072	0.3921	0.1084	0.3427	0.2929	0.0653	112.4658	15.3365	0.0027	59.8425	92.3077	0.0032	0.1696	0.378	0.1654	1.41	0.6902	0.4888	0.5523	0.9365	2.4961	0.6268	33.0233	33	15	56	0.357131576	0.409955288	9.870962954	3.48247839	3.491437664	2.888087626	3.417819759	13.4	97.6	52.5	21	19	7.3	12
PET0386	PET0386	6.915202848	42.04515797	6.080104792	14.66666667	2.364169278	3.851924231	1.816420513	9.715487664	4.124962333	2.12517821	331.2234	5667.7951	66.3787	75.946	112.522	113.538	116.0967	1.528674321	1.495	1.6952	1.7535	0.3469	0.7372	0.4706	0.0794	0.1598	0.3623	0.0779	80.5934	63.4404	0.0023	123.5129	141.3815	0.002	0.0561	0.3366	0.1727	1.083	0.6901	0.7761	0.8844	0.8681	1.6456	0.3471	10.2558	22	16	41	0.293989635	0.374011972	7.868421053	2.161083295	2.760018129	2.348384795	3.350567193	20.6	78.3	20.2	36.2	25.1	3.5	16
PET0387	PET0387	6.287741986	40.11122997	6.379274159	20.66666667	2.858385677	4.566987807	1.467146001	11.93488895	4.174280871	3.102935578	359.3128	5662.0102	57.9967	77.724	115.7393	117.9407	120.1824	1.546271422	1.5174	1.9956	2.1122	0.3431	1.0277	0.3338	0.106	0.1974	0.3261	0	98.5475	57.9067	0	1.804	154.7595	0.0154	0.0968	0.4447	0.1691	1.78	0.6714	0.7514	0.894	0.8518	1.7729	0.3863	12.5939	33	22	55	0.337316784	0.34406255	10.47594941	2.809960446	3.877484387	2.720980632	3.850063937	22.2	146.7	40	30.1	25.6	0	22
PET0388	PET0388	6.155521405	42.44714871	6.895784437	20	3.187135829	4.789730076	1.810049227	12.64293076	3.969921709	2.645804307	313.7315	3926.1355	50.6307	62.3147	93.8953	100.2453	105.7582	1.697162949	1.6087	1.8545	2.0726	0.4365	0.5033	0.8671	0.0872	0.1829	0.3603	0.1188	109.3456	72.9911	0.0031	89.5308	129.0917	0.0007	0.0608	0.2398	0.1101	0.8714	0.6908	0.6171	0.7487	0.8795	1.3619	0.4389	12.0574	31	21	49	0.352060196	0.349936471	11.33966071	2.865326909	3.504608516	4.330443677	2.61859097	21.9	101	42	36	26	3.4	20
PET0391N	PET0391N	NA	NA	NA	13.33333333	2.10388387	4.515372744	1.26629426	11.00831288	5.229723498	3.567480048	278.9657	2757.5429	29.0407	46.3127	92.0327	109.728	111.5609	2.408861932	2.3693	3.1691	3.8919	0.2274	1.2362	0.184	0.1321	0.3426	0.3038	0.1572	39.5814	30.7316	0.001	119.3615	110.764	0	0	0.5552	0.2828	2.1288	0.7608	0.6703	0.8477	0.8875	3.1912	0.518	29.3173	12	12	33	0.320132116	0.381561988	8.398805769	2.949019789	3.093004083	2.212797603	3.795559864	13.4	57.4	NA	23.5	16.1	0	10
PET0392N	PET0392N	5.464260744	39.6814867	7.262004607	10.33333333	1.772544274	3.795297525	1.41196144	9.095495098	4.6491981	2.575524744	222.4623	2051.7163	28.3633	34.8827	79.756	89.8313	88.7599	2.544524936	2.5752	2.8119	3.1108	0.2836	0.8299	0.3417	0.0919	0.3055	0.3635	0.0312	17.3813	46.512	0.0035	123.0805	90.4976	0	0	0.3747	0.214	1.0155	0.6837	0.666	0.7995	0.8814	2.5956	0.473	28.2879	12	8	28	0.404637693	0.458378085	9.269230769	2.473463547	3.249149288	2.770932194	3.345166941	10.1	36.1	NA	37.2	19.3	0	9
PET0393	PET0393	6.24733249	38.69146353	6.193277466	10.75	1.956834085	3.334208234	1.241808718	9.398729403	4.357764124	2.733579667	292.0302	3894.5012	47.752	60.7907	107.8653	109.22	110.633	1.819900083	1.7967	2.2589	2.3127	0.2801	0.6135	0.4566	0.0985	0.2216	0.3041	0.1318	56.6719	45.1452	0.0019	112.9	103.532	0.0012	0.0422	0.3415	0.1373	1.2367	0.6523	0.6905	0.7712	0.8734	1.8856	0.3927	15.5845	12	13	32	0.345545235	0.435444117	8.487804878	2.516516981	2.827607588	2.832589702	2.996482291	13	66.8	27.6	29.9	15.8	0.5	10
PET0394	PET0394	7.288160699	39.4745839	5.416261458	23	2.369207453	3.349663738	1.291533982	8.801310129	3.718422501	2.599782185	276.0644	3377.0613	35.814	48.8527	107.7807	108.0347	109.6164	2.243814569	2.2114	3.0095	3.0607	0.3901	1.1513	0.3388	0.1081	0.2904	0.3462	0	46.1388	47.391	0	137.5688	129.7014	0.0011	0.0547	0.5	0.0653	1.6326	0.7516	0.7969	0.8999	0.8889	3.0238	0.4309	23.8018	12	10	32	0.290746772	0.355139468	8.807692308	2.889231111	3.131382621	2.544927066	3.460882014	13.4	52.4	27	32.7	20.6	2.7	11
PET0395	PET0395	5.752381973	39.98508482	6.951048281	9.666666667	2.141361946	3.89603468	1.774456273	9.680449714	4.414188092	2.199235446	324.7767	4595.998	46.736	59.436	118.618	125.8147	124.4643	2.094089441	2.1168	2.538	2.6752	0.2681	0.7645	0.3507	0.098	0.2655	0.3383	0.0871	40.2356	41.2426	0.0011	109.6884	106.6444	0	0	0.3635	0.1311	1.5397	0.7164	0.6263	0.7154	0.8774	1.9957	0.4691	20.9535	14	10	27	0.355652074	0.371646916	6.930001764	2.142627499	2.550691253	1.828619258	3.789745588	9.2	34.9	NA	26	13.4	4.8	10
PET0396	PET0396	5.153918151	39.58857511	7.681258015	13	2.254878102	3.995338878	1.164472118	10.28944362	4.581626581	3.445124808	334.7925	4764.0765	47.3287	61.976	122.428	125.1373	126.2417	2.036944946	2.0191	2.5868	2.6769	0.288	0.8819	0.3266	0.1022	0.2609	0.3333	0.146	56.5622	45.3503	0.0013	130.3566	111.6362	0	0	0.4015	0.1728	1.671	0.6876	0.6432	0.728	0.8821	1.9792	0.4611	19.8188	12	9	29	0.268144018	0.345209442	9.1125	3.782778704	3.389658889	2.333182222	3.905610078	9.8	43.9	NA	26.2	15.5	0.5	12
PET0397	PET0397	5.239855824	38.49082807	7.345779992	14	1.776781247	2.902007793	0.997140726	NA	NA	NA	245.3107	2088.4403	23.1987	30.48	102.0233	106.2567	104.9762	3.44410105	3.4861	4.3978	4.464	0.4015	0.8212	0.4889	0.0956	0.3737	0.371	0.1049	46.0329	27.2178	0.001	87.6493	73.8572	0	0	0.3586	0.1327	1.1969	0.7524	0.6699	0.7407	0.916	3.75	0.4928	43.0721	12	8	28	0.420968174	0.438642298	7.916666667	3.245762712	2.738888889	2.438888889	3.246013667	9.4	38.1	27	22.9	15.7	2	6
PET0398	PET0398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0399	PET0399	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0400	PET0400	6.935472025	39.82140506	5.741700769	12.66666667	2.216657083	3.689435354	1.275970064	9.317668293	4.21242246	2.891426007	241.4893	2410.117	31.5807	39.2853	90.932	102.616	102.4137	2.606921673	2.6121	2.8794	3.0967	0.252	0.63	0.4	0.0989	0.3108	0.2996	0.1038	35.0334	26.0217	0.0026	77.3083	84.9352	0.0006	0.0794	0.3417	0.2241	1.1771	0.6691	0.7085	0.8632	0.9013	2.8986	0.4067	28.5381	16	9	33	0.304455326	0.329884206	9.358974359	2.833766081	3.486710256	2.385553846	3.923187219	12.8	67.3	27.8	27.3	15.1	4	8
PET0401	PET0401	6.788358786	38.65374847	5.69412279	9.666666667	1.258558356	2.329097696	0.877133555	5.632005672	4.474781574	2.672727655	298.6206	2579.7439	25.908	37.338	120.142	122.936	120.716	3.233060153	3.2925	4.6373	4.7367	0.3007	0.732	0.4107	0.105	0.3707	0.3123	0	27.1386	25.3858	0	70.502	72.7255	0	0	0.358	0.0585	1.5995	0.7061	0.4066	0.4913	0.9176	2.1223	0.642	40.7724	22	12	38	0.320997356	0.375561503	5.465116279	3.423321369	1.994148837	1.476818605	3.700600915	11.2	48.3	NA	31.3	16.9	0.5	9
PET0402	PET0402	6.212888889	39.20356364	6.310037785	10	1.330046563	2.694607241	0.959478419	6.645925962	5.013007768	2.85468387	192.613	1388.3198	23.4527	28.7867	70.4427	74.168	75.4193	2.619935595	2.5765	3.0036	3.2676	0.4404	0.7112	0.6193	0.0914	0.3096	0.3821	0	64.4835	47.222	0	121.9737	84.7074	0.0067	0.2846	0.3202	0.1237	0.7122	0.6878	0.7177	0.882	0.8452	2.5323	0.3684	28.1994	14	9	28	0.429423926	0.444763364	8.196998757	3.029216113	3.02524193	2.146514897	3.818747668	9.2	28.1	NA	25.9	11.1	0	9
PET0403	PET0403	6.868879186	38.0564436	5.540415338	11.33333333	1.723084887	3.448370341	1.311705702	8.466722044	4.940276564	2.630256905	274.4823	2146.2896	26.7547	31.1573	115.1467	116.9247	115.5233	3.707744253	3.7527	4.3038	4.3178	0.2848	0.5411	0.5263	0.0897	0.3788	0.3092	0	38.9762	24.9863	0	75.9926	48.8373	0.002	0.6429	0.2964	0.0761	1.0659	0.6398	0.5899	0.6596	0.8857	3.0373	0.4278	46.2752	16	13	38	0.231133284	0.297007903	7.154761905	3.85789772	2.723038889	1.708684127	4.18729348	13.5	54.5	19.4	NA	NA	NA	NA
PET0404	PET0404	6.944831394	39.28514157	5.656745189	11	1.674278394	3.612374566	1.147756482	8.634158198	5.165677794	3.158008326	246.331	1968.6627	26.0773	36.1527	86.4447	96.3507	94.1977	2.605550899	2.6651	3.3149	3.5096	0.3182	0.6201	0.5131	0.0942	0.3252	0.2908	0	52.4438	31.9705	0	54.6988	86.3256	0	0	0.2961	0.1572	1.0341	0.6448	0.4239	0.4768	0.8197	1.6284	0.592	29.7767	22	12	37	0.258518455	0.323112438	8.8625	3.19300614	3.198201944	2.466096111	3.593736659	13.4	72.1	NA	21	9.1	0	NA
PET0405	PET0405	6.080216777	36.66910311	6.030887459	12.66666667	1.713851969	2.726364932	0.871511406	7.019157473	4.094158732	3.135553463	267.7233	2036.2397	24.5533	28.956	116.586	117.5173	118.4143	4.089456417	4.0585	4.7483	4.7982	0.3414	0.5069	0.6735	0.077	0.3912	0.3039	0.1506	35.128	21.9694	0.0019	53.493	45.3751	0	0	0.2744	0.1097	0.9886	0.6477	0.7931	0.8864	0.9228	4.7414	0.2944	50.7858	14	11	36	0.261448161	0.354079029	6.466790501	3.531388542	2.494018817	1.478752866	4.373138101	13.8	40.9	NA	30.63	14.7	0.5	9
PET0406	PET0406	6.618397539	37.81548322	5.713691721	12.5	1.653919824	2.683903882	1.277102989	7.0698114	4.370836709	2.108520987	235.6533	1681.9106	20.4047	30.3107	90.0853	98.6367	100.0399	3.300481348	3.2542	4.4149	4.8106	0.4066	0.6846	0.5939	0.1082	0.3754	0.312	0	38.971	33.7814	0	52.7077	88.7876	0.0008	0.109	0.3471	0.1104	1.2146	0.6998	0.5739	0.698	0.8836	3.2745	0.5438	40.0471	18	11	38	0.235688168	0.315849229	6.224426889	2.376119174	1.990345857	2.243735175	2.774136163	11.2	45.1	NA	30.2	15.6	0.5	11
PET0407	PET0407	6.101152879	39.35181873	6.449898816	10.33333333	1.280831007	2.329528482	0.955077224	6.43900557	4.45745991	2.444720827	149.1137	964.4569	19.6427	29.6333	55.372	57.7427	59.2662	1.999986502	1.9486	2.819	2.936	0.2759	0.9828	0.2807	0.1252	0.2803	0.2991	0.0793	44.1096	46.9579	0.0019	116.8837	127.7289	0.0074	0.1402	0.4776	0.0791	0.9442	0.7317	0.7665	0.9721	0.8938	2.837	0.4393	20.3082	18	NA	46	0.303953742	0.340790673	6.374406436	2.774723842	2.200277596	1.973851244	3.229425954	10.1	21.1	12	7.5	6.5	2.3	11
PET0409	PET0409	NA	NA	NA	11	1.56089704	3.585977253	1.168824059	8.473754604	5.428772293	3.068021422	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PET0410	PET0410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
