FID	IID	TLN	LIR	Days_to_budding	DTF 	Stem_diamater_at_flowering	Plant_height_at_flowering	Internode_length	Stem_diameter_final_before_1st_node	Stem_diameter_final_after_5th_node	Distance_of_first_branching_from_ground	Primary_branches	SLA_mm2_per_mg	Leaf_total_N	Leaf_total_C	Leaf_C_N ratio	Disk_diameter	Petal_length	Petal_width	Flower_head_diameter	Petal_LW_ratio	Flower_FHDD_ratio	Guides_3_petals	Guides_individual_petal	Guides_3_petals_mod	Guides_individual_petal_mod	Flower_head_diamater_from_UV_pictures	Petal_LW_ratio_UV_pictures	Average_length_3_petals_UV_pictures	Disk_diameter_UV_pictures	Dark_petal	Stem_colour	Petiole_main_veins_colour	Darker_axillae	Leaf_Perimeter	Leaf_Area	Leaf_Width_mid-height	Leaf_Maximum_width	Leaf_Height_Mid-width	Leaf_Maximum_height	Leaf_Curved_height	Leaf_CurvedHeight_MaxWidth	Leaf_Fruit_shape_index_external_I	Leaf_Fruit_shape_index_external_II	Leaf_Curved_fruit_shape_index	Leaf_Proximal_fruit_blockiness	Leaf_Distal_fruit_blockiness	Leaf_Fruit_shape_triangle	Leaf_Ellipsoid	Leaf_Circular	Leaf_Rectangular	Leaf_Shoulder_height	Leaf_Proximal_angle_micro	Leaf_Proximal_angle_macro	Leaf_Proximal_indentation_area	Leaf_Distal_angle_micro	Leaf_Distal_angle_macro	Leaf_Distal_indentation_area	Leaf_Distal_end_protrusion	Leaf_Obovoid	Leaf_V_asymmetry	Leaf_H_asymmetry_ob	Leaf_Width_widest_pos	Leaf_Eccentricity	Leaf_Proximal_eccentricity	Leaf_Distal_eccentricity	Leaf_Fruit_shape_index_internal	Leaf_Eccentricity_area_index	Leaf_Lobedness_degree	Green_RGB_NEW	Phyllaries_diameter	Phyllaries_length	Phyllaries_width	Phyllaries_LW_ratio	Flowerhead_to_phyllaries_diameter_ratio	Disk_to_phyllaries_diameter_ratio	Seed_perimeter	Seed_area	Seed_width_mid_height	Seed_maximum_width	Seed_height_mid_width	Seed_maximum_height	Seed_curved_height	Seed_HW_ratio	Seed_fruit_shape_index_external_I	Seed_fruit_shape_index_external_II	Seed_curved_fruit_shape_index	Seed_proximal_fruit_blockiness	Seed_distal_fruit_blockiness	Seed_fruit_shape_triangle	Seed_ellipsoid	Seed_circular	Seed_rectangular	Seed_shoulder_height	Seed_proximal_angle_micro	Seed_proximal_angle_macro	Seed_proximal_indentation_area	Seed_distal_angle_micro	Seed_distal_angle_macro	Seed_distal_indentation_area	Seed_distal_end_protrusion	Seed_ovoid	Seed_v_asymmetry	Seed_h_asymmetry_ov	Seed_width_widest_pos	Seed_eccentricity	Seed_proximal_eccentricity	Seed_distal_eccentricity	Seed_fruit_shape_index_internal	Seed_eccentricity_area_index	Seed_lobedness_degree
ANN0821	ANN0821	19	0.678571429	28	55	38.5	156.9	8.257894737	55	39	16	18	20.50272121	5.694	43.374	7.617761283	4.541023981	4.217446199	1.982604065	12.72005135	2.137882716	2.813272607	1	1	1	1	11.75983979	2.138607714	3.89845967	3.962920447	NA	0	1	0	744.2606	16664.6118	96.012	133.604	169.672	217.678	242.4789	1.814907488	1.6293	1.7672	2.1198	0.1693	1.1243	0.1506	0.1207	0.1996	0.3514	0.0953	30.7026	45.6137	0.0008	12.3006	31.9931	0.0329	0.016	0.5483	0.2226	1.2521	0.7295	0.6192	0.9122	0.8689	1.6358	0.4779	13.7409	0.480096083	7.772476941	2.684819225	0.991777857	2.715095209	1.635157603	0.583337351	14.0902375	11.5309875	2.9157125	3.0083125	5.0416125	5.087925	5.216225	1.733937216	1.69125	1.7295	1.7305125	0.7322875	0.4617	1.586875	0.0488875	0.1677125	0.4523125	0.02545	54.8097125	127.387275	0.008	129.2706125	84.8253875	0.001425	0.023625	0.2223875	0.0439875	0.2035625	0.421525	0.7487125	0.8757875	0.84495	1.64065	0.39785	12.2282375
ANN0822	ANN0822	17	0.772727273	22	49	32.8	162.4	9.552941176	47	38	16	16	19.70325494	5.735	42.948	7.48882218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	0	606.5908	14468.1001	106.426	133.35	170.688	179.324	211.2389	1.584093738	1.3448	1.6038	1.8286	0.1862	0.9356	0.199	0.0977	0.1342	0.3319	0.0494	55.9185	61.3901	0.0007	11.1138	113.9865	0.0142	0.4958	0.4349	0.1352	0.8576	0.6983	0.7603	0.9404	0.8773	1.4889	0.3242	8.4458	0.459054868	NA	NA	NA	NA	NA	NA	14.3749625	10.9724875	2.6048125	2.75565	5.3062375	5.326075	5.4811625	1.989063379	1.93445	2.0392375	2.06345	0.8387125	0.4459875	1.8811625	0.0607875	0.2129	0.4576	0.0232125	115.797575	146.332525	0.006275	80.091675	76.138925	0.001225	0.0229125	0.296925	0.033425	0.2964125	0.35485	0.7455	0.8784875	0.834975	1.9015	0.40825	16.762175
ANN0823	ANN0823	25	0.892857143	28	61	53.4	231.9	9.276	70	48	6.5	NA	22.16347619	5.619	43.35	7.715317824	4.590344157	5.276384879	2.163033452	14.75517293	2.462032394	3.224113918	0.796805437	0.802961152	0.898402718	0.901480576	14.11986553	2.648604646	5.022451801	4.074961924	2	0	1	0	511.9547	11123.8487	83.566	106.426	145.034	161.798	171.3896	1.61041099	1.5203	1.7356	1.8474	0.2006	1.1094	0.1808	0.1022	0.1745	0.3756	0.06	45.7281	57.792	0.001	209.7479	0.587	0.0494	0.0456	0.535	0.1375	0.8401	0.752	0.717	0.8588	0.9084	1.7405	0.4558	11.3899	0.494102022	9.356259708	3.510806324	1.227314853	2.852340005	1.578518288	0.492521808	15.7478125	14.0968	3.18295	3.3377125	5.5866625	5.6369375	5.8091625	1.740462218	1.689775	1.755275	1.8251375	0.7412125	0.494525	1.4997625	0.05445	0.175075	0.4517	0.0144625	107.2616875	132.9690125	0.003875	103.0414	99.7852125	0.0041625	0.081325	0.253775	0.047475	0.258525	0.377225	0.75535	0.8824875	0.8477125	1.684275	0.401575	12.579625
ANN0824	ANN0824	21	0.75	28	57	57.2	210.5	10.02380952	58	35	6	19	19.28932615	5.642	43.555	7.72052036	4.302184885	4.857078879	2.050787451	13.68683704	2.380657052	3.190874371	1	1	1	1	11.84105863	2.584626206	4.046223571	3.748611483	NA	1	4	0	544.811	11822.428	81.534	115.824	155.194	171.45	180.5665	1.558973097	1.4803	1.9034	2.1062	0.2181	1.2773	0.1707	0.1268	0.1852	0.337	0.1149	56.6357	47.4901	0.0017	329.2589	197.6169	0.0912	0.0691	0.5695	0.0837	1.014	0.7763	0.724	0.8889	0.8889	1.9063	0.4646	11.883	0.447144688	7.330978577	2.931551504	1.221700531	2.404507034	1.880040881	0.588343448	14.1141125	10.9562	2.596875	2.717275	5.2467	5.2956375	5.4201	1.994682172	1.953075	2.0244125	2.056875	0.7826	0.4791375	1.6402125	0.0595875	0.214775	0.4631375	0.0164625	117.1252875	134.762675	0.0029625	135.3414125	73.4675875	0.003925	0.091375	0.2725	0.043475	0.2542875	0.3674375	0.7635125	0.881325	0.8594875	1.939125	0.3948375	17.069975
ANN0825	ANN0825	27	0.692307692	39	66	40.9	211.4	7.82962963	47	38	6	26	27.08406987	3.284	42.965	13.08169824	5.231535985	5.483199357	1.79235108	16.06759444	3.074432378	3.095186573	1	1	1	1	14.33770837	3.620991403	4.975906003	4.385896361	NA	0	0	0	781.9496	19614.2834	129.286	156.972	183.388	201.93	228.129	1.453310144	1.2864	1.4185	1.5055	0.1965	1.0491	0.1873	0.1172	0.1348	0.378	0.1411	61.8216	66.2558	0.0019	12.2651	216.6236	0.0666	0.0451	0.3527	0.1567	0.9601	0.6302	0.5013	0.697	0.8944	0.8884	0.5394	8.2429	0.500832764	8.74897766	3.25327257	1.089836741	3.041866325	1.836653696	0.597448272	12.601375	9.6086625	2.7013875	2.8019375	4.5482	4.581275	4.7209125	1.684874306	1.6395	1.68655	1.733325	0.6807	0.4770625	1.43275	0.0501375	0.1605	0.4579625	0.005575	125.797475	122.13105	0.001625	125.1303125	88.8444125	0.0009625	0.0547	0.230675	0.027025	0.1627625	0.3844375	0.7621875	0.882325	0.8557375	1.6221875	0.3875625	11.4753875
ANN0826	ANN0826	21	0.65625	32	53	24.4	163	7.761904762	43	39	7	18	17.22127322	5.657	43.413	7.674482077	3.986173499	5.214541733	1.754176615	13.98849307	2.974714448	3.513276025	1	1	1	1	11.64091844	2.953446832	4.172589017	3.274146525	NA	1	1	0	536.1794	10866.6234	81.788	110.236	154.686	156.972	177.9715	1.614458979	1.424	1.8913	2.0548	0.236	1.1801	0.2	0.1178	0.1764	0.3702	0.1578	48.7529	49.4334	0.0036	8.8217	4.564	0.0016	0.019	0.5817	0.0705	0.9021	0.7718	0.7877	0.9101	0.895	1.8984	0.4199	10.6604	0.472231283	7.310126759	2.814481918	1.082027028	2.605801179	1.916461665	0.545399079	14.506	11.83935	2.786075	2.913075	5.2916375	5.378975	5.4655875	1.876226153	1.849825	1.9042375	1.944175	0.7928125	0.4667375	1.7013625	0.059225	0.1988625	0.461575	0.004175	47.6599	130.3986	0.0033125	114.1331	77.03775	0.001	0.0132	0.2865875	0.0329625	0.2781125	0.3503	0.76055	0.87425	0.8719125	1.8286875	0.39335	15.245625
ANN0827	ANN0827	19	0.791666667	24	49	34.4	153	8.052631579	50	39	11.5	18	20.95028334	5.722	44.134	7.712924818	3.891919353	3.67464695	1.752183284	11.06490045	2.107588892	2.860992446	1	1	1	1	9.832089375	2.662962468	3.155202126	3.521685122	NA	0	3	0	434.2756	9079.8528	81.28	98.552	132.334	149.098	156.1402	1.584343291	1.5129	1.6281	1.7608	0.1906	0.9406	0.2027	0.0955	0.1594	0.3663	0	58.8195	63.3183	0	141.3037	6.1052	0.0218	0.0586	0.4504	0.0572	0.6839	0.6831	0.7099	0.8795	0.8908	1.625	0.4057	10.4693	0.474896358	7.520191745	3.12408039	1.008312813	3.096039819	1.474016564	0.51855164	13.6338	10.7354375	2.7939875	2.9434875	4.812775	4.8484875	4.9933625	1.696410296	1.64715	1.7226125	1.7428375	0.7994125	0.4578625	1.7509125	0.05315	0.1628375	0.4743125	0.028425	134.7926625	113.8253375	0.006425	84.2866625	91.9640875	0.002725	0.050375	0.2782	0.0300375	0.243875	0.348225	0.76025	0.8775625	0.8580875	1.6570875	0.402225	11.729175
ANN0828	ANN0828	25	0.714285714	35	64	40.3	251.8	10.072	49	43	8.5	25	25.32835808	5.153	42.501	8.248139159	4.900697602	4.340094999	1.062236055	12.737523	4.144038091	2.600743592	0.765109157	0.792209032	0.882554578	0.896104516	11.58660765	3.504785712	3.61847114	4.349665366	2	2	2	1	538.3047	11635.8477	84.836	106.172	156.972	169.418	185.5668	1.747794145	1.5957	1.8503	2.1487	0.2126	1.0928	0.1945	0.1017	0.1878	0.3957	0.1104	54.4419	62.1692	0.0023	352.6692	14.0787	0.0047	0.0373	0.5421	0.097	0.8747	0.7721	0.7417	0.8667	0.8885	1.8571	0.4278	12.5886	0.460770455	9.847452692	3.873302621	1.41077682	2.80457151	1.293279321	0.497583808	14.63775	12.49335	2.9792	3.092975	5.20835	5.25595	5.3585875	1.732502688	1.7046625	1.752475	1.7670125	0.81825	0.4667625	1.754925	0.054725	0.1709875	0.4791375	0.0176	130.8549125	116.2554	0.0071375	109.74455	80.5945125	0.00085	0.026975	0.272175	0.044275	0.2632875	0.3708125	0.771575	0.8817625	0.869925	1.7037875	0.393625	12.7165875
ANN0829	ANN0829	22	0.785714286	28	54	48	224.8	10.21818182	54	51	3	21	13.97104834	4.263	43.624	10.23253955	4.237845315	4.415557752	1.886398498	12.5390709	2.362981902	2.968562365	1	1	1	1	11.67735838	2.561228977	3.958161074	3.761036227	NA	2	4	0	556.4669	11299.7839	101.092	117.094	131.064	150.114	183.0645	1.563397783	1.282	1.2965	1.7668	0.3317	0.8166	0.4062	0.0948	0.1292	0.3887	0.0718	86.2539	84.0867	0.0031	51.5165	36.338	0.0207	0.5982	0.3295	0.1852	0.5751	0.6365	0.6881	0.9042	0.8694	1.2229	0.3956	7.7607	0.472097198	7.055273704	2.42485781	1.082713342	2.244766523	1.785570507	0.60199146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN0830	ANN0830	21	0.75	28	NA	NA	NA	NA	61	47	11.5	14	16.20314966	3.979	42.303	10.63231879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	0	575.8157	14464.5517	92.202	128.778	175.26	186.69	205.767	1.597842799	1.4497	1.9008	2.0561	0.1708	1.2287	0.139	0.1254	0.1775	0.3556	0.0762	43.2878	60.7694	0.0007	208.824	231.2547	0.0039	0.0198	0.5818	0.0694	1.1041	0.7456	0.752	0.8832	0.8889	1.9167	0.4431	11.5477	0.455059935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN0831-	ANN0831-	12	1	12	43	14	51.6	4.3	23	17	6.5	12	26.45432583	6.848	41.045	5.993811856	2.709588753	5.026499585	1.387903505	12.52589474	3.637555095	4.623645463	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	3	0	253.49	2468.1886	37.592	41.148	94.234	102.87	105.7746	2.570589093	2.5	2.5068	2.8717	0.2568	0.2027	1.2667	0.0647	0.2769	0.3233	0.0457	36.8854	48.3935	0.0018	203.023	95.4963	0.0214	0.522	0.1646	0.0413	0.1479	0.5901	0.7327	0.9279	0.8997	2.5085	0.2829	24.1376	0.467787171	5.53358109	2.278312767	0.815000443	2.818726356	2.273243383	0.4914726	11.0554125	6.2766	1.8706125	1.964525	4.2518625	4.316675	4.4532	2.266807498	2.202275	2.2788125	2.338625	0.7121625	0.4721375	1.5086	0.0608625	0.2441125	0.445275	0.007025	111.8328875	106.15175	0.002425	99.6831375	59.24705	0	0	0.2327875	0.03345	0.1790875	0.394725	0.715775	0.842175	0.8425875	2.024075	0.4120375	20.694775
ANN0832	ANN0832	13	1	13	37	13.2	48.2	3.707692308	20	11	18	9	21.75917321	6.211	40.547	6.527884542	3.037991182	4.488402954	1.647115533	11.81970165	2.730401219	3.909812749	0.764687761	0.836381495	0.882343881	0.918190747	10.97651522	3.150374311	4.027604105	2.921307013	2	1	3	0	238.2711	2437.0274	39.116	43.434	81.788	94.996	97.2803	2.239726942	2.1871	2.0909	2.4869	0.2597	0.3312	0.7843	0.0811	0.2496	0.2793	0	60.5201	46.4999	0	0.5539	72.927	0.0093	0.0212	0.2112	0.1108	0.2344	0.6263	0.5791	0.7633	0.9391	1.7143	0.4341	20.2067	0.475434158	5.657034672	2.277073077	0.984019774	2.341513142	2.085591087	0.534654913	11.7017125	7.7491375	2.3084875	2.382575	4.34975	4.4013625	4.5338625	1.902925406	1.851225	1.8862125	1.95905	0.668925	0.467175	1.431625	0.0528375	0.1946	0.438825	0.0119375	142.365275	111.9668625	0.0014625	108.4009125	79.7130375	0.000925	0.0172375	0.2155625	0.0355875	0.16245	0.393675	0.751675	0.85645	0.8716375	1.7856875	0.3802125	14.8321875
ANN0833	ANN0833	13	0.684210526	19	40	19.3	87.8	6.753846154	31	19	6	NA	24.02370981	6.955	42.359	6.09020951	3.535714169	5.280220064	1.906331218	13.2647906	2.779042119	3.776709361	0.649086786	NA	0.736815089	NA	11.90031982	NA	4.394827078	3.110665664	1	1	0	1	295.0034	3601.1541	43.18	56.642	90.932	101.6	108.5196	1.915885738	1.7937	2.1059	2.4136	0.2647	1.0941	0.2419	0.1013	0.2256	0.3673	0.1167	52.3222	49.2783	0.0056	9.0492	168.6309	0.0211	0.0444	0.4889	0.0576	0.5122	0.78	0.7168	0.9051	0.9196	2.1029	0.4527	16.1858	0.464330747	6.695544418	2.79366603	0.990591186	2.824044627	1.981964586	0.528396412	12.0814	8.4073	2.419625	2.53205	4.4344375	4.4714625	4.6213125	1.825126873	1.7756375	1.8430375	1.9254875	0.77185	0.439875	1.7597875	0.056775	0.182875	0.4551375	0.015325	144.6082625	133.064975	0.0027	90.5232	79.2994	0.0005375	0.0143	0.2736625	0.0245375	0.2254	0.3648625	0.7687375	0.8746	0.8703875	1.7902125	0.3849125	13.7680125
ANN0834	ANN0834	9	0.9	10	30	10.2	58.8	6.533333333	21	16	7	11	NA	6.152	40.003	6.502014596	2.674164003	4.441767053	1.617818384	11.36909869	2.750212595	4.264058484	0.730920626	0.759714526	0.730920626	0.759714526	12.31405724	2.950319948	4.529175855	3.25570553	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.003778465	2.497657043	1.101958654	2.272620399	2.435060593	0.586428569	11.80315	8.4327875	2.592925	2.665675	4.1592375	4.1870375	4.341075	1.628508727	1.579275	1.6142875	1.653975	0.7264125	0.471275	1.54345	0.04495	0.1432125	0.473675	0.0209375	116.5455375	133.1672375	0.0060125	100.2625375	96.469	0	0	0.2322375	0.0182125	0.1565125	0.3903625	0.757125	0.8805875	0.8507375	1.5383375	0.3948125	10.207175
ANN0835	ANN0835	14	0.777777778	18	40	21.8	69.6	4.971428571	35	26	8.5	12	25.90891578	6.542	42.317	6.468967362	3.940042023	4.152074983	1.278722522	12.04329735	3.252916316	3.089115695	0.621187727	0.65376859	0.621187727	0.65376859	12.18329597	3.131690941	4.098442907	3.986410162	0	1	3	0	360.0261	4614.3779	43.434	51.308	108.712	144.78	151.5859	2.954430108	2.8218	2.5029	3.5311	0.2865	0.8012	0.3577	0.1027	0.3327	0.349	0.1655	27.8346	25.839	0.0099	112.7353	87.7256	0.0127	0.0807	0.3726	0.2311	0.6814	0.6684	0.6011	0.8769	0.8883	2.5147	0.4892	33.4614	0.463021148	7.815876975	3.337249936	1.054007176	3.173514895	1.54577869	0.504319961	12.567775	8.6731375	2.20795	2.34025	4.9596	5.00725	5.124425	2.189691272	2.1407125	2.247125	2.319425	0.6876	0.4865	1.4176625	0.0657375	0.2371125	0.451675	0.016675	108.5149875	105.8874	0.001975	93.22465	65.2944125	0	0	0.2424875	0.028575	0.2073625	0.351525	0.773775	0.8834375	0.873475	2.1889	0.3810875	19.6672375
ANN0836	ANN0836	10	0.909090909	11	31	11.8	48.3	4.83	37	28	2.5	11	22.95726653	7.025	39.974	5.690381192	3.068537412	4.580036522	1.939501204	11.90880321	2.386234915	3.898464015	0.634522299	0.666206843	0.817261149	0.833103421	11.24656045	2.64845705	3.980707494	3.285145463	2	2	4	0	279.1651	3436.7028	39.116	45.974	109.474	117.856	115.6335	2.51519337	2.5635	2.7987	2.8735	0.3636	0.5779	0.6292	0.0825	0.2949	0.3422	0	165.4522	62.2275	0	98.2543	99.3918	0.0086	0.1492	0.2954	0.0735	0.3606	0.6767	0.743	0.9053	0.8798	2.8197	0.3812	26.5523	0.465158532	5.404691724	2.194530567	0.896999727	2.461844771	2.213690098	0.567808258	13.0442375	8.9331625	2.29395	2.4712	4.9027375	4.938475	5.0915875	2.060370468	1.9996875	2.1385875	2.182425	0.792825	0.455675	1.741625	0.065325	0.2257	0.434925	0.028925	97.3760375	132.820325	0.00785	118.93395	61.0221	0.001025	0.0555	0.2921875	0.0361875	0.2763625	0.3390375	0.7536875	0.8560875	0.8675375	2.0265	0.401175	17.9699875
ANN0837	ANN0837	11	1.375	8	30	14.4	57.6	5.236363636	34	27	8	NA	51.68938966	6.642	39.749	5.984454622	3.223914838	6.077587386	1.986578819	14.81459683	3.07004034	4.608387568	0.55942423	0.622740022	0.55942423	0.622740022	12.91928745	2.704846484	4.627687055	3.663913334	0	0	3	0	306.7235	3700.9603	36.576	46.228	126.238	127	130.2906	2.818434715	2.7473	3.4514	3.2493	0.3403	0.8403	0.405	0.0931	0.3255	0.3463	0	43.8642	40.2654	0	92.2941	99.6232	0.0052	0.0769	0.3835	0.0626	0.5105	0.7087	0.7535	0.9082	0.8337	3.1864	0.3925	31.0638	0.466413926	6.402194538	2.29763793	1.078468461	2.141268066	2.316665703	0.503625811	11.6793625	7.7359875	2.2992375	2.4262375	4.2479	4.2822875	4.4562	1.836670977	1.7723	1.853225	1.9173375	0.795425	0.4431875	1.797775	0.056525	0.185025	0.4559875	0.0263625	131.2730875	142.6644625	0.0056125	102.42125	75.36595	0.0006375	0.0121375	0.2817875	0.0242875	0.22735	0.3611375	0.7445125	0.8778875	0.8381875	1.75015	0.4120625	13.890325
ANN0838	ANN0838	10	1	10	30	12.1	51.5	5.15	41	23	9	10	34.97986596	7.131	38.689	5.425828866	2.839840588	5.862641502	2.025834495	13.66808364	2.918271502	4.812104532	0.616789302	0.653023589	0.712591976	0.739767692	10.83648217	3.306116404	4.15594206	2.524598048	1	0	3	0	305.6247	3627.4121	39.37	43.18	123.698	129.032	129.5626	3.00052339	2.9882	3.1419	3.4465	0.3871	0.4968	0.7792	0.0658	0.3232	0.3677	0	48.9525	38.239	0	154.9491	65.9502	0.0322	0.0229	0.2405	0.0443	0.2767	0.6949	0.7653	0.892	0.8838	3.1803	0.3388	32.8775	0.479279955	6.428916685	2.543841302	0.922410288	2.764381227	2.131013105	0.442184316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANN0839	ANN0839	10	1.25	8	34	15.5	65	6.5	39	22	6.5	8	19.68878221	1.857	38.388	20.6731284	3.38045345	6.523984484	2.145711467	15.56798951	3.014867428	4.705710992	0.680586855	0.730148557	0.760440141	0.797611418	13.72790309	2.999664063	5.079400693	3.569101704	1	0	3	0	317.1437	3453.4124	41.402	52.578	93.726	111.252	117.044	2.226102172	2.1159	2.2638	2.5695	0.4847	0.5153	0.9405	0.1099	0.2892	0.3946	0.0415	200.3638	175.6424	0.0129	94.3155	73.2053	0.014	0.0695	0.2228	0.1601	0.3887	0.6438	0.6728	0.9187	0.8673	2.2969	0.4478	22.6486	0.505467027	8.813062888	3.781339609	1.024071695	3.777489757	1.819352867	0.411772887	12.8950625	9.4258	2.53605	2.624675	4.5918625	4.673875	4.8208875	1.836755979	1.782275	1.81215	1.8958625	0.7671875	0.5064375	1.5160875	0.0532	0.1877	0.4842375	0	169.6449125	128.935125	0	134.9362	89.3166625	0.001825	0.00945	0.256025	0.0294875	0.197325	0.3778	0.76415	0.873425	0.8758125	1.760325	0.3978875	14.1254875
ANN0840	ANN0840	12	1.090909091	11	36	23.7	77.3	6.441666667	35	21	8.5	10	23.85308141	6.785	40.663	5.992873726	3.971624092	5.261030628	2.078555306	13.90098531	2.578534181	3.505554482	0.57620615	0.674786453	0.57620615	0.674786453	11.32418668	2.910510909	3.750073527	3.824039627	0	0	3	NA	369.9744	4658.5068	40.894	54.102	134.366	143.002	143.7411	2.656853721	2.6432	3.2857	3.4716	0.2484	0.9317	0.2667	0.0977	0.3243	0.3305	0.051	146.7904	25.6892	0.0126	136.5343	95.8121	0.0143	0.2635	0.4192	0.0711	0.7113	0.7177	0.6157	0.9326	0.7441	2.2763	0.428	30.8575	0.452603921	8.091017167	3.340508165	1.143662106	2.936553986	1.717416376	0.490717888	13.0328	9.4674	2.5585375	2.6736125	4.6235875	4.66725	4.7856875	1.789970499	1.746775	1.808475	1.8697	0.816425	0.4429625	1.84355	0.05435	0.1777375	0.475025	0.0211	124.161275	141.2763625	0.004725	118.136625	82.8004875	0.0008625	0.022775	0.279625	0.0385875	0.241025	0.3554	0.687725	0.8716375	0.7705625	1.5595375	0.4534	13.2680875
ANN0841	ANN0841	20	0.833333333	24	50	32.3	140.8	7.04	45	40	6	19	21.12823103	6.161	43.121	6.998826283	4.50305867	6.44356456	2.180894805	17.20184726	2.960153762	3.821885523	0.487403042	0.502366802	0.487403042	0.502366802	13.72182446	2.822860881	4.864719096	3.992386267	0	2	2	0	621.6521	14367.1971	124.968	140.716	133.858	156.464	177.0192	1.257989141	1.1119	1.0711	1.3766	0.2622	0.9146	0.2867	0.1038	0.1126	0.3979	0.121	77.1519	85.2584	0.0024	333.9924	226.6105	0.0628	0.0578	0.3128	0.1976	0.6135	0.602	0.5886	0.7653	0.8744	0.866	0.4663	6.2381	0.464080567	7.855572213	2.585932634	1.05348668	2.464691643	2.187481298	0.572504371	14.215375	11.085925	2.59425	2.6948	5.303575	5.349875	5.46675	2.028629212	2.007525	2.069075	2.1194375	0.7887625	0.5235875	1.507025	0.058875	0.2166625	0.4873375	0.0345625	110.9633125	138.12825	0.0051875	118.1935	75.5667625	0	0	0.2474875	0.0334625	0.217125	0.371075	0.754575	0.8752875	0.8542	1.9490375	0.4055875	17.7061
ANN0842	ANN0842	21	0.677419355	31	51	34.4	141.9	6.757142857	55	39	0	21	23.18884881	6.615	43.266	6.540537228	5.29609968	5.379743732	2.562461103	15.51351743	2.116117935	2.929479624	0.53099794	0.563290204	0.53099794	0.563290204	13.90574063	2.04666662	4.696082795	4.513575044	0	0	1	0	561.0837	12361.9753	98.806	113.538	158.496	171.958	185.5734	1.634460709	1.5145	1.6041	1.6715	0.2237	0.9152	0.2444	0.1029	0.162	0.3763	0.1079	51.435	54.4049	0.0021	216.0579	20.514	0.0294	0.0208	0.4246	0.0812	0.7723	0.6544	0.7367	0.8893	0.8893	1.6065	0.3672	10.48	0.481768873	9.996696118	4.08446957	1.568473345	2.613938466	1.554295545	0.531086019	12.9662375	10.2755	2.7847375	2.9263	4.51115	4.5654	4.7255125	1.614842121	1.5681625	1.6313375	1.6977	0.86285	0.45425	1.9008	0.0559625	0.1481375	0.4866625	0.0207125	151.6519875	124.019975	0.0069375	99.7013125	90.3342875	0.0021	0.0876375	0.308	0.0391	0.2529375	0.3384125	0.7772	0.8898875	0.8713375	1.59965	0.3970875	10.67805
ANN0843	ANN0843	22	0.814814815	27	53	32.3	131.8	5.990909091	52	43	8	19	26.03558472	6.345	42.931	6.766674084	3.777203214	5.695637694	1.908683668	14.72073484	3.024075284	3.900916565	0.530494116	0.516158437	0.530494116	0.516158437	12.56821601	2.7782118	4.628936154	3.310343702	0	0	0	0	420.1717	7805.4683	72.136	87.63	125.73	135.636	147.0977	1.678622618	1.5478	1.743	1.3531	0.243	1.0176	0.2388	0.0922	0.1666	0.4055	0.1529	59.0633	50.7062	0.0037	326.2253	4.9182	0.0218	0.0431	0.4679	0.0644	0.6195	0.7097	0.7392	0.8756	0.8756	1.7434	0.422	11.0595	0.472970903	6.850751457	2.339879293	1.171205946	2.002602718	2.163810746	0.564411725	12.3643875	8.66175	2.3944875	2.49105	4.529675	4.5455625	4.687125	1.881586078	1.8295625	1.8983	1.91655	0.8256875	0.458125	1.8053625	0.054075	0.1890875	0.4871125	0.0257125	122.2274875	145.890125	0.0035375	88.7773875	82.9723625	0.0014875	0.03685	0.2746625	0.023975	0.2145125	0.3658	0.7584125	0.88205	0.8499875	1.8074875	0.404175	14.544575
