chr	window	sample1	sample2	ibd_dist	sites
Ha412HOChr01	0	ARG0063	ARG0064	575	3668
Ha412HOChr01	0	ARG0063	ARG0061	918	3528
Ha412HOChr01	0	ARG0064	ARG0061	1069	3540
Ha412HOChr01	0	ARG0069	ARG0063	493	3830
Ha412HOChr01	0	ARG0069	ARG0064	572	3842
Ha412HOChr01	0	ARG0069	ARG0061	1026	3702
Ha412HOChr01	1000000	ARG0063	ARG0064	932	3838
Ha412HOChr01	1000000	ARG0063	ARG0061	443.5	3718
Ha412HOChr01	1000000	ARG0064	ARG0061	1011.5	3934
Ha412HOChr01	1000000	ARG0069	ARG0063	823.5	3826
Ha412HOChr01	1000000	ARG0069	ARG0064	1197	4124
Ha412HOChr01	1000000	ARG0069	ARG0061	881	4038
Ha412HOChr01	10000000	ARG0063	ARG0064	665.5	3402
Ha412HOChr01	10000000	ARG0063	ARG0061	797	3172
Ha412HOChr01	10000000	ARG0064	ARG0061	701.5	3314
Ha412HOChr01	10000000	ARG0069	ARG0063	850.5	3476
Ha412HOChr01	10000000	ARG0069	ARG0064	787.5	3666
Ha412HOChr01	10000000	ARG0069	ARG0061	552	3430
Ha412HOChr01	100000000	ARG0063	ARG0064	745	1930
Ha412HOChr01	100000000	ARG0063	ARG0061	660	1790
Ha412HOChr01	100000000	ARG0064	ARG0061	675	1808
Ha412HOChr01	100000000	ARG0069	ARG0063	660	1892
Ha412HOChr01	100000000	ARG0069	ARG0064	753.5	1918
Ha412HOChr01	100000000	ARG0069	ARG0061	640.5	1820
Ha412HOChr01	101000000	ARG0063	ARG0064	762.5	2520
Ha412HOChr01	101000000	ARG0063	ARG0061	838	2332
Ha412HOChr01	101000000	ARG0064	ARG0061	843.5	2260
Ha412HOChr01	101000000	ARG0069	ARG0063	792.5	2514
Ha412HOChr01	101000000	ARG0069	ARG0064	820	2376
Ha412HOChr01	101000000	ARG0069	ARG0061	780	2222
Ha412HOChr01	102000000	ARG0063	ARG0064	817.5	2626
Ha412HOChr01	102000000	ARG0063	ARG0061	966	2636
Ha412HOChr01	102000000	ARG0064	ARG0061	818	2574
Ha412HOChr01	102000000	ARG0069	ARG0063	883	2696
Ha412HOChr01	102000000	ARG0069	ARG0064	829	2634
Ha412HOChr01	102000000	ARG0069	ARG0061	851	2598
Ha412HOChr01	103000000	ARG0063	ARG0064	281	1772
Ha412HOChr01	103000000	ARG0063	ARG0061	247.5	1634
Ha412HOChr01	103000000	ARG0064	ARG0061	330.5	1746
Ha412HOChr01	103000000	ARG0069	ARG0063	228	1810
Ha412HOChr01	103000000	ARG0069	ARG0064	286	1826
Ha412HOChr01	103000000	ARG0069	ARG0061	219.5	1662
Ha412HOChr01	104000000	ARG0063	ARG0064	1619.5	3504
