sv_name	sv_species_name	trait	pvalue
pet17.02	petpet_pet17.02	Seed_curved_shape_index	0.009351796233
pet17.04	petpet_pet17.04	Seed_curved_shape_index	0.07806522752
pet05.01	petpet_pet05.01	Seed_distal_eccentricity	0.528
pet06.02	petpet_pet06.02	Seed_distal_eccentricity	0.344
pet06.03	petpet_pet06.03	Seed_distal_eccentricity	0.89
pet07.01	petpet_pet07.01	Seed_distal_eccentricity	0.453
pet08.01	petpet_pet08.01	Seed_distal_eccentricity	0.255
pet09.01	petpet_pet09.01	Seed_distal_eccentricity	0.937
pet11.01	petpet_pet11.01	Seed_distal_eccentricity	0.493
pet12.01	petpet_pet12.01	Seed_distal_eccentricity	0.848
pet13.01	petpet_pet13.01	Seed_distal_eccentricity	0.822
pet14.02	petpet_pet14.02	Seed_distal_eccentricity	0.0244
pet16.01	petpet_pet16.01	Seed_distal_eccentricity	0.971
pet17.01	petpet_pet17.01	Seed_distal_eccentricity	0.937
pet17.02	petpet_pet17.02	Seed_distal_eccentricity	0.135
pet17.04	petpet_pet17.04	Seed_distal_eccentricity	0.0482
pet05.01	petpet_pet05.01	Seed_eccentricity_area_index	0.804
pet06.02	petpet_pet06.02	Seed_eccentricity_area_index	0.0705
pet06.03	petpet_pet06.03	Seed_eccentricity_area_index	0.456
pet07.01	petpet_pet07.01	Seed_eccentricity_area_index	0.699
pet08.01	petpet_pet08.01	Seed_eccentricity_area_index	0.128
pet09.01	petpet_pet09.01	Seed_eccentricity_area_index	0.559
pet11.01	petpet_pet11.01	Seed_eccentricity_area_index	0.542
pet12.01	petpet_pet12.01	Seed_eccentricity_area_index	0.496
pet13.01	petpet_pet13.01	Seed_eccentricity_area_index	0.499
pet14.02	petpet_pet14.02	Seed_eccentricity_area_index	0.14
pet16.01	petpet_pet16.01	Seed_eccentricity_area_index	0.495
pet17.01	petpet_pet17.01	Seed_eccentricity_area_index	0.718
pet17.02	petpet_pet17.02	Seed_eccentricity_area_index	0.445
pet17.04	petpet_pet17.04	Seed_eccentricity_area_index	0.944
pet05.01	petpet_pet05.01	Seed_eccentricity	0.667
pet06.02	petpet_pet06.02	Seed_eccentricity	0.488
pet06.03	petpet_pet06.03	Seed_eccentricity	0.746
pet07.01	petpet_pet07.01	Seed_eccentricity	0.462
pet08.01	petpet_pet08.01	Seed_eccentricity	0.269
pet09.01	petpet_pet09.01	Seed_eccentricity	0.937
pet11.01	petpet_pet11.01	Seed_eccentricity	0.654
pet12.01	petpet_pet12.01	Seed_eccentricity	0.928
pet13.01	petpet_pet13.01	Seed_eccentricity	0.816
pet14.02	petpet_pet14.02	Seed_eccentricity	0.0313
pet16.01	petpet_pet16.01	Seed_eccentricity	0.914
pet17.01	petpet_pet17.01	Seed_eccentricity	0.906
pet17.02	petpet_pet17.02	Seed_eccentricity	0.103
pet17.04	petpet_pet17.04	Seed_eccentricity	0.0318
pet05.01	petpet_pet05.01	Seed_ellipsoid	0.854
pet06.02	petpet_pet06.02	Seed_ellipsoid	0.00439
pet06.03	petpet_pet06.03	Seed_ellipsoid	0.529
pet07.01	petpet_pet07.01	Seed_ellipsoid	0.754
pet08.01	petpet_pet08.01	Seed_ellipsoid	0.0131
pet09.01	petpet_pet09.01	Seed_ellipsoid	0.284
pet11.01	petpet_pet11.01	Seed_ellipsoid	0.0237
pet12.01	petpet_pet12.01	Seed_ellipsoid	0.0022
pet13.01	petpet_pet13.01	Seed_ellipsoid	0.0901
pet14.02	petpet_pet14.02	Seed_ellipsoid	0.617
pet16.01	petpet_pet16.01	Seed_ellipsoid	0.699
pet17.01	petpet_pet17.01	Seed_ellipsoid	0.958
pet17.02	petpet_pet17.02	Seed_ellipsoid	0.0352
pet17.04	petpet_pet17.04	Seed_ellipsoid	0.323
pet05.01	petpet_pet05.01	Seed_height_mid_width	0.784
pet06.02	petpet_pet06.02	Seed_height_mid_width	0.401
pet06.03	petpet_pet06.03	Seed_height_mid_width	0.905
pet07.01	petpet_pet07.01	Seed_height_mid_width	0.753
pet08.01	petpet_pet08.01	Seed_height_mid_width	0.612
pet09.01	petpet_pet09.01	Seed_height_mid_width	0.8
pet11.01	petpet_pet11.01	Seed_height_mid_width	0.0323
pet12.01	petpet_pet12.01	Seed_height_mid_width	0.052
pet13.01	petpet_pet13.01	Seed_height_mid_width	0.972
pet14.02	petpet_pet14.02	Seed_height_mid_width	0.557
pet16.01	petpet_pet16.01	Seed_height_mid_width	0.303
pet17.01	petpet_pet17.01	Seed_height_mid_width	0.295
pet17.02	petpet_pet17.02	Seed_height_mid_width	0.279
pet17.04	petpet_pet17.04	Seed_height_mid_width	0.974
pet05.01	petpet_pet05.01	Seed_HW_ratio	0.6
pet06.02	petpet_pet06.02	Seed_HW_ratio	0.2
pet06.03	petpet_pet06.03	Seed_HW_ratio	1
pet07.01	petpet_pet07.01	Seed_HW_ratio	0.7
pet08.01	petpet_pet08.01	Seed_HW_ratio	0.02
pet09.01	petpet_pet09.01	Seed_HW_ratio	0.3
pet11.01	petpet_pet11.01	Seed_HW_ratio	0.09
pet12.01	petpet_pet12.01	Seed_HW_ratio	0.002
pet13.01	petpet_pet13.01	Seed_HW_ratio	0.2
pet14.02	petpet_pet14.02	Seed_HW_ratio	0.6
pet16.01	petpet_pet16.01	Seed_HW_ratio	0.7
pet17.01	petpet_pet17.01	Seed_HW_ratio	0.9
pet17.02	petpet_pet17.02	Seed_HW_ratio	0.02
pet17.04	petpet_pet17.04	Seed_HW_ratio	0.05
pet05.01	petpet_pet05.01	Seed_maximum_height	0.837
pet06.02	petpet_pet06.02	Seed_maximum_height	0.45
pet06.03	petpet_pet06.03	Seed_maximum_height	0.886
pet07.01	petpet_pet07.01	Seed_maximum_height	0.73
pet08.01	petpet_pet08.01	Seed_maximum_height	0.641
pet09.01	petpet_pet09.01	Seed_maximum_height	0.837
pet11.01	petpet_pet11.01	Seed_maximum_height	0.0316
pet12.01	petpet_pet12.01	Seed_maximum_height	0.0461
pet13.01	petpet_pet13.01	Seed_maximum_height	0.988
pet14.02	petpet_pet14.02	Seed_maximum_height	0.567
pet16.01	petpet_pet16.01	Seed_maximum_height	0.3
pet17.01	petpet_pet17.01	Seed_maximum_height	0.292
pet17.02	petpet_pet17.02	Seed_maximum_height	0.259
pet17.04	petpet_pet17.04	Seed_maximum_height	0.986
pet05.01	petpet_pet05.01	Seed_maximum_width	0.384
pet06.02	petpet_pet06.02	Seed_maximum_width	0.321
pet06.03	petpet_pet06.03	Seed_maximum_width	0.967
pet07.01	petpet_pet07.01	Seed_maximum_width	0.966
pet08.01	petpet_pet08.01	Seed_maximum_width	0.044
pet09.01	petpet_pet09.01	Seed_maximum_width	0.472
pet11.01	petpet_pet11.01	Seed_maximum_width	0.831
pet12.01	petpet_pet12.01	Seed_maximum_width	0.0586
pet13.01	petpet_pet13.01	Seed_maximum_width	0.0755
pet14.02	petpet_pet14.02	Seed_maximum_width	0.2
pet16.01	petpet_pet16.01	Seed_maximum_width	0.184
pet17.01	petpet_pet17.01	Seed_maximum_width	0.321
pet17.02	petpet_pet17.02	Seed_maximum_width	0.00705
pet17.04	petpet_pet17.04	Seed_maximum_width	0.00624
pet05.01	petpet_pet05.01	Seed_ovoid	0.616
pet06.02	petpet_pet06.02	Seed_ovoid	0.0321
pet06.03	petpet_pet06.03	Seed_ovoid	0.208
pet07.01	petpet_pet07.01	Seed_ovoid	0.687
pet08.01	petpet_pet08.01	Seed_ovoid	0.632
pet09.01	petpet_pet09.01	Seed_ovoid	0.411
pet11.01	petpet_pet11.01	Seed_ovoid	0.0756
pet12.01	petpet_pet12.01	Seed_ovoid	0.37
pet13.01	petpet_pet13.01	Seed_ovoid	0.103
pet14.02	petpet_pet14.02	Seed_ovoid	0.616
pet16.01	petpet_pet16.01	Seed_ovoid	0.752
pet17.01	petpet_pet17.01	Seed_ovoid	0.726
pet17.02	petpet_pet17.02	Seed_ovoid	0.873
pet17.04	petpet_pet17.04	Seed_ovoid	0.898
pet05.01	petpet_pet05.01	Seed_perimeter	0.963
pet06.02	petpet_pet06.02	Seed_perimeter	0.713
pet06.03	petpet_pet06.03	Seed_perimeter	0.957
pet07.01	petpet_pet07.01	Seed_perimeter	0.73
pet08.01	petpet_pet08.01	Seed_perimeter	0.801
pet09.01	petpet_pet09.01	Seed_perimeter	0.947
pet11.01	petpet_pet11.01	Seed_perimeter	0.117
pet12.01	petpet_pet12.01	Seed_perimeter	0.378
pet13.01	petpet_pet13.01	Seed_perimeter	0.587
pet14.02	petpet_pet14.02	Seed_perimeter	0.446
pet16.01	petpet_pet16.01	Seed_perimeter	0.276
pet17.01	petpet_pet17.01	Seed_perimeter	0.216
pet17.02	petpet_pet17.02	Seed_perimeter	0.939
pet17.04	petpet_pet17.04	Seed_perimeter	0.371
pet05.01	petpet_pet05.01	Seed_proximal_eccentricity	0.544
pet06.02	petpet_pet06.02	Seed_proximal_eccentricity	0.856
pet06.03	petpet_pet06.03	Seed_proximal_eccentricity	0.684
pet07.01	petpet_pet07.01	Seed_proximal_eccentricity	0.847
pet08.01	petpet_pet08.01	Seed_proximal_eccentricity	0.937
pet09.01	petpet_pet09.01	Seed_proximal_eccentricity	0.536
pet11.01	petpet_pet11.01	Seed_proximal_eccentricity	0.512
pet12.01	petpet_pet12.01	Seed_proximal_eccentricity	0.824
pet13.01	petpet_pet13.01	Seed_proximal_eccentricity	0.46
pet14.02	petpet_pet14.02	Seed_proximal_eccentricity	0.34
pet16.01	petpet_pet16.01	Seed_proximal_eccentricity	0.574
pet17.01	petpet_pet17.01	Seed_proximal_eccentricity	0.787
pet17.02	petpet_pet17.02	Seed_proximal_eccentricity	0.042
pet17.04	petpet_pet17.04	Seed_proximal_eccentricity	0.0387
pet05.01	petpet_pet05.01	Seed_rectangular	0.456
pet06.02	petpet_pet06.02	Seed_rectangular	0.783
pet06.03	petpet_pet06.03	Seed_rectangular	0.898
pet07.01	petpet_pet07.01	Seed_rectangular	0.81
pet08.01	petpet_pet08.01	Seed_rectangular	0.199
pet09.01	petpet_pet09.01	Seed_rectangular	0.944
pet11.01	petpet_pet11.01	Seed_rectangular	0.467
pet12.01	petpet_pet12.01	Seed_rectangular	0.514
pet13.01	petpet_pet13.01	Seed_rectangular	0.672
pet14.02	petpet_pet14.02	Seed_rectangular	0.274
pet16.01	petpet_pet16.01	Seed_rectangular	0.195
pet17.01	petpet_pet17.01	Seed_rectangular	0.812
pet17.02	petpet_pet17.02	Seed_rectangular	0.0257
pet17.04	petpet_pet17.04	Seed_rectangular	0.138
pet05.01	petpet_pet05.01	Seed_shape_index_external_I	0.629
pet06.02	petpet_pet06.02	Seed_shape_index_external_I	0.189
pet06.03	petpet_pet06.03	Seed_shape_index_external_I	0.968
pet07.01	petpet_pet07.01	Seed_shape_index_external_I	0.645
pet08.01	petpet_pet08.01	Seed_shape_index_external_I	0.0213
pet09.01	petpet_pet09.01	Seed_shape_index_external_I	0.355
pet11.01	petpet_pet11.01	Seed_shape_index_external_I	0.0703
pet12.01	petpet_pet12.01	Seed_shape_index_external_I	0.00151
pet13.01	petpet_pet13.01	Seed_shape_index_external_I	0.18
pet14.02	petpet_pet14.02	Seed_shape_index_external_I	0.674
pet16.01	petpet_pet16.01	Seed_shape_index_external_I	0.793
pet17.01	petpet_pet17.01	Seed_shape_index_external_I	0.962
pet17.02	petpet_pet17.02	Seed_shape_index_external_I	0.0145
pet17.04	petpet_pet17.04	Seed_shape_index_external_I	0.0515
pet05.01	petpet_pet05.01	Seed_shape_index_external_II	0.677
pet06.02	petpet_pet06.02	Seed_shape_index_external_II	0.0642
pet06.03	petpet_pet06.03	Seed_shape_index_external_II	0.76
pet07.01	petpet_pet07.01	Seed_shape_index_external_II	0.789
pet08.01	petpet_pet08.01	Seed_shape_index_external_II	0.0133
pet09.01	petpet_pet09.01	Seed_shape_index_external_II	0.352
pet11.01	petpet_pet11.01	Seed_shape_index_external_II	0.0354
pet12.01	petpet_pet12.01	Seed_shape_index_external_II	0.00115
pet13.01	petpet_pet13.01	Seed_shape_index_external_II	0.159
pet14.02	petpet_pet14.02	Seed_shape_index_external_II	0.505
pet16.01	petpet_pet16.01	Seed_shape_index_external_II	0.87
pet17.01	petpet_pet17.01	Seed_shape_index_external_II	1
pet17.02	petpet_pet17.02	Seed_shape_index_external_II	0.0113
pet17.04	petpet_pet17.04	Seed_shape_index_external_II	0.0404
pet05.01	petpet_pet05.01	Seed_shape_index_internal	0.612
pet06.02	petpet_pet06.02	Seed_shape_index_internal	0.107
pet06.03	petpet_pet06.03	Seed_shape_index_internal	0.688
pet07.01	petpet_pet07.01	Seed_shape_index_internal	0.943
pet08.01	petpet_pet08.01	Seed_shape_index_internal	0.0644
pet09.01	petpet_pet09.01	Seed_shape_index_internal	0.379
pet11.01	petpet_pet11.01	Seed_shape_index_internal	0.00945
pet12.01	petpet_pet12.01	Seed_shape_index_internal	9.86e-4
pet13.01	petpet_pet13.01	Seed_shape_index_internal	0.08
pet14.02	petpet_pet14.02	Seed_shape_index_internal	0.897
pet16.01	petpet_pet16.01	Seed_shape_index_internal	0.905
pet17.01	petpet_pet17.01	Seed_shape_index_internal	0.992
pet17.02	petpet_pet17.02	Seed_shape_index_internal	0.0105
pet17.04	petpet_pet17.04	Seed_shape_index_internal	0.0842
pet05.01	petpet_pet05.01	Seed_width_mid_height	0.446
pet06.02	petpet_pet06.02	Seed_width_mid_height	0.129
pet06.03	petpet_pet06.03	Seed_width_mid_height	0.784
pet07.01	petpet_pet07.01	Seed_width_mid_height	0.926
pet08.01	petpet_pet08.01	Seed_width_mid_height	0.0259
pet09.01	petpet_pet09.01	Seed_width_mid_height	0.565
pet11.01	petpet_pet11.01	Seed_width_mid_height	0.555
pet12.01	petpet_pet12.01	Seed_width_mid_height	0.0292
pet13.01	petpet_pet13.01	Seed_width_mid_height	0.0434
pet14.02	petpet_pet14.02	Seed_width_mid_height	0.162
pet16.01	petpet_pet16.01	Seed_width_mid_height	0.267
pet17.01	petpet_pet17.01	Seed_width_mid_height	0.36
pet17.02	petpet_pet17.02	Seed_width_mid_height	0.00332
pet17.04	petpet_pet17.04	Seed_width_mid_height	0.00719
pet05.01	petpet_pet05.01	Seed_width_widest_pos	0.637
pet06.02	petpet_pet06.02	Seed_width_widest_pos	0.0331
pet06.03	petpet_pet06.03	Seed_width_widest_pos	0.666
pet07.01	petpet_pet07.01	Seed_width_widest_pos	0.947
pet08.01	petpet_pet08.01	Seed_width_widest_pos	0.256
pet09.01	petpet_pet09.01	Seed_width_widest_pos	0.857
pet11.01	petpet_pet11.01	Seed_width_widest_pos	0.00711
pet12.01	petpet_pet12.01	Seed_width_widest_pos	0.17
pet13.01	petpet_pet13.01	Seed_width_widest_pos	0.0144
pet14.02	petpet_pet14.02	Seed_width_widest_pos	0.142
pet16.01	petpet_pet16.01	Seed_width_widest_pos	0.842
pet17.01	petpet_pet17.01	Seed_width_widest_pos	0.95
pet17.02	petpet_pet17.02	Seed_width_widest_pos	0.0277
pet17.04	petpet_pet17.04	Seed_width_widest_pos	0.00874
pet05.01	petpet_pet05.01	SLA	0.849
pet06.02	petpet_pet06.02	SLA	0.283
pet06.03	petpet_pet06.03	SLA	0.157
pet07.01	petpet_pet07.01	SLA	0.403
pet08.01	petpet_pet08.01	SLA	0.563
pet09.01	petpet_pet09.01	SLA	0.23
pet11.01	petpet_pet11.01	SLA	0.364
pet12.01	petpet_pet12.01	SLA	0.458
pet13.01	petpet_pet13.01	SLA	0.275
pet14.02	petpet_pet14.02	SLA	0.0136
pet16.01	petpet_pet16.01	SLA	0.944
pet17.01	petpet_pet17.01	SLA	0.244
pet17.02	petpet_pet17.02	SLA	0.642
pet17.04	petpet_pet17.04	SLA	0.689
pet05.01	petpet_pet05.01	Stem_diameter_at_flowering	0.21
pet06.02	petpet_pet06.02	Stem_diameter_at_flowering	0.99
pet06.03	petpet_pet06.03	Stem_diameter_at_flowering	0.482
pet07.01	petpet_pet07.01	Stem_diameter_at_flowering	0.108
pet08.01	petpet_pet08.01	Stem_diameter_at_flowering	0.0163
pet09.01	petpet_pet09.01	Stem_diameter_at_flowering	2.13e-4
pet11.01	petpet_pet11.01	Stem_diameter_at_flowering	0.00148
pet12.01	petpet_pet12.01	Stem_diameter_at_flowering	0.0715
pet13.01	petpet_pet13.01	Stem_diameter_at_flowering	0.235
pet14.02	petpet_pet14.02	Stem_diameter_at_flowering	0.833
pet16.01	petpet_pet16.01	Stem_diameter_at_flowering	0.426
pet17.01	petpet_pet17.01	Stem_diameter_at_flowering	0.235
pet17.02	petpet_pet17.02	Stem_diameter_at_flowering	0.12
pet17.04	petpet_pet17.04	Stem_diameter_at_flowering	0.341
pet05.01	petpet_pet05.01	Stem_diameter_final_after_5th_node	0.487
pet06.02	petpet_pet06.02	Stem_diameter_final_after_5th_node	0.113
pet06.03	petpet_pet06.03	Stem_diameter_final_after_5th_node	0.341
pet07.01	petpet_pet07.01	Stem_diameter_final_after_5th_node	0.76
pet08.01	petpet_pet08.01	Stem_diameter_final_after_5th_node	0.456
pet09.01	petpet_pet09.01	Stem_diameter_final_after_5th_node	0.00151
pet11.01	petpet_pet11.01	Stem_diameter_final_after_5th_node	3.63e-5
pet12.01	petpet_pet12.01	Stem_diameter_final_after_5th_node	0.548
pet13.01	petpet_pet13.01	Stem_diameter_final_after_5th_node	0.245
pet14.02	petpet_pet14.02	Stem_diameter_final_after_5th_node	0.63
pet16.01	petpet_pet16.01	Stem_diameter_final_after_5th_node	0.157
pet17.01	petpet_pet17.01	Stem_diameter_final_after_5th_node	0.677
pet17.02	petpet_pet17.02	Stem_diameter_final_after_5th_node	0.721
pet17.04	petpet_pet17.04	Stem_diameter_final_after_5th_node	0.299
pet05.01	petpet_pet05.01	Stem_diameter_final_before_1st_node	0.876
pet06.02	petpet_pet06.02	Stem_diameter_final_before_1st_node	0.494
pet06.03	petpet_pet06.03	Stem_diameter_final_before_1st_node	0.231
pet07.01	petpet_pet07.01	Stem_diameter_final_before_1st_node	0.412
pet08.01	petpet_pet08.01	Stem_diameter_final_before_1st_node	0.47
pet09.01	petpet_pet09.01	Stem_diameter_final_before_1st_node	0.812
pet11.01	petpet_pet11.01	Stem_diameter_final_before_1st_node	0.0201
pet12.01	petpet_pet12.01	Stem_diameter_final_before_1st_node	0.404
pet13.01	petpet_pet13.01	Stem_diameter_final_before_1st_node	0.973
pet14.02	petpet_pet14.02	Stem_diameter_final_before_1st_node	0.743
pet16.01	petpet_pet16.01	Stem_diameter_final_before_1st_node	0.768
pet17.01	petpet_pet17.01	Stem_diameter_final_before_1st_node	0.891
pet17.02	petpet_pet17.02	Stem_diameter_final_before_1st_node	0.267
pet17.04	petpet_pet17.04	Stem_diameter_final_before_1st_node	0.346
pet05.01	petpet_pet05.01	TLN	0.0576
pet06.02	petpet_pet06.02	TLN	0.498
pet06.03	petpet_pet06.03	TLN	0.168
pet07.01	petpet_pet07.01	TLN	0.392
pet08.01	petpet_pet08.01	TLN	0.324
pet09.01	petpet_pet09.01	TLN	1.3e-6
pet11.01	petpet_pet11.01	TLN	9.7e-6
pet12.01	petpet_pet12.01	TLN	0.227
pet13.01	petpet_pet13.01	TLN	0.789
pet14.02	petpet_pet14.02	TLN	0.432
pet16.01	petpet_pet16.01	TLN	0.229
pet17.01	petpet_pet17.01	TLN	0.956
pet17.02	petpet_pet17.02	TLN	0.361
pet17.04	petpet_pet17.04	TLN	0.281
pet05.01	petpet_pet05.01	Total_RGB	0.873
pet06.02	petpet_pet06.02	Total_RGB	0.294
pet06.03	petpet_pet06.03	Total_RGB	0.868
pet07.01	petpet_pet07.01	Total_RGB	0.708
pet08.01	petpet_pet08.01	Total_RGB	0.288
pet09.01	petpet_pet09.01	Total_RGB	0.291
pet11.01	petpet_pet11.01	Total_RGB	0.752
pet12.01	petpet_pet12.01	Total_RGB	0.786
pet13.01	petpet_pet13.01	Total_RGB	0.904
pet14.02	petpet_pet14.02	Total_RGB	0.521
pet16.01	petpet_pet16.01	Total_RGB	0.976
pet17.01	petpet_pet17.01	Total_RGB	0.47
pet17.02	petpet_pet17.02	Total_RGB	0.295
pet17.04	petpet_pet17.04	Total_RGB	0.143
pet01.01	petfal_pet01.01	Days_to_budding	0.616
pet05.01	petfal_pet05.01	Days_to_budding	1.38e-4
pet06.01	petfal_pet06.01	Days_to_budding	0.0577
pet07.01	petfal_pet07.01	Days_to_budding	0.0459
pet08.01	petfal_pet08.01	Days_to_budding	0.0798
pet09.01	petfal_pet09.01	Days_to_budding	9.39e-10
pet10.01	petfal_pet10.01	Days_to_budding	4.29e-9
pet11.01	petfal_pet11.01	Days_to_budding	5.21e-7
pet14.01	petfal_pet14.01	Days_to_budding	1.22e-10
pet16.01	petfal_pet16.01	Days_to_budding	0.435
pet16.02	petfal_pet16.02	Days_to_budding	0.0127
pet17.01	petfal_pet17.01	Days_to_budding	0.64
pet17.03	petfal_pet17.03	Days_to_budding	0.019
pet01.01	petfal_pet01.01	Disk_diameter	7.94e-6
pet05.01	petfal_pet05.01	Disk_diameter	0.816
pet06.01	petfal_pet06.01	Disk_diameter	0.372
pet07.01	petfal_pet07.01	Disk_diameter	0.0349
pet08.01	petfal_pet08.01	Disk_diameter	0.329
pet09.01	petfal_pet09.01	Disk_diameter	3.1e-4
pet10.01	petfal_pet10.01	Disk_diameter	0.234
pet11.01	petfal_pet11.01	Disk_diameter	8.19e-4
pet14.01	petfal_pet14.01	Disk_diameter	9.48e-4
pet16.01	petfal_pet16.01	Disk_diameter	0.765
pet16.02	petfal_pet16.02	Disk_diameter	0.185
pet17.01	petfal_pet17.01	Disk_diameter	8.58e-4
pet17.03	petfal_pet17.03	Disk_diameter	0.00107
pet01.01	petfal_pet01.01	Distance_of_first_branching_from_ground	0.203
pet05.01	petfal_pet05.01	Distance_of_first_branching_from_ground	0.59
pet06.01	petfal_pet06.01	Distance_of_first_branching_from_ground	0.587
pet07.01	petfal_pet07.01	Distance_of_first_branching_from_ground	0.866
pet08.01	petfal_pet08.01	Distance_of_first_branching_from_ground	0.351
pet09.01	petfal_pet09.01	Distance_of_first_branching_from_ground	0.0978
pet10.01	petfal_pet10.01	Distance_of_first_branching_from_ground	0.00776
pet11.01	petfal_pet11.01	Distance_of_first_branching_from_ground	0.00584
pet14.01	petfal_pet14.01	Distance_of_first_branching_from_ground	0.0236
pet16.01	petfal_pet16.01	Distance_of_first_branching_from_ground	0.912
pet16.02	petfal_pet16.02	Distance_of_first_branching_from_ground	0.995
pet17.01	petfal_pet17.01	Distance_of_first_branching_from_ground	0.26
pet17.03	petfal_pet17.03	Distance_of_first_branching_from_ground	0.635
pet01.01	petfal_pet01.01	DTF	0.143
pet05.01	petfal_pet05.01	DTF	0.00984
pet06.01	petfal_pet06.01	DTF	0.0581
pet07.01	petfal_pet07.01	DTF	0.0168
pet08.01	petfal_pet08.01	DTF	0.205
pet09.01	petfal_pet09.01	DTF	7.88e-9
pet10.01	petfal_pet10.01	DTF	5.61e-8
pet11.01	petfal_pet11.01	DTF	2.3e-7
pet14.01	petfal_pet14.01	DTF	5.53e-11
pet16.01	petfal_pet16.01	DTF	0.592
pet16.02	petfal_pet16.02	DTF	0.0305
pet17.01	petfal_pet17.01	DTF	0.55
pet17.03	petfal_pet17.03	DTF	0.00588
pet01.01	petfal_pet01.01	Flower_FHDD_ratio	0.0124
pet05.01	petfal_pet05.01	Flower_FHDD_ratio	0.832
pet06.01	petfal_pet06.01	Flower_FHDD_ratio	0.817
pet07.01	petfal_pet07.01	Flower_FHDD_ratio	0.448
pet08.01	petfal_pet08.01	Flower_FHDD_ratio	0.0373
pet09.01	petfal_pet09.01	Flower_FHDD_ratio	0.24
pet10.01	petfal_pet10.01	Flower_FHDD_ratio	0.758
pet11.01	petfal_pet11.01	Flower_FHDD_ratio	0.225
pet14.01	petfal_pet14.01	Flower_FHDD_ratio	0.411
pet16.01	petfal_pet16.01	Flower_FHDD_ratio	0.885
pet16.02	petfal_pet16.02	Flower_FHDD_ratio	0.847
pet17.01	petfal_pet17.01	Flower_FHDD_ratio	0.721
pet17.03	petfal_pet17.03	Flower_FHDD_ratio	0.737
pet01.01	petfal_pet01.01	Inflorescence_diameter	0.044
pet05.01	petfal_pet05.01	Inflorescence_diameter	0.369
pet06.01	petfal_pet06.01	Inflorescence_diameter	0.416
pet07.01	petfal_pet07.01	Inflorescence_diameter	0.123
pet08.01	petfal_pet08.01	Inflorescence_diameter	0.00504
pet09.01	petfal_pet09.01	Inflorescence_diameter	0.0445
pet10.01	petfal_pet10.01	Inflorescence_diameter	0.125
pet11.01	petfal_pet11.01	Inflorescence_diameter	0.0283
pet14.01	petfal_pet14.01	Inflorescence_diameter	0.0106
pet16.01	petfal_pet16.01	Inflorescence_diameter	0.669
pet16.02	petfal_pet16.02	Inflorescence_diameter	0.152
pet17.01	petfal_pet17.01	Inflorescence_diameter	9.34e-5
pet17.03	petfal_pet17.03	Inflorescence_diameter	0.00738
pet01.01	petfal_pet01.01	Internode_length	0.117
pet05.01	petfal_pet05.01	Internode_length	0.371
pet06.01	petfal_pet06.01	Internode_length	0.717
pet07.01	petfal_pet07.01	Internode_length	0.163
pet08.01	petfal_pet08.01	Internode_length	0.588
pet09.01	petfal_pet09.01	Internode_length	0.0134
pet10.01	petfal_pet10.01	Internode_length	0.219
pet11.01	petfal_pet11.01	Internode_length	0.00179
pet14.01	petfal_pet14.01	Internode_length	0.0315
pet16.01	petfal_pet16.01	Internode_length	0.185
pet16.02	petfal_pet16.02	Internode_length	0.107
pet17.01	petfal_pet17.01	Internode_length	0.725
pet17.03	petfal_pet17.03	Internode_length	0.519
pet01.01	petfal_pet01.01	Leaf_area	0.107
pet05.01	petfal_pet05.01	Leaf_area	0.0936
pet06.01	petfal_pet06.01	Leaf_area	0.994
pet07.01	petfal_pet07.01	Leaf_area	0.0151
pet08.01	petfal_pet08.01	Leaf_area	0.259
pet09.01	petfal_pet09.01	Leaf_area	0.0122
pet10.01	petfal_pet10.01	Leaf_area	0.00315
pet11.01	petfal_pet11.01	Leaf_area	0.0192
pet14.01	petfal_pet14.01	Leaf_area	5.78e-4
pet16.01	petfal_pet16.01	Leaf_area	0.221
pet16.02	petfal_pet16.02	Leaf_area	0.00479
pet17.01	petfal_pet17.01	Leaf_area	0.00499
pet17.03	petfal_pet17.03	Leaf_area	0.0103
pet01.01	petfal_pet01.01	Leaf_C_N_ratio	0.435
pet05.01	petfal_pet05.01	Leaf_C_N_ratio	0.529
pet06.01	petfal_pet06.01	Leaf_C_N_ratio	0.169
pet07.01	petfal_pet07.01	Leaf_C_N_ratio	0.347
pet08.01	petfal_pet08.01	Leaf_C_N_ratio	0.934
pet09.01	petfal_pet09.01	Leaf_C_N_ratio	0.00866
pet10.01	petfal_pet10.01	Leaf_C_N_ratio	0.0242
pet11.01	petfal_pet11.01	Leaf_C_N_ratio	0.0051
pet14.01	petfal_pet14.01	Leaf_C_N_ratio	0.0467
pet16.01	petfal_pet16.01	Leaf_C_N_ratio	0.917
pet16.02	petfal_pet16.02	Leaf_C_N_ratio	0.526
pet17.01	petfal_pet17.01	Leaf_C_N_ratio	0.965
pet17.03	petfal_pet17.03	Leaf_C_N_ratio	0.298
pet01.01	petfal_pet01.01	Leaf_circular	0.0121
pet05.01	petfal_pet05.01	Leaf_circular	0.613
pet06.01	petfal_pet06.01	Leaf_circular	0.786
pet07.01	petfal_pet07.01	Leaf_circular	0.453
pet08.01	petfal_pet08.01	Leaf_circular	0.297
pet09.01	petfal_pet09.01	Leaf_circular	0.366
pet10.01	petfal_pet10.01	Leaf_circular	0.55
pet11.01	petfal_pet11.01	Leaf_circular	0.165
pet14.01	petfal_pet14.01	Leaf_circular	0.402
pet16.01	petfal_pet16.01	Leaf_circular	0.0651
