bam	gvcf	name	species	population	is_wild	project
/project/rpp-rbruskie/jslegare/bam/merged/merged_HK24_16_01_W_092.bam	/scratch/jslegare/data/gwas/variants/HK24_16_01_W_092.bam.g.vcf.gz	HK24_16_01_W_092	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_HK24_16_01_W_118.bam	/scratch/jslegare/data/gwas/variants/HK24_16_01_W_118.bam.g.vcf.gz	HK24_16_01_W_118	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_HK24_16_01_W_128.bam	/scratch/jslegare/data/gwas/variants/HK24_16_01_W_128.bam.g.vcf.gz	HK24_16_01_W_128	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_NHKG_16_01_R_162.bam	/scratch/jslegare/data/gwas/variants/NHKG_16_01_R_162.bam.g.vcf.gz	NHKG_16_01_R_162	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_NHKG_16_01_R_166.bam	/scratch/jslegare/data/gwas/variants/NHKG_16_01_R_166.bam.g.vcf.gz	NHKG_16_01_R_166	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_NHKG_16_01_R_189.bam	/scratch/jslegare/data/gwas/variants/NHKG_16_01_R_189.bam.g.vcf.gz	NHKG_16_01_R_189	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_NHKG_16_01_W_161.bam	/scratch/jslegare/data/gwas/variants/NHKG_16_01_W_161.bam.g.vcf.gz	NHKG_16_01_W_161	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_NHKG_16_01_W_187.bam	/scratch/jslegare/data/gwas/variants/NHKG_16_01_W_187.bam.g.vcf.gz	NHKG_16_01_W_187	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_NHKG_16_01_W_188.bam	/scratch/jslegare/data/gwas/variants/NHKG_16_01_W_188.bam.g.vcf.gz	NHKG_16_01_W_188	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_NHKG_16_01_W_199.bam	/scratch/jslegare/data/gwas/variants/NHKG_16_01_W_199.bam.g.vcf.gz	NHKG_16_01_W_199	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_NHKG_16_01_W_210.bam	/scratch/jslegare/data/gwas/variants/NHKG_16_01_W_210.bam.g.vcf.gz	NHKG_16_01_W_210	Ano	SRD	wild	Hyb_species
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0304.bam	/scratch/jslegare/data/gwas/variants/PET0304.bam.g.vcf.gz	PET0304	Pet	PET_01	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0309N.bam	/scratch/jslegare/data/gwas/variants/PET0309N.bam.g.vcf.gz	PET0309N	Pet	PET_01	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0314.bam	/scratch/jslegare/data/gwas/variants/PET0314.bam.g.vcf.gz	PET0314	Pet	PET_02	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0330.bam	/scratch/jslegare/data/gwas/variants/PET0330.bam.g.vcf.gz	PET0330	Pet	PET_03	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0342.bam	/scratch/jslegare/data/gwas/variants/PET0342.bam.g.vcf.gz	PET0342	Pet	PET_05	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0350.bam	/scratch/jslegare/data/gwas/variants/PET0350.bam.g.vcf.gz	PET0350	Pet	PET_05	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0356.bam	/scratch/jslegare/data/gwas/variants/PET0356.bam.g.vcf.gz	PET0356	Pet	PET_06	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0363.bam	/scratch/jslegare/data/gwas/variants/PET0363.bam.g.vcf.gz	PET0363	Pet	PET_07	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0370.bam	/scratch/jslegare/data/gwas/variants/PET0370.bam.g.vcf.gz	PET0370	Pet	PET_07	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0372.bam	/scratch/jslegare/data/gwas/variants/PET0372.bam.g.vcf.gz	PET0372	Pet	PET_08	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0377.bam	/scratch/jslegare/data/gwas/variants/PET0377.bam.g.vcf.gz	PET0377	Pet	PET_08	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0387.bam	/scratch/jslegare/data/gwas/variants/PET0387.bam.g.vcf.gz	PET0387	Pet	PET_09	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0395.bam	/scratch/jslegare/data/gwas/variants/PET0395.bam.g.vcf.gz	PET0395	Pet	PET_10	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0413.bam	/scratch/jslegare/data/gwas/variants/PET0413.bam.g.vcf.gz	PET0413	Pet	PET_12	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0428.bam	/scratch/jslegare/data/gwas/variants/PET0428.bam.g.vcf.gz	PET0428	Pet	PET_13	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0432.bam	/scratch/jslegare/data/gwas/variants/PET0432.bam.g.vcf.gz	PET0432	Pet	PET_14	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0437.bam	/scratch/jslegare/data/gwas/variants/PET0437.bam.g.vcf.gz	PET0437	Pet	PET_14	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0441.bam	/scratch/jslegare/data/gwas/variants/PET0441.bam.g.vcf.gz	PET0441	Pet	PET_15	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0444.bam	/scratch/jslegare/data/gwas/variants/PET0444.bam.g.vcf.gz	PET0444	Pet	PET_15	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0448.bam	/scratch/jslegare/data/gwas/variants/PET0448.bam.g.vcf.gz	PET0448	Pet	PET_15	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0451.bam	/scratch/jslegare/data/gwas/variants/PET0451.bam.g.vcf.gz	PET0451	Pet	PET_16	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0454N.bam	/scratch/jslegare/data/gwas/variants/PET0454N.bam.g.vcf.gz	PET0454N	Pet	PET_16	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0465.bam	/scratch/jslegare/data/gwas/variants/PET0465.bam.g.vcf.gz	PET0465	Pet	PET_17	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0472.bam	/scratch/jslegare/data/gwas/variants/PET0472.bam.g.vcf.gz	PET0472	Pet	PET_18	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0484.bam	/scratch/jslegare/data/gwas/variants/PET0484.bam.g.vcf.gz	PET0484	Pet	PET_19	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0485.bam	/scratch/jslegare/data/gwas/variants/PET0485.bam.g.vcf.gz	PET0485	Pet	PET_19	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0489.bam	/scratch/jslegare/data/gwas/variants/PET0489.bam.g.vcf.gz	PET0489	Pet	PET_19	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0495.bam	/scratch/jslegare/data/gwas/variants/PET0495.bam.g.vcf.gz	PET0495	Pet	PET_20	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0497.bam	/scratch/jslegare/data/gwas/variants/PET0497.bam.g.vcf.gz	PET0497	Pet	PET_20	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0498.bam	/scratch/jslegare/data/gwas/variants/PET0498.bam.g.vcf.gz	PET0498	Pet	PET_20	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0501.bam	/scratch/jslegare/data/gwas/variants/PET0501.bam.g.vcf.gz	PET0501	Pet	PET_21	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0513.bam	/scratch/jslegare/data/gwas/variants/PET0513.bam.g.vcf.gz	PET0513	Pet	PET_22	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0525.bam	/scratch/jslegare/data/gwas/variants/PET0525.bam.g.vcf.gz	PET0525	Pet	PET_23	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0526.bam	/scratch/jslegare/data/gwas/variants/PET0526.bam.g.vcf.gz	PET0526	Pet	PET_23	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0527.bam	/scratch/jslegare/data/gwas/variants/PET0527.bam.g.vcf.gz	PET0527	Pet	PET_23	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0529.bam	/scratch/jslegare/data/gwas/variants/PET0529.bam.g.vcf.gz	PET0529	Pet	PET_23	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0535.bam	/scratch/jslegare/data/gwas/variants/PET0535.bam.g.vcf.gz	PET0535	Pet	PET_24	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0537.bam	/scratch/jslegare/data/gwas/variants/PET0537.bam.g.vcf.gz	PET0537	Pet	PET_24	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0544.bam	/scratch/jslegare/data/gwas/variants/PET0544.bam.g.vcf.gz	PET0544	Pet	PET_25	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0565.bam	/scratch/jslegare/data/gwas/variants/PET0565.bam.g.vcf.gz	PET0565	Pet	PET_27	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0568.bam	/scratch/jslegare/data/gwas/variants/PET0568.bam.g.vcf.gz	PET0568	Pet	PET_27	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0571.bam	/scratch/jslegare/data/gwas/variants/PET0571.bam.g.vcf.gz	PET0571	Pet	PET_28	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0584.bam	/scratch/jslegare/data/gwas/variants/PET0584.bam.g.vcf.gz	PET0584	Pet	PET_29	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0589.bam	/scratch/jslegare/data/gwas/variants/PET0589.bam.g.vcf.gz	PET0589	Pet	PET_30	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0590.bam	/scratch/jslegare/data/gwas/variants/PET0590.bam.g.vcf.gz	PET0590	Pet	PET_30	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0593.bam	/scratch/jslegare/data/gwas/variants/PET0593.bam.g.vcf.gz	PET0593	Pet	PET_30	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0594.bam	/scratch/jslegare/data/gwas/variants/PET0594.bam.g.vcf.gz	PET0594	Pet	PET_30	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0597.bam	/scratch/jslegare/data/gwas/variants/PET0597.bam.g.vcf.gz	PET0597	Pet	PET_30	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0600.bam	/scratch/jslegare/data/gwas/variants/PET0600.bam.g.vcf.gz	PET0600	Pet	PET_31	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0602.bam	/scratch/jslegare/data/gwas/variants/PET0602.bam.g.vcf.gz	PET0602	Pet	PET_31	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0636.bam	/scratch/jslegare/data/gwas/variants/PET0636.bam.g.vcf.gz	PET0636	Pet	PET_34	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0641.bam	/scratch/jslegare/data/gwas/variants/PET0641.bam.g.vcf.gz	PET0641	Pet	PET_35	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0647.bam	/scratch/jslegare/data/gwas/variants/PET0647.bam.g.vcf.gz	PET0647	Pet	PET_35	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0666.bam	/scratch/jslegare/data/gwas/variants/PET0666.bam.g.vcf.gz	PET0666	Pet	PET_37	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0673.bam	/scratch/jslegare/data/gwas/variants/PET0673.bam.g.vcf.gz	PET0673	Pet	PET_38	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0687.bam	/scratch/jslegare/data/gwas/variants/PET0687.bam.g.vcf.gz	PET0687	Pet	PET_39	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0698.bam	/scratch/jslegare/data/gwas/variants/PET0698.bam.g.vcf.gz	PET0698	Pet	PET_41	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0709.bam	/scratch/jslegare/data/gwas/variants/PET0709.bam.g.vcf.gz	PET0709	Pet	PET_42	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0710.bam	/scratch/jslegare/data/gwas/variants/PET0710.bam.g.vcf.gz	PET0710	Pet	PET_42	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0711.bam	/scratch/jslegare/data/gwas/variants/PET0711.bam.g.vcf.gz	PET0711	Pet	PET_42	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0712.bam	/scratch/jslegare/data/gwas/variants/PET0712.bam.g.vcf.gz	PET0712	Pet	PET_42	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0714.bam	/scratch/jslegare/data/gwas/variants/PET0714.bam.g.vcf.gz	PET0714	Pet	PET_42	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0715.bam	/scratch/jslegare/data/gwas/variants/PET0715.bam.g.vcf.gz	PET0715	Pet	PET_42	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0718.bam	/scratch/jslegare/data/gwas/variants/PET0718.bam.g.vcf.gz	PET0718	Pet	PET_43	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0731.bam	/scratch/jslegare/data/gwas/variants/PET0731.bam.g.vcf.gz	PET0731	Pet	PET_44	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0737.bam	/scratch/jslegare/data/gwas/variants/PET0737.bam.g.vcf.gz	PET0737	Pet	PET_44	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0738.bam	/scratch/jslegare/data/gwas/variants/PET0738.bam.g.vcf.gz	PET0738	Pet	PET_45	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0741.bam	/scratch/jslegare/data/gwas/variants/PET0741.bam.g.vcf.gz	PET0741	Pet	PET_45	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_ANN0908.bam	/scratch/jslegare/data/gwas/variants/ANN0908.bam.g.vcf.gz	ANN0908	Ann	ANN_11	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0756N.bam	/scratch/jslegare/data/gwas/variants/PET0756N.bam.g.vcf.gz	PET0756N	Pet	PET_46	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0758.bam	/scratch/jslegare/data/gwas/variants/PET0758.bam.g.vcf.gz	PET0758	Pet	PET_47	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0763.bam	/scratch/jslegare/data/gwas/variants/PET0763.bam.g.vcf.gz	PET0763	Pet	PET_47	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0765.bam	/scratch/jslegare/data/gwas/variants/PET0765.bam.g.vcf.gz	PET0765	Pet	PET_47	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0768.bam	/scratch/jslegare/data/gwas/variants/PET0768.bam.g.vcf.gz	PET0768	Pet	PET_48	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0796.bam	/scratch/jslegare/data/gwas/variants/PET0796.bam.g.vcf.gz	PET0796	Pet	PET_50	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/merged_PET0799.bam	/scratch/jslegare/data/gwas/variants/PET0799.bam.g.vcf.gz	PET0799	Pet	PET_24	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_291C.bam	/scratch/jslegare/data/gwas/variants/291C.bam.g.vcf.gz	291C	Par	NA	wild	pangenome
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_298C.bam	/scratch/jslegare/data/gwas/variants/298C.bam.g.vcf.gz	298C	Par	NA	wild	pangenome
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_371C.bam	/scratch/jslegare/data/gwas/variants/371C.bam.g.vcf.gz	371C	Par	NA	wild	pangenome
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_442M.bam	/scratch/jslegare/data/gwas/variants/442M.bam.g.vcf.gz	442M	Par	NA	wild	pangenome
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_450C.bam	/scratch/jslegare/data/gwas/variants/450C.bam.g.vcf.gz	450C	Par	NA	wild	pangenome
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_491C.bam	/scratch/jslegare/data/gwas/variants/491C.bam.g.vcf.gz	491C	Par	NA	wild	pangenome
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_495C.bam	/scratch/jslegare/data/gwas/variants/495C.bam.g.vcf.gz	495C	Par	NA	wild	pangenome
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0801.bam	/scratch/jslegare/data/gwas/variants/ANN0801.bam.g.vcf.gz	ANN0801	Ann	ANN_01	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0805.bam	/scratch/jslegare/data/gwas/variants/ANN0805.bam.g.vcf.gz	ANN0805	Ann	ANN_01	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0806.bam	/scratch/jslegare/data/gwas/variants/ANN0806.bam.g.vcf.gz	ANN0806	Ann	ANN_01	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0807.bam	/scratch/jslegare/data/gwas/variants/ANN0807.bam.g.vcf.gz	ANN0807	Ann	ANN_01	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0808.bam	/scratch/jslegare/data/gwas/variants/ANN0808.bam.g.vcf.gz	ANN0808	Ann	ANN_01	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0810.bam	/scratch/jslegare/data/gwas/variants/ANN0810.bam.g.vcf.gz	ANN0810	Ann	ANN_01	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0811.bam	/scratch/jslegare/data/gwas/variants/ANN0811.bam.g.vcf.gz	ANN0811	Ann	ANN_02	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0812.bam	/scratch/jslegare/data/gwas/variants/ANN0812.bam.g.vcf.gz	ANN0812	Ann	ANN_02	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0815.bam	/scratch/jslegare/data/gwas/variants/ANN0815.bam.g.vcf.gz	ANN0815	Ann	ANN_02	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0817.bam	/scratch/jslegare/data/gwas/variants/ANN0817.bam.g.vcf.gz	ANN0817	Ann	ANN_02	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0818.bam	/scratch/jslegare/data/gwas/variants/ANN0818.bam.g.vcf.gz	ANN0818	Ann	ANN_02	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0819.bam	/scratch/jslegare/data/gwas/variants/ANN0819.bam.g.vcf.gz	ANN0819	Ann	ANN_02	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0820.bam	/scratch/jslegare/data/gwas/variants/ANN0820.bam.g.vcf.gz	ANN0820	Ann	ANN_02	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0821.bam	/scratch/jslegare/data/gwas/variants/ANN0821.bam.g.vcf.gz	ANN0821	Ann	ANN_03	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0822.bam	/scratch/jslegare/data/gwas/variants/ANN0822.bam.g.vcf.gz	ANN0822	Ann	ANN_03	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0823.bam	/scratch/jslegare/data/gwas/variants/ANN0823.bam.g.vcf.gz	ANN0823	Ann	ANN_03	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0824.bam	/scratch/jslegare/data/gwas/variants/ANN0824.bam.g.vcf.gz	ANN0824	Ann	ANN_03	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0825.bam	/scratch/jslegare/data/gwas/variants/ANN0825.bam.g.vcf.gz	ANN0825	Ann	ANN_03	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0826.bam	/scratch/jslegare/data/gwas/variants/ANN0826.bam.g.vcf.gz	ANN0826	Ann	ANN_03	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0827.bam	/scratch/jslegare/data/gwas/variants/ANN0827.bam.g.vcf.gz	ANN0827	Ann	ANN_03	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0828.bam	/scratch/jslegare/data/gwas/variants/ANN0828.bam.g.vcf.gz	ANN0828	Ann	ANN_03	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0831-.bam	/scratch/jslegare/data/gwas/variants/ANN0831-.bam.g.vcf.gz	ANN0831-	Ann	ANN_04	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0832.bam	/scratch/jslegare/data/gwas/variants/ANN0832.bam.g.vcf.gz	ANN0832	Ann	ANN_04	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0833.bam	/scratch/jslegare/data/gwas/variants/ANN0833.bam.g.vcf.gz	ANN0833	Ann	ANN_04	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0834.bam	/scratch/jslegare/data/gwas/variants/ANN0834.bam.g.vcf.gz	ANN0834	Ann	ANN_04	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0839.bam	/scratch/jslegare/data/gwas/variants/ANN0839.bam.g.vcf.gz	ANN0839	Ann	ANN_04	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0840.bam	/scratch/jslegare/data/gwas/variants/ANN0840.bam.g.vcf.gz	ANN0840	Ann	ANN_04	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0841.bam	/scratch/jslegare/data/gwas/variants/ANN0841.bam.g.vcf.gz	ANN0841	Ann	ANN_05	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0842.bam	/scratch/jslegare/data/gwas/variants/ANN0842.bam.g.vcf.gz	ANN0842	Ann	ANN_05	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0845.bam	/scratch/jslegare/data/gwas/variants/ANN0845.bam.g.vcf.gz	ANN0845	Ann	ANN_05	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0846.bam	/scratch/jslegare/data/gwas/variants/ANN0846.bam.g.vcf.gz	ANN0846	Ann	ANN_05	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0848.bam	/scratch/jslegare/data/gwas/variants/ANN0848.bam.g.vcf.gz	ANN0848	Ann	ANN_05	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0850.bam	/scratch/jslegare/data/gwas/variants/ANN0850.bam.g.vcf.gz	ANN0850	Ann	ANN_05	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0851.bam	/scratch/jslegare/data/gwas/variants/ANN0851.bam.g.vcf.gz	ANN0851	Ann	ANN_06	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0852.bam	/scratch/jslegare/data/gwas/variants/ANN0852.bam.g.vcf.gz	ANN0852	Ann	ANN_06	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0853.bam	/scratch/jslegare/data/gwas/variants/ANN0853.bam.g.vcf.gz	ANN0853	Ann	ANN_06	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0855.bam	/scratch/jslegare/data/gwas/variants/ANN0855.bam.g.vcf.gz	ANN0855	Ann	ANN_06	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0856.bam	/scratch/jslegare/data/gwas/variants/ANN0856.bam.g.vcf.gz	ANN0856	Ann	ANN_06	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0857.bam	/scratch/jslegare/data/gwas/variants/ANN0857.bam.g.vcf.gz	ANN0857	Ann	ANN_06	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0858.bam	/scratch/jslegare/data/gwas/variants/ANN0858.bam.g.vcf.gz	ANN0858	Ann	ANN_06	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0861.bam	/scratch/jslegare/data/gwas/variants/ANN0861.bam.g.vcf.gz	ANN0861	Ann	ANN_07	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0862.bam	/scratch/jslegare/data/gwas/variants/ANN0862.bam.g.vcf.gz	ANN0862	Ann	ANN_07	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0864.bam	/scratch/jslegare/data/gwas/variants/ANN0864.bam.g.vcf.gz	ANN0864	Ann	ANN_07	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0865.bam	/scratch/jslegare/data/gwas/variants/ANN0865.bam.g.vcf.gz	ANN0865	Ann	ANN_07	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0867.bam	/scratch/jslegare/data/gwas/variants/ANN0867.bam.g.vcf.gz	ANN0867	Ann	ANN_07	wild	wild_gwas
/project/rpp-rbruskie/jslegare/bam/merged/trivial_merged_ANN0868.bam	/scratch/jslegare/data/gwas/variants/ANN0868.bam.g.vcf.gz	ANN0868	Ann	ANN_07	wild	wild_gwas
