name	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
PET0431	0.08145149069545547	-0.22128682479860895	0.16396231452986332	-0.00575365106152492	-0.03177552537938806	0.0027128913663907648	7.00310927029215e-5	-0.007162833608928273	5.264016155879253e-6	0.0027647331618529435	-0.005417583194328173	-4.70315271944804e-4	-0.007293890722046279	0.007270486188131522	0.0014777699542968439	-0.005096686988112189	0.008730941262835376	-0.004089267676284786	0.009907190130935188	2.571693970149771e-4
PET0432	0.07642002579473323	-0.22301920324658164	0.168683179935175	1.5153482219052578e-4	-0.027803178694346044	0.0048295268082585	9.498808237302568e-4	-0.00517908024557904	-0.0039455920531064545	0.006558268753934648	-0.0071264128167060625	-0.003163554719939033	-0.007686904915091742	0.005768959764744647	-0.0023578351542197797	0.003033773461503724	0.0021320077835646793	-0.007671077937742779	-0.00631239168078106	0.0019991144438176577
PET0433	0.08344571529510751	-0.2406713507667008	0.18263915972943473	-0.009313898118656457	-0.04628552464884008	0.008238882821714756	-0.003901966622395922	0.004846941513545077	0.016700821000851847	0.0044644631566486065	0.0065618749196658145	0.009961237138722538	-0.007833129280048886	-0.010670214489955749	0.007429808903390998	-0.002243727261416065	0.0018740261406465046	-0.0036845343994086686	0.0070892515100611465	-0.0077321587542072134
PET0434	0.0844525380975954	-0.23412157086677254	0.17832140847304603	-0.00565199465548242	-0.036569698125609784	0.011187266388882096	-0.0045065948821717645	0.009054082428846564	0.011770460019329595	0.006763337795618138	-0.0012596227967744127	0.005821373988000466	-0.005106039612083803	-0.007567329369192406	0.008991073396119768	-0.008345617087109526	2.8949682953701827e-4	0.0033561999479782027	3.7511774549611656e-4	-0.0010072764686971407
PET0435	0.08689439285428914	-0.2636436698401186	0.20003230688980722	-0.010486891346133804	-0.052720789835114835	0.013371894788315868	0.002793483460550968	0.006000504439478549	0.015686335770751975	-0.005398943585346252	0.008789887984931667	0.0063351256909435945	-0.008861057914913177	-0.0040164805901509735	0.004120223056665392	-1.755237329589294e-4	0.0015645242496668246	0.002605958090788381	0.019045671020263354	-0.017038502065723063
PET0436	0.08833308071490373	-0.26221465762794127	0.19605053969549874	-0.008812019184145987	-0.043544265424153385	0.012280115605447346	-0.0034696223732267623	-0.003073614669035102	0.005527797365041279	-0.01208781736152428	0.0033132025829915985	-0.005154702589183401	-0.004445006092056743	0.004579306863215328	2.8109102262374367e-4	-5.483778963329068e-4	0.006797962178406805	0.002390310355466694	0.013441901446840642	-0.00895226949306598
PET0437	0.08140582105227481	-0.2208508246671335	0.16208449173835682	-0.009559966380561067	-0.02612183938718958	0.007522545894485136	-0.007994021730179757	-0.004206219191546088	-0.007772146280096342	-0.008567429679261957	-0.006594921743240542	0.0033434588424446827	-0.0018216676710653612	0.0031338406325625485	0.010051671071571483	-0.010260837899514376	0.003204715515082165	0.005182411673031261	0.005568947411686709	0.01482098399145431
PET0438	0.08600513510753624	-0.2407702560260184	0.18705193130299919	-0.0031362470698287886	-0.04221444323693104	0.011720038144828287	-0.0039075067228978395	-0.004753966373498685	-0.010458689081161746	-0.007934861202311228	-0.013647947134264567	-0.017341792939229318	-7.301735573861353e-4	0.011968423097142104	-0.014103828611498762	0.005830144024880284	-0.01353511572739324	0.010126705048395294	-0.01619968359366595	0.015702296845775746
PET0439	0.06683421226317189	-0.1938439390978193	0.1394051674344275	-0.009758859366267103	-0.030393318696980202	0.005388107496523014	0.006248765348824459	-0.0069650470675648776	0.005553003135356127	-0.0058459956003966505	-0.008741975656827676	-0.014100392643261513	-0.00421727364331217	0.00363365350653406	-0.012468950360485702	0.0040140469409748235	4.750007142950345e-4	-0.0012269138585438114	-0.018246142311545605	0.012561613992381242
PET0440	0.08197629893291669	-0.22746423219066128	0.17316753994538595	-0.007958877206461228	-0.03964510656126434	0.014446284054630765	-0.006714098109638928	-0.008633222778187719	-0.008385472450483007	-0.002222550080708226	-0.016512771535564064	-0.01818817939610918	-6.634523961870538e-4	0.004188638034414376	-0.0039909841414361965	0.0010250313059096104	-0.011884589214138638	0.005628473303144827	-0.01824188677725772	0.007422123648019972
PET0441	0.13000468090438633	-0.0053090793673215946	-0.12461429343387706	-0.17716145205303205	-0.1130420208183829	-0.005134385991719516	1.0101606384351176e-4	0.0025216090832753052	0.0036543991593743115	0.011964299834700438	-2.596316698578466e-4	0.0031408215550337154	-0.006892890681266821	-0.0030899695038376063	-0.002953932448149149	-0.0023326544736412	-0.007171137672380301	-0.005731051144368472	-0.0027033859336494	-0.0021084279033120865
PET0442	0.1362284072312918	-0.008778887982761581	-0.13523071028114453	-0.20765648250405325	-0.14155680408735805	-0.010523537038137186	0.008055683479389501	-0.00271627858684453	-9.813747327767888e-4	0.007940716505036168	-0.0063367975373124245	-1.6364712502996625e-4	-0.0032293157670030374	-0.006441980459822413	-3.079657723669148e-4	-0.00702498525740425	0.0015718094848100918	-0.003481899265399991	0.004260161339623389	-0.008888298061369858
PET0443	0.13574282030462215	-5.024471360375194e-4	-0.1344669092643801	-0.19314296753788773	-0.1247617289697818	-0.006000959482640983	-0.001143149503921014	-0.0032044327143468565	-0.006381070136982219	-0.008669830772044753	-0.007579270782345293	-0.0038247283429096762	-0.007808608667636372	2.3243435953357268e-4	-0.0030482113237451413	-0.0011885378202260012	0.003509638275207609	0.0024177002117016398	4.872210026002295e-4	-0.003636719350289174
PET0444	0.14193200107235432	-0.0012813059550511059	-0.1429592637667514	-0.2010614547958643	-0.1287447605270701	-0.00916775323759887	0.0031012817379478664	-0.008723896947116469	-0.005655417954828492	-0.0012102416240391827	-0.013775854877869484	-1.0358910436728502e-4	-0.005844577219258603	-2.6847304203631646e-4	-2.89633439148727e-4	0.008660878513461114	-1.693871433529693e-4	0.01354442285474712	-0.002045706449044698	0.0036437757226176013
PET0445	0.1449527323332413	0.0026518760203140916	-0.1353824516948042	-0.1837511609096795	-0.11968786575725365	-0.001859034943121889	0.0028849885951717476	-0.011268916834510641	-0.004773506154625849	-0.004655347306899859	-0.010066957927393068	-5.754983126664876e-4	-0.007662970742594945	-0.002151912379531838	-0.0027048129003052184	-0.005490512873614396	-0.0058928108088026135	0.0026181676088647067	0.0032920918556445236	0.006208650893726404
PET0446	0.14152047845236404	-7.146752844434234e-4	-0.14225891608751348	-0.19673010642378985	-0.12817687222892754	-0.003266238461257723	-0.0015566851793556383	-0.006694272375011736	-0.0014294342426449834	-0.006604361836550853	-0.008281556502164182	-0.00384988240150638	-0.0086422871480081	-7.43851334466492e-4	-0.0010771241116164605	7.298715456341958e-4	0.006080735661154257	0.0011718659045313305	-9.409860786185759e-5	0.007306251950694332
PET0447	0.13185204597076292	5.390616684886043e-4	-0.13390990606700331	-0.18919035825286049	-0.12920962497958344	-0.009776809970426521	-0.0016821489429830509	-0.003636295684930667	-0.001597153208810243	-0.0014152433020876703	-0.012304692938529215	-0.0037677807400676505	-0.0034229537484665937	-0.007265200497324132	-0.0025167044975275433	-0.006611615218258811	0.0030269524145832604	-0.0010558822261208577	0.005987002480248425	-0.0049808487129840194
PET0448	0.14172846141365633	-0.0023940399738141237	-0.13628773547633055	-0.19756460972800405	-0.1320475048214555	-0.013450096430266607	0.006691963712129284	-0.0015290046365603336	-0.004026878165601547	0.009237279027122588	-0.009388251327130325	-5.116161762926274e-4	-0.013063013056480942	-0.0041744985124492874	0.004001311740418389	0.0023513400698564634	0.005565290859211965	-9.308037358372099e-4	0.0017823967815612895	-4.078150543269991e-4
PET0449	0.14336449843740837	-0.0033650766240264224	-0.14307949599377723	-0.20664711340751155	-0.13791599981835667	-0.0057260980365264735	-0.0021950931530526517	-0.003908653273253308	-0.006026420165177735	-0.0033269180525147195	-0.01492764563216421	-0.00435162595911359	-0.0038871706112103294	-0.00506575318501023	0.002339539065039549	2.0501203489460687e-4	-0.001182821358552046	0.0014012657759060602	0.005053012136104323	0.003721539212207515
PET0450	0.14683895780712172	-9.283553240582616e-4	-0.1472925419987002	-0.2046835478812955	-0.1338626695478759	-0.012571209267044083	0.004875597410051589	-0.0077045792025314695	0.002305743242794217	-0.004524565614532203	-0.006947340027693798	-5.520233667566962e-4	-0.008094747582059407	0.0047167089718548015	0.005620783161797637	-9.492419855924006e-4	0.0017675781997249177	-0.0019969046092833107	-0.0017432286020853483	-0.0045996324938929346
PET0451	0.08031510815115785	0.017692587085237542	-0.0343159702592477	0.051390896667038166	0.08383734092921781	0.008890744047879191	0.0033676441418748378	0.011724306249945615	0.0067769870138712895	-4.0093232264001714e-4	0.01163417283087172	0.003244279665469684	6.900725729081135e-4	-0.008814157359161445	-0.014844033027973588	0.0010895517614797287	-0.005242335146581049	0.001493311847384871	-0.00738743942877861	-0.013778193131999428
PET0452	0.08426895872299346	0.014274044857218598	-0.026997809699671218	0.04846143570066904	0.06992557767234521	0.009587972330010106	4.617698854989112e-4	0.009650701637287745	0.009505751154816257	0.0010319460454947217	0.008504440101741962	-0.0032361537902897237	0.006530314901295803	0.0018978541195575124	9.159733053095491e-4	2.9437038491987003e-4	-0.005166070279518209	-0.0034242681339673436	-0.0017615435781791727	-0.003703199930855941
