name	cluster	mds_coord
ANN0801	2	mds01_neg
ANN0802	1	mds01_neg
ANN0803	3	mds01_neg
ANN0804	3	mds01_neg
ANN0805	2	mds01_neg
ANN0806	3	mds01_neg
ANN0807	3	mds01_neg
ANN0808	2	mds01_neg
ANN0809	3	mds01_neg
ANN0810	2	mds01_neg
ANN0811	3	mds01_neg
ANN0812	3	mds01_neg
ANN0813	2	mds01_neg
ANN0814	2	mds01_neg
ANN0815	2	mds01_neg
ANN0816	3	mds01_neg
ANN0817	3	mds01_neg
ANN0818	3	mds01_neg
ANN0819	2	mds01_neg
ANN0820	3	mds01_neg
ANN0821	1	mds01_neg
ANN0822	3	mds01_neg
ANN0823	2	mds01_neg
ANN0824	1	mds01_neg
ANN0825	2	mds01_neg
ANN0826	1	mds01_neg
ANN0827	1	mds01_neg
ANN0828	1	mds01_neg
ANN0829	1	mds01_neg
ANN0830	3	mds01_neg
ANN0831-	1	mds01_neg
ANN0832	2	mds01_neg
ANN0833	1	mds01_neg
ANN0834	1	mds01_neg
ANN0835	2	mds01_neg
ANN0836	1	mds01_neg
ANN0837	1	mds01_neg
ANN0838	1	mds01_neg
ANN0839	2	mds01_neg
ANN0840	2	mds01_neg
ANN0841	2	mds01_neg
ANN0842	1	mds01_neg
ANN0843	1	mds01_neg
ANN0844	2	mds01_neg
ANN0845	1	mds01_neg
ANN0846	2	mds01_neg
ANN0847	1	mds01_neg
ANN0848	3	mds01_neg
ANN0849	2	mds01_neg
ANN0850	1	mds01_neg
ANN0851	2	mds01_neg
ANN0852	2	mds01_neg
ANN0853	2	mds01_neg
ANN0854	1	mds01_neg
ANN0855	1	mds01_neg
ANN0856	2	mds01_neg
ANN0857	2	mds01_neg
ANN0858	2	mds01_neg
ANN0859	2	mds01_neg
ANN0860	1	mds01_neg
ANN0861	1	mds01_neg
ANN0862	1	mds01_neg
ANN0863	1	mds01_neg
ANN0864	1	mds01_neg
ANN0865	1	mds01_neg
ANN0866	1	mds01_neg
ANN0867	1	mds01_neg
ANN0868	1	mds01_neg
ANN0869	1	mds01_neg
ANN0870	1	mds01_neg
ANN0871	1	mds01_neg
ANN0872	1	mds01_neg
ANN0873	1	mds01_neg
ANN0874	2	mds01_neg
ANN0875	1	mds01_neg
ANN0876	1	mds01_neg
ANN0877	1	mds01_neg
ANN0878	1	mds01_neg
ANN0879	1	mds01_neg
ANN0880	1	mds01_neg
ANN0881	2	mds01_neg
ANN0882	1	mds01_neg
ANN0883	3	mds01_neg
ANN0884	2	mds01_neg
ANN0885	3	mds01_neg
ANN0886	3	mds01_neg
ANN0887	2	mds01_neg
ANN0888	2	mds01_neg
ANN0889	3	mds01_neg
ANN0890	2	mds01_neg
ANN0891	3	mds01_neg
ANN0892	3	mds01_neg
ANN0893	3	mds01_neg
ANN0894	3	mds01_neg
ANN0895	3	mds01_neg
ANN0896	2	mds01_neg
ANN0897	2	mds01_neg
ANN0898	1	mds01_neg
ANN0899	2	mds01_neg
ANN0900	3	mds01_neg
ANN0901	1	mds01_neg
ANN0902	1	mds01_neg
ANN0903	1	mds01_neg
ANN0904	2	mds01_neg
ANN0905	1	mds01_neg
ANN0906	1	mds01_neg
ANN0907	3	mds01_neg
ANN0908	2	mds01_neg
ANN0909	2	mds01_neg
ANN0910	2	mds01_neg
ANN0911	1	mds01_neg
ANN0912	1	mds01_neg
ANN0913	1	mds01_neg
ANN0914	2	mds01_neg
ANN0915	1	mds01_neg
ANN0916	2	mds01_neg
ANN0917	1	mds01_neg
ANN0918	1	mds01_neg
ANN0919	1	mds01_neg
ANN0920	1	mds01_neg
ANN0921	3	mds01_neg
ANN0922	2	mds01_neg
ANN0923	2	mds01_neg
ANN0924	3	mds01_neg
ANN0925	3	mds01_neg
ANN0926	2	mds01_neg
ANN0927	3	mds01_neg
ANN0928	2	mds01_neg
ANN0929	2	mds01_neg
ANN0930	1	mds01_neg
ANN0931	3	mds01_neg
ANN0932	3	mds01_neg
ANN0933	3	mds01_neg
ANN0934	3	mds01_neg
ANN0935	2	mds01_neg
ANN0936	3	mds01_neg
ANN0937	2	mds01_neg
ANN0938	3	mds01_neg
ANN0939	2	mds01_neg
ANN0940	3	mds01_neg
ANN0941	1	mds01_neg
ANN0942	2	mds01_neg
ANN0943	3	mds01_neg
ANN0944	1	mds01_neg
ANN0945	2	mds01_neg
ANN0946	2	mds01_neg
ANN0947	2	mds01_neg
ANN0948	2	mds01_neg
ANN0949	2	mds01_neg
ANN0950	2	mds01_neg
ANN0951	3	mds01_neg
ANN0952	1	mds01_neg
ANN0953	2	mds01_neg
ANN0954	1	mds01_neg
ANN0955	3	mds01_neg
ANN0956	2	mds01_neg
ANN0957	3	mds01_neg
ANN0958	3	mds01_neg
ANN0959	2	mds01_neg
ANN0960	2	mds01_neg
ANN0961	1	mds01_neg
ANN0962	2	mds01_neg
ANN0963	3	mds01_neg
ANN0964	2	mds01_neg
ANN0965	3	mds01_neg
ANN0966	1	mds01_neg
ANN0967	3	mds01_neg
ANN0968	1	mds01_neg
ANN0969	1	mds01_neg
ANN0970	1	mds01_neg
ANN0971	1	mds01_neg
ANN0972	2	mds01_neg
ANN0973	2	mds01_neg
ANN0974	1	mds01_neg
ANN0975	2	mds01_neg
ANN0976	1	mds01_neg
ANN0977	1	mds01_neg
ANN0978	2	mds01_neg
ANN0979	2	mds01_neg
ANN0980	1	mds01_neg
ANN0981	3	mds01_neg
ANN0982	3	mds01_neg
ANN0983	2	mds01_neg
ANN0984	2	mds01_neg
ANN0985	3	mds01_neg
ANN0986	2	mds01_neg
ANN0987	1	mds01_neg
ANN0988	1	mds01_neg
ANN0989	2	mds01_neg
ANN0990	3	mds01_neg
ANN0991	1	mds01_neg
ANN0992	2	mds01_neg
ANN0993	3	mds01_neg
ANN0994	3	mds01_neg
ANN0995	3	mds01_neg
ANN0996	2	mds01_neg
ANN0997	1	mds01_neg
ANN0998	3	mds01_neg
ANN0999	3	mds01_neg
ANN1000	1	mds01_neg
ANN1001	3	mds01_neg
ANN1002	3	mds01_neg
ANN1003	3	mds01_neg
ANN1004	3	mds01_neg
ANN1005	2	mds01_neg
ANN1006	3	mds01_neg
ANN1007	3	mds01_neg
ANN1008	3	mds01_neg
ANN1009	3	mds01_neg
ANN1010	3	mds01_neg
ANN1011	1	mds01_neg
ANN1012	2	mds01_neg
ANN1013	3	mds01_neg
ANN1014	2	mds01_neg
ANN1015	3	mds01_neg
ANN1016	3	mds01_neg
ANN1017	2	mds01_neg
ANN1018	3	mds01_neg
ANN1019	2	mds01_neg
ANN1020	3	mds01_neg
ANN1021	2	mds01_neg
ANN1022	1	mds01_neg
ANN1023	2	mds01_neg
ANN1024	1	mds01_neg
ANN1025	2	mds01_neg
ANN1026	3	mds01_neg
ANN1027	1	mds01_neg
ANN1028	1	mds01_neg
ANN1029	1	mds01_neg
ANN1030	3	mds01_neg
ANN1031	2	mds01_neg
ANN1032	2	mds01_neg
ANN1033	1	mds01_neg
ANN1034	2	mds01_neg
ANN1035	1	mds01_neg
ANN1036	1	mds01_neg
ANN1037	1	mds01_neg
ANN1038	2	mds01_neg
ANN1039	1	mds01_neg
ANN1040	2	mds01_neg
ANN1041	3	mds01_neg
ANN1042	1	mds01_neg
ANN1043	3	mds01_neg
ANN1044	3	mds01_neg
ANN1045	2	mds01_neg
ANN1046	2	mds01_neg
ANN1047	2	mds01_neg
ANN1048	3	mds01_neg
ANN1049	2	mds01_neg
ANN1050	3	mds01_neg
ANN1051	1	mds01_neg
ANN1052	1	mds01_neg
ANN1053	1	mds01_neg
ANN1054	2	mds01_neg
ANN1055	1	mds01_neg
ANN1056	1	mds01_neg
ANN1057	2	mds01_neg
ANN1058	1	mds01_neg
ANN1059	1	mds01_neg
ANN1060	1	mds01_neg
ANN1061	2	mds01_neg
ANN1062	3	mds01_neg
ANN1063	3	mds01_neg
ANN1064	3	mds01_neg
ANN1065	3	mds01_neg
ANN1066	3	mds01_neg
ANN1067	3	mds01_neg
ANN1068	3	mds01_neg
ANN1069	3	mds01_neg
ANN1070	3	mds01_neg
ANN1071	2	mds01_neg
ANN1072	1	mds01_neg
ANN1073	2	mds01_neg
ANN1074	3	mds01_neg
ANN1075	1	mds01_neg
ANN1076	3	mds01_neg
ANN1077	2	mds01_neg
ANN1078	2	mds01_neg
ANN1079	3	mds01_neg
ANN1080	3	mds01_neg
ANN1081	2	mds01_neg
ANN1082	3	mds01_neg
ANN1083	3	mds01_neg
ANN1084	3	mds01_neg
ANN1085	3	mds01_neg
ANN1086	2	mds01_neg
ANN1087	3	mds01_neg
ANN1088	3	mds01_neg
ANN1089	3	mds01_neg
ANN1090	3	mds01_neg
ANN1091	1	mds01_neg
ANN1092	2	mds01_neg
ANN1093	1	mds01_neg
ANN1094	2	mds01_neg
ANN1095	2	mds01_neg
ANN1096	3	mds01_neg
ANN1097	2	mds01_neg
ANN1098	2	mds01_neg
ANN1099	1	mds01_neg
ANN1100	1	mds01_neg
ANN1101	3	mds01_neg
ANN1102	3	mds01_neg
ANN1103	1	mds01_neg
ANN1104	1	mds01_neg
ANN1105	2	mds01_neg
ANN1106	2	mds01_neg
ANN1107	2	mds01_neg
ANN1108	2	mds01_neg
ANN1109	2	mds01_neg
ANN1110	1	mds01_neg
ANN1111	3	mds01_neg
ANN1112	2	mds01_neg
ANN1113	3	mds01_neg
ANN1114	3	mds01_neg
ANN1115	3	mds01_neg
ANN1116	3	mds01_neg
ANN1117	3	mds01_neg
ANN1118	3	mds01_neg
ANN1119	3	mds01_neg
ANN1120	3	mds01_neg
ANN1121	3	mds01_neg
ANN1122	2	mds01_neg
ANN1123	3	mds01_neg
ANN1124	1	mds01_neg
ANN1125	2	mds01_neg
ANN1126	1	mds01_neg
ANN1127	2	mds01_neg
ANN1128	3	mds01_neg
ANN1129	3	mds01_neg
ANN1130	1	mds01_neg
ANN1131	3	mds01_neg
ANN1132	3	mds01_neg
ANN1133	3	mds01_neg
ANN1134	3	mds01_neg
ANN1135	2	mds01_neg
ANN1136	2	mds01_neg
ANN1137	3	mds01_neg
ANN1138	3	mds01_neg
ANN1139	3	mds01_neg
ANN1140	3	mds01_neg
ANN1141	3	mds01_neg
ANN1142	2	mds01_neg
ANN1143	2	mds01_neg
ANN1144	3	mds01_neg
ANN1145	3	mds01_neg
ANN1146	3	mds01_neg
ANN1147	3	mds01_neg
ANN1148	2	mds01_neg
ANN1149	1	mds01_neg
ANN1150	3	mds01_neg
ANN1151	3	mds01_neg
ANN1152	3	mds01_neg
ANN1153	2	mds01_neg
ANN1154	1	mds01_neg
ANN1155	3	mds01_neg
ANN1156	1	mds01_neg
ANN1157	3	mds01_neg
ANN1158	2	mds01_neg
ANN1159	2	mds01_neg
ANN1160	2	mds01_neg
ANN1161	3	mds01_neg
ANN1162	3	mds01_neg
ANN1163	3	mds01_neg
ANN1164	3	mds01_neg
ANN1165	3	mds01_neg
ANN1166	3	mds01_neg
ANN1167	3	mds01_neg
ANN1168	3	mds01_neg
ANN1169	3	mds01_neg
ANN1170	3	mds01_neg
ANN1171	2	mds01_neg
ANN1172	2	mds01_neg
ANN1173	3	mds01_neg
ANN1174	2	mds01_neg
ANN1175	1	mds01_neg
ANN1176	3	mds01_neg
ANN1177	3	mds01_neg
ANN1178	3	mds01_neg
ANN1179	3	mds01_neg
ANN1180	2	mds01_neg
ANN1181	3	mds01_neg
ANN1182	2	mds01_neg
ANN1183	2	mds01_neg
ANN1184	2	mds01_neg
ANN1185	3	mds01_neg
ANN1186	1	mds01_neg
ANN1187	3	mds01_neg
ANN1188	3	mds01_neg
ANN1189	2	mds01_neg
ANN1190	2	mds01_neg
ANN1191	1	mds01_neg
ANN1192	1	mds01_neg
ANN1193	1	mds01_neg
ANN1194	2	mds01_neg
ANN1195	2	mds01_neg
ANN1196	1	mds01_neg
ANN1197	3	mds01_neg
ANN1198	1	mds01_neg
ANN1199	2	mds01_neg
ANN1200	3	mds01_neg
ANN1201	2	mds01_neg
ANN1202	2	mds01_neg
ANN1203	3	mds01_neg
ANN1204	3	mds01_neg
ANN1205	2	mds01_neg
ANN1206	3	mds01_neg
ANN1207	3	mds01_neg
ANN1208	3	mds01_neg
ANN1209	3	mds01_neg
ANN1210	2	mds01_neg
ANN1211	1	mds01_neg
ANN1212	1	mds01_neg
ANN1213	1	mds01_neg
ANN1214	1	mds01_neg
ANN1215	1	mds01_neg
ANN1216	1	mds01_neg
ANN1217	1	mds01_neg
ANN1218	1	mds01_neg
ANN1219	2	mds01_neg
ANN1220	2	mds01_neg
ANN1221	1	mds01_neg
ANN1222	1	mds01_neg
ANN1223	2	mds01_neg
ANN1224	1	mds01_neg
ANN1225	1	mds01_neg
ANN1226	2	mds01_neg
ANN1227	1	mds01_neg
ANN1228	1	mds01_neg
ANN1229	1	mds01_neg
ANN1230	1	mds01_neg
ANN1231	1	mds01_neg
ANN1232	1	mds01_neg
ANN1233	1	mds01_neg
ANN1234	1	mds01_neg
ANN1235	1	mds01_neg
ANN1236	1	mds01_neg
ANN1237	1	mds01_neg
ANN1238	1	mds01_neg
ANN1239	1	mds01_neg
ANN1240	1	mds01_neg
ANN1241	1	mds01_neg
ANN1242	1	mds01_neg
ANN1243	1	mds01_neg
ANN1244	2	mds01_neg
ANN1245	2	mds01_neg
ANN1246	1	mds01_neg
ANN1247	1	mds01_neg
ANN1248	1	mds01_neg
ANN1249	1	mds01_neg
ANN1250	1	mds01_neg
ANN1251	2	mds01_neg
ANN1252	2	mds01_neg
ANN1253	1	mds01_neg
ANN1254	3	mds01_neg
ANN1255	2	mds01_neg
ANN1256	2	mds01_neg
ANN1257	3	mds01_neg
ANN1258	2	mds01_neg
ANN1259	2	mds01_neg
ANN1260	2	mds01_neg
ANN1261	3	mds01_neg
ANN1262	1	mds01_neg
ANN1263	2	mds01_neg
ANN1264	3	mds01_neg
ANN1265	2	mds01_neg
ANN1266	1	mds01_neg
ANN1267	2	mds01_neg
ANN1268	3	mds01_neg
ANN1269	2	mds01_neg
ANN1270	2	mds01_neg
ANN1271	3	mds01_neg
ANN1272	1	mds01_neg
ANN1273	3	mds01_neg
ANN1274	3	mds01_neg
ANN1275	1	mds01_neg
ANN1276	3	mds01_neg
ANN1277	3	mds01_neg
ANN1278	3	mds01_neg
ANN1279	3	mds01_neg
ANN1280	3	mds01_neg
ANN1281	2	mds01_neg
ANN1282	3	mds01_neg
ANN1283	1	mds01_neg
ANN1284	2	mds01_neg
ANN1285	2	mds01_neg
ANN1286	1	mds01_neg
ANN1287	2	mds01_neg
ANN1288	1	mds01_neg
ANN1289	3	mds01_neg
ANN1290	2	mds01_neg
ANN1291	2	mds01_neg
ANN1292	3	mds01_neg
ANN1293	3	mds01_neg
ANN1294	3	mds01_neg
ANN1295	2	mds01_neg
ANN1296	2	mds01_neg
ANN1297	3	mds01_neg
ANN1298	2	mds01_neg
ANN1299	3	mds01_neg
ANN1300	2	mds01_neg
ANN1301	3	mds01_neg
ANN1302	3	mds01_neg
ANN1303	3	mds01_neg
ANN1304	3	mds01_neg
ANN1305	3	mds01_neg
ANN1306	3	mds01_neg
ANN1307	3	mds01_neg
ANN1308	3	mds01_neg
ANN1309	3	mds01_neg
ANN1310	3	mds01_neg
ANN1311	2	mds01_neg
ANN1312	1	mds01_neg
ANN1313	1	mds01_neg
ANN1314	1	mds01_neg
ANN1315	1	mds01_neg
ANN1316	2	mds01_neg
ANN1317	1	mds01_neg
ANN1318	3	mds01_neg
ANN1319	2	mds01_neg
ANN1320	2	mds01_neg
ANN1321	2	mds01_neg
ANN1322	2	mds01_neg
ANN1323	2	mds01_neg
ANN1324	1	mds01_neg
ANN1325	2	mds01_neg
ANN1326	1	mds01_neg
ANN1327	1	mds01_neg
ANN1328	2	mds01_neg
ANN1329	2	mds01_neg
ANN1330	1	mds01_neg
ANN1331	1	mds01_neg
ANN1332	1	mds01_neg
ANN1333	1	mds01_neg
ANN1334	1	mds01_neg
ANN1335	1	mds01_neg
ANN1336	1	mds01_neg
ANN1337	1	mds01_neg
ANN1338	1	mds01_neg
ANN1339	1	mds01_neg
ANN1340	1	mds01_neg
ANN1341	1	mds01_neg
ANN1342	1	mds01_neg
ANN1343	1	mds01_neg
ANN1344	1	mds01_neg
ANN1345	1	mds01_neg
ANN1346	1	mds01_neg
ANN1347	1	mds01_neg
ANN1348	1	mds01_neg
ANN1349	1	mds01_neg
ANN1350	1	mds01_neg
ANN1351	1	mds01_neg
ANN1352	1	mds01_neg
ANN1353	1	mds01_neg
ANN1354	2	mds01_neg
ANN1355	1	mds01_neg
ANN1356	1	mds01_neg
ANN1357	1	mds01_neg
ANN1358	1	mds01_neg
ANN1359	1	mds01_neg
ANN1360	1	mds01_neg
ANN1361	1	mds01_neg
ANN1362	1	mds01_neg
ANN1363	1	mds01_neg
ANN1364	1	mds01_neg
ANN1365	1	mds01_neg
ANN1366	1	mds01_neg
ANN1367	1	mds01_neg
ANN1368	1	mds01_neg
ANN1369	1	mds01_neg
ANN1370	1	mds01_neg
ANN1371	1	mds01_neg
ANN1372	1	mds01_neg
ANN1373	1	mds01_neg
ANN1374	1	mds01_neg
ANN1375	1	mds01_neg
ANN1376	1	mds01_neg
ANN1377	1	mds01_neg
ANN1378	1	mds01_neg
ANN1379	1	mds01_neg
ANN1380	1	mds01_neg
ANN1381	1	mds01_neg
ANN1382	1	mds01_neg
ANN1383	1	mds01_neg
ANN1384	1	mds01_neg
ANN1385	1	mds01_neg
ANN1386	1	mds01_neg
ANN1387	1	mds01_neg
ANN1388	1	mds01_neg
ANN1389	1	mds01_neg
ANN1390	1	mds01_neg
ANN1391	1	mds01_neg
ANN1392	1	mds01_neg
ANN1393	1	mds01_neg
ANN1394	1	mds01_neg
ANN1395	1	mds01_neg
ANN1396	1	mds01_neg
ANN1397	1	mds01_neg
ANN1398	1	mds01_neg
ANN1399	1	mds01_neg
ANN1400	1	mds01_neg
ANN1401	1	mds01_neg
ANN1402	1	mds01_neg
ANN1403	1	mds01_neg
ANN1404	1	mds01_neg
ANN1405	1	mds01_neg
ANN1406	1	mds01_neg
ANN1407	1	mds01_neg
ANN1408	1	mds01_neg
ANN1409	1	mds01_neg
ANN1410	1	mds01_neg
ANN1419	3	mds01_neg
ANN1420	3	mds01_neg
ANN1439	3	mds01_neg
ANN1501	3	mds01_neg
ED10_SD2W30-3_360	3	mds01_neg
ED12_SK1W15-3_300	3	mds01_neg
ED13_IA1W1-6_308	3	mds01_neg
ED15_IA2W17-1_333	3	mds01_neg
ED16_KS1W9-3_342	3	mds01_neg
ED18_ND1W27-2_288	3	mds01_neg
ED20_SD1W11-7_237	3	mds01_neg
ED2_KS2W24-7_43	3	mds01_neg
ED7_MB1W16-2_283	3	mds01_neg
ED8_MO1W30-1_114	3	mds01_neg
HT011_IA2W-37	3	mds01_neg
HT013_SD2W-18	3	mds01_neg
HT014_IA2W-16	2	mds01_neg
HT033N_IA2W-38	1	mds01_neg
HT100_SK1W-29	3	mds01_neg
HT103_IA2W-39	2	mds01_neg
HT104_KS2W-15R	3	mds01_neg
HT118_SD2W-19	2	mds01_neg
HT124_SK1W-36	3	mds01_neg
HT125_MB1W-20	3	mds01_neg
HT140_MO1W-2R	3	mds01_neg
HT141_MO1W-11	3	mds01_neg
HT142_MO1W-15	2	mds01_neg
HT146_SD2W-5	3	mds01_neg
HT149_IA2W-29	3	mds01_neg
HT164_MO1W-3	2	mds01_neg
HT165_MO1W-16	2	mds01_neg
HT170_SD2W-14	2	mds01_neg
HT172_SK1W-Q	3	mds01_neg
HT194_SD2W-15	3	mds01_neg
HT196_SK1W-1	2	mds01_neg
HT211_MO1W-39	2	mds01_neg
HT213_ND1W-20	3	mds01_neg
HT217_SD2W-21	3	mds01_neg
HT218_SD2W-30	3	mds01_neg
HT219_SD2W-38	3	mds01_neg
HT220_SK1W-15	3	mds01_neg
HT227_KS2W-9	2	mds01_neg
HT228_KS2W-12	3	mds01_neg
HT231_MB1W-8	3	mds01_neg
HT232_MB1W-11	3	mds01_neg
HT233_MB1W-14	3	mds01_neg
HT234_MB1W-39	3	mds01_neg
HT236_MO1W-2	2	mds01_neg
HT237_MO1W-38	3	mds01_neg
HT242_SK1W-25	3	mds01_neg
HT247_IA1W-33	3	mds01_neg
HT24_IA2W-14	3	mds01_neg
HT254_KS1W-27	2	mds01_neg
HT255_KS1W-29	3	mds01_neg
HT259_KS2E-6	3	mds01_neg
HT269_IA1W-5	3	mds01_neg
HT270_IA1W_11R	3	mds01_neg
HT271_IA1W-15	2	mds01_neg
HT272_IA1W-39	3	mds01_neg
HT274_KS1W-3	3	mds01_neg
HT277_KS1W-40	3	mds01_neg
HT290_SD1W-20	3	mds01_neg
HT300_MB1W16	3	mds01_neg
HT301_MB1W_16B	3	mds01_neg
HT305_ND1W-27	2	mds01_neg
HT308_SD2W-27	3	mds01_neg
HT311_SK1W-29R	3	mds01_neg
HT317_IA1W-4	3	mds01_neg
HT330_ND1W-6	3	mds01_neg
HT345_KS1W-2	3	mds01_neg
HT352_MO1W-33	2	mds01_neg
HT360_SD1W-35	3	mds01_neg
HT365_IA2W-11	3	mds01_neg
HT373_SD1W-4	3	mds01_neg
HT378_SK1W-22	3	mds01_neg
HT379_SK1W-22R	3	mds01_neg
HT44_ND1W-12	3	mds01_neg
HT45_ND1W-36	3	mds01_neg
HT51_SD2W-40	3	mds01_neg
HT55_IA2W-17	3	mds01_neg
HT56_IA2W-37	3	mds01_neg
HT5_ND1W-22	3	mds01_neg
HT60_MB1W-30	3	mds01_neg
HT61_MB1W-31	3	mds01_neg
HT68_MO1W-7	3	mds01_neg
HT6_SD1W-21	3	mds01_neg
HT93_ND1W-33	1	mds01_neg
Q017B_KS2W-6_1R	3	mds01_neg
Q021B_IA1W-2	3	mds01_neg
Q036B_KS1W-19	3	mds01_neg
Q041_KS1W-24	2	mds01_neg
Q042_KS1W-35	3	mds01_neg
Q046_KS2W-24	3	mds01_neg
Q052B-KS2W-15	2	mds01_neg
Q075_IA1W-1	3	mds01_neg
Q076C_SD2W-23	3	mds01_neg
Q076_IA1W-11	3	mds01_neg
Q077_IA1W-21	3	mds01_neg
Q083_KS2W-14	3	mds01_neg
Q084_KS2W-32	3	mds01_neg
Q086_MB1W-40	3	mds01_neg
Q094_ND1W-38	3	mds01_neg
Q097_SD1W-6	3	mds01_neg
Q098_SD1W-14	3	mds01_neg
Q099_SD1W-21B	3	mds01_neg
Q100_SD2W-23R	3	mds01_neg
Q144C_ND1W-31	1	mds01_neg
Q166B_ND1W-25	1	mds01_neg
Q33_IA1W-28	3	mds01_neg
QPA2_KS2W-8	3	mds01_neg
QPB3_IA2W-7	3	mds01_neg
QPC1_SK1W-37	3	mds01_neg
QPC2_IA2W-6	3	mds01_neg
QPD2_KS1W-32	3	mds01_neg
QPE2_KS1W-26	2	mds01_neg
QPF4_KS1W-9	3	mds01_neg
QPG1_SD1W-15	3	mds01_neg
QPG4_KS2W-35	3	mds01_neg
QPH4_SD1W-13	2	mds01_neg
ANN0801	3	mds03_pos
ANN0802	3	mds03_pos
ANN0803	3	mds03_pos
ANN0804	3	mds03_pos
ANN0805	3	mds03_pos
ANN0806	3	mds03_pos
ANN0807	3	mds03_pos
ANN0808	3	mds03_pos
ANN0809	3	mds03_pos
ANN0810	3	mds03_pos
ANN0811	3	mds03_pos
ANN0812	3	mds03_pos
ANN0813	3	mds03_pos
ANN0814	3	mds03_pos
ANN0815	3	mds03_pos
ANN0816	2	mds03_pos
ANN0817	3	mds03_pos
ANN0818	3	mds03_pos
ANN0819	3	mds03_pos
ANN0820	3	mds03_pos
ANN0821	3	mds03_pos
ANN0822	3	mds03_pos
ANN0823	3	mds03_pos
ANN0824	3	mds03_pos
ANN0825	3	mds03_pos
ANN0826	3	mds03_pos
ANN0827	3	mds03_pos
ANN0828	3	mds03_pos
ANN0829	3	mds03_pos
ANN0830	3	mds03_pos
ANN0831-	3	mds03_pos
ANN0832	3	mds03_pos
ANN0833	3	mds03_pos
ANN0834	3	mds03_pos
ANN0835	3	mds03_pos
ANN0836	3	mds03_pos
ANN0837	3	mds03_pos
ANN0838	3	mds03_pos
ANN0839	3	mds03_pos
ANN0840	3	mds03_pos
ANN0841	3	mds03_pos
ANN0842	3	mds03_pos
ANN0843	3	mds03_pos
ANN0844	3	mds03_pos
ANN0845	3	mds03_pos
ANN0846	3	mds03_pos
ANN0847	3	mds03_pos
ANN0848	3	mds03_pos
ANN0849	3	mds03_pos
ANN0850	3	mds03_pos
ANN0851	3	mds03_pos
ANN0852	3	mds03_pos
ANN0853	3	mds03_pos
ANN0854	3	mds03_pos
ANN0855	3	mds03_pos
ANN0856	3	mds03_pos
ANN0857	3	mds03_pos
ANN0858	3	mds03_pos
ANN0859	3	mds03_pos
ANN0860	3	mds03_pos
ANN0861	3	mds03_pos
ANN0862	3	mds03_pos
ANN0863	3	mds03_pos
ANN0864	3	mds03_pos
ANN0865	3	mds03_pos
ANN0866	3	mds03_pos
ANN0867	3	mds03_pos
ANN0868	3	mds03_pos
ANN0869	3	mds03_pos
ANN0870	3	mds03_pos
ANN0871	2	mds03_pos
ANN0872	3	mds03_pos
ANN0873	2	mds03_pos
ANN0874	3	mds03_pos
ANN0875	3	mds03_pos
ANN0876	2	mds03_pos
ANN0877	3	mds03_pos
ANN0878	3	mds03_pos
ANN0879	2	mds03_pos
ANN0880	3	mds03_pos
ANN0881	3	mds03_pos
ANN0882	3	mds03_pos
ANN0883	3	mds03_pos
ANN0884	3	mds03_pos
ANN0885	3	mds03_pos
ANN0886	3	mds03_pos
ANN0887	3	mds03_pos
ANN0888	3	mds03_pos
ANN0889	3	mds03_pos
ANN0890	3	mds03_pos
ANN0891	3	mds03_pos
ANN0892	3	mds03_pos
ANN0893	3	mds03_pos
ANN0894	3	mds03_pos
ANN0895	3	mds03_pos
ANN0896	3	mds03_pos
ANN0897	3	mds03_pos
ANN0898	3	mds03_pos
ANN0899	3	mds03_pos
ANN0900	3	mds03_pos
ANN0901	3	mds03_pos
ANN0902	3	mds03_pos
ANN0903	3	mds03_pos
ANN0904	3	mds03_pos
ANN0905	3	mds03_pos
ANN0906	3	mds03_pos
ANN0907	3	mds03_pos
ANN0908	3	mds03_pos
ANN0909	3	mds03_pos
ANN0910	3	mds03_pos
ANN0911	3	mds03_pos
ANN0912	2	mds03_pos
ANN0913	3	mds03_pos
ANN0914	2	mds03_pos
ANN0915	3	mds03_pos
ANN0916	2	mds03_pos
ANN0917	3	mds03_pos
ANN0918	2	mds03_pos
ANN0919	2	mds03_pos
ANN0920	2	mds03_pos
ANN0921	2	mds03_pos
ANN0922	2	mds03_pos
ANN0923	3	mds03_pos
ANN0924	3	mds03_pos
ANN0925	3	mds03_pos
ANN0926	2	mds03_pos
ANN0927	3	mds03_pos
ANN0928	3	mds03_pos
ANN0929	3	mds03_pos
ANN0930	3	mds03_pos
ANN0931	3	mds03_pos
ANN0932	3	mds03_pos
ANN0933	3	mds03_pos
ANN0934	3	mds03_pos
ANN0935	3	mds03_pos
ANN0936	3	mds03_pos
ANN0937	3	mds03_pos
ANN0938	3	mds03_pos
ANN0939	3	mds03_pos
ANN0940	3	mds03_pos
ANN0941	2	mds03_pos
ANN0942	2	mds03_pos
ANN0943	1	mds03_pos
ANN0944	2	mds03_pos
ANN0945	3	mds03_pos
ANN0946	2	mds03_pos
ANN0947	3	mds03_pos
ANN0948	3	mds03_pos
ANN0949	2	mds03_pos
ANN0950	2	mds03_pos
ANN0951	2	mds03_pos
ANN0952	3	mds03_pos
ANN0953	2	mds03_pos
ANN0954	3	mds03_pos
ANN0955	2	mds03_pos
ANN0956	1	mds03_pos
ANN0957	3	mds03_pos
ANN0958	2	mds03_pos
ANN0959	1	mds03_pos
ANN0960	1	mds03_pos
ANN0961	3	mds03_pos
