name	cluster	mds_coord
ANN0952	2	mds05_pos
ANN0953	1	mds05_pos
ANN0954	1	mds05_pos
ANN0955	2	mds05_pos
ANN0956	1	mds05_pos
ANN0957	1	mds05_pos
ANN0958	2	mds05_pos
ANN0959	1	mds05_pos
ANN0960	2	mds05_pos
ANN0961	1	mds05_pos
ANN0962	1	mds05_pos
ANN0963	1	mds05_pos
ANN0964	1	mds05_pos
ANN0965	1	mds05_pos
ANN0966	2	mds05_pos
ANN0967	1	mds05_pos
ANN0968	1	mds05_pos
ANN0969	2	mds05_pos
ANN0970	1	mds05_pos
ANN0971	1	mds05_pos
ANN0972	1	mds05_pos
ANN0973	1	mds05_pos
ANN0974	1	mds05_pos
ANN0975	1	mds05_pos
ANN0976	1	mds05_pos
ANN0977	2	mds05_pos
ANN0978	1	mds05_pos
ANN0979	1	mds05_pos
ANN0980	1	mds05_pos
ANN0981	1	mds05_pos
ANN0982	1	mds05_pos
ANN0983	1	mds05_pos
ANN0984	1	mds05_pos
ANN0985	1	mds05_pos
ANN0986	1	mds05_pos
ANN0987	2	mds05_pos
ANN0988	1	mds05_pos
ANN0989	3	mds05_pos
ANN0990	1	mds05_pos
ANN0991	1	mds05_pos
ANN0992	1	mds05_pos
ANN0993	1	mds05_pos
ANN0994	1	mds05_pos
ANN0995	1	mds05_pos
ANN0996	1	mds05_pos
ANN0997	1	mds05_pos
ANN0998	2	mds05_pos
ANN0999	1	mds05_pos
ANN1000	2	mds05_pos
ANN1001	2	mds05_pos
ANN1002	3	mds05_pos
ANN1003	3	mds05_pos
ANN1004	1	mds05_pos
ANN1005	2	mds05_pos
ANN1006	2	mds05_pos
ANN1007	2	mds05_pos
ANN1008	1	mds05_pos
ANN1009	2	mds05_pos
ANN1010	2	mds05_pos
ANN1011	3	mds05_pos
ANN1012	3	mds05_pos
ANN1013	3	mds05_pos
ANN1014	1	mds05_pos
ANN1015	2	mds05_pos
ANN1016	2	mds05_pos
ANN1017	1	mds05_pos
ANN1018	2	mds05_pos
ANN1019	2	mds05_pos
ANN1020	2	mds05_pos
ANN1021	1	mds05_pos
ANN1022	1	mds05_pos
ANN1023	1	mds05_pos
ANN1024	1	mds05_pos
ANN1025	1	mds05_pos
ANN1026	1	mds05_pos
ANN1027	1	mds05_pos
ANN1028	1	mds05_pos
ANN1029	1	mds05_pos
ANN1030	1	mds05_pos
ANN1031	2	mds05_pos
ANN1032	1	mds05_pos
ANN1033	1	mds05_pos
ANN1034	1	mds05_pos
ANN1035	1	mds05_pos
ANN1036	1	mds05_pos
ANN1037	1	mds05_pos
ANN1038	1	mds05_pos
ANN1039	1	mds05_pos
ANN1040	1	mds05_pos
ANN1041	2	mds05_pos
ANN1042	2	mds05_pos
ANN1043	3	mds05_pos
ANN1044	3	mds05_pos
ANN1045	2	mds05_pos
ANN1046	3	mds05_pos
ANN1047	1	mds05_pos
ANN1048	2	mds05_pos
ANN1049	3	mds05_pos
ANN1050	3	mds05_pos
ANN1051	1	mds05_pos
ANN1052	1	mds05_pos
ANN1053	1	mds05_pos
ANN1054	1	mds05_pos
ANN1055	1	mds05_pos
ANN1056	1	mds05_pos
ANN1057	1	mds05_pos
ANN1058	1	mds05_pos
ANN1059	1	mds05_pos
ANN1060	1	mds05_pos
ANN1061	1	mds05_pos
ANN1062	3	mds05_pos
ANN1063	2	mds05_pos
ANN1064	3	mds05_pos
ANN1065	1	mds05_pos
ANN1066	3	mds05_pos
ANN1067	2	mds05_pos
ANN1068	3	mds05_pos
ANN1069	3	mds05_pos
ANN1070	2	mds05_pos
ANN1071	1	mds05_pos
ANN1072	1	mds05_pos
ANN1073	2	mds05_pos
ANN1074	1	mds05_pos
ANN1075	2	mds05_pos
ANN1076	1	mds05_pos
ANN1077	1	mds05_pos
ANN1078	1	mds05_pos
ANN1079	2	mds05_pos
ANN1080	1	mds05_pos
ANN1081	3	mds05_pos
ANN1082	2	mds05_pos
ANN1083	1	mds05_pos
ANN1084	2	mds05_pos
ANN1085	3	mds05_pos
ANN1086	3	mds05_pos
ANN1087	3	mds05_pos
ANN1088	2	mds05_pos
ANN1089	3	mds05_pos
ANN1090	1	mds05_pos
ANN1091	1	mds05_pos
ANN1092	1	mds05_pos
ANN1093	1	mds05_pos
ANN1094	1	mds05_pos
ANN1095	1	mds05_pos
ANN1096	1	mds05_pos
ANN1097	1	mds05_pos
ANN1098	1	mds05_pos
ANN1099	1	mds05_pos
ANN1100	1	mds05_pos
ANN1101	2	mds05_pos
ANN1102	1	mds05_pos
ANN1103	1	mds05_pos
ANN1104	1	mds05_pos
ANN1105	1	mds05_pos
ANN1106	1	mds05_pos
ANN1107	1	mds05_pos
ANN1108	1	mds05_pos
ANN1109	2	mds05_pos
ANN1110	2	mds05_pos
ANN1111	1	mds05_pos
ANN1112	1	mds05_pos
ANN1113	2	mds05_pos
ANN1114	1	mds05_pos
ANN1115	2	mds05_pos
ANN1116	3	mds05_pos
ANN1117	1	mds05_pos
ANN1118	2	mds05_pos
ANN1119	1	mds05_pos
ANN1120	1	mds05_pos
ANN1121	2	mds05_pos
ANN1122	1	mds05_pos
ANN1123	1	mds05_pos
ANN1124	1	mds05_pos
ANN1125	1	mds05_pos
ANN1126	1	mds05_pos
ANN1127	1	mds05_pos
ANN1128	1	mds05_pos
ANN1129	1	mds05_pos
ANN1130	1	mds05_pos
ANN1131	1	mds05_pos
ANN1132	1	mds05_pos
ANN1133	1	mds05_pos
ANN1134	1	mds05_pos
ANN1135	1	mds05_pos
ANN1136	1	mds05_pos
ANN1137	1	mds05_pos
ANN1138	1	mds05_pos
ANN1139	2	mds05_pos
ANN1140	1	mds05_pos
ANN1141	3	mds05_pos
ANN1142	1	mds05_pos
ANN1143	1	mds05_pos
ANN1144	1	mds05_pos
ANN1145	2	mds05_pos
ANN1146	2	mds05_pos
ANN1147	1	mds05_pos
ANN1148	2	mds05_pos
ANN1149	2	mds05_pos
ANN1150	2	mds05_pos
ANN1151	1	mds05_pos
ANN1152	3	mds05_pos
ANN1153	2	mds05_pos
ANN1154	2	mds05_pos
ANN1155	1	mds05_pos
ANN1156	3	mds05_pos
ANN1157	2	mds05_pos
ANN1158	2	mds05_pos
ANN1159	2	mds05_pos
ANN1160	1	mds05_pos
ANN1161	2	mds05_pos
ANN1162	1	mds05_pos
ANN1163	2	mds05_pos
ANN1164	2	mds05_pos
ANN1165	1	mds05_pos
ANN1166	1	mds05_pos
ANN1167	2	mds05_pos
ANN1168	1	mds05_pos
ANN1169	1	mds05_pos
ANN1170	3	mds05_pos
ANN1171	1	mds05_pos
ANN1172	1	mds05_pos
ANN1173	1	mds05_pos
ANN1174	3	mds05_pos
ANN1175	1	mds05_pos
ANN1176	1	mds05_pos
ANN1177	1	mds05_pos
ANN1178	1	mds05_pos
ANN1179	2	mds05_pos
ANN1180	2	mds05_pos
ANN1181	1	mds05_pos
ANN1182	1	mds05_pos
ANN1183	2	mds05_pos
ANN1184	1	mds05_pos
ANN1185	1	mds05_pos
ANN1186	1	mds05_pos
ANN1187	1	mds05_pos
ANN1188	1	mds05_pos
ANN1189	1	mds05_pos
ANN1190	1	mds05_pos
ANN1191	2	mds05_pos
ANN1192	2	mds05_pos
ANN1193	1	mds05_pos
ANN1194	2	mds05_pos
ANN1195	1	mds05_pos
ANN1196	1	mds05_pos
ANN1197	1	mds05_pos
ANN1198	2	mds05_pos
ANN1199	1	mds05_pos
ANN1200	2	mds05_pos
ANN1201	1	mds05_pos
ANN1202	2	mds05_pos
ANN1203	2	mds05_pos
ANN1204	1	mds05_pos
ANN1205	2	mds05_pos
ANN1206	2	mds05_pos
ANN1207	1	mds05_pos
ANN1208	3	mds05_pos
ANN1209	1	mds05_pos
ANN1210	1	mds05_pos
ANN1211	1	mds05_pos
ANN1212	1	mds05_pos
ANN1213	1	mds05_pos
ANN1214	1	mds05_pos
ANN1215	1	mds05_pos
ANN1216	1	mds05_pos
ANN1217	1	mds05_pos
ANN1218	1	mds05_pos
ANN1219	1	mds05_pos
ANN1220	1	mds05_pos
ANN1221	1	mds05_pos
ANN1222	1	mds05_pos
ANN1223	1	mds05_pos
ANN1224	1	mds05_pos
ANN1225	1	mds05_pos
ANN1226	1	mds05_pos
ANN1227	1	mds05_pos
ANN1228	1	mds05_pos
ANN1229	1	mds05_pos
ANN1230	1	mds05_pos
ANN1231	1	mds05_pos
ANN1232	1	mds05_pos
ANN1233	1	mds05_pos
ANN1234	1	mds05_pos
ANN1235	1	mds05_pos
ANN1236	1	mds05_pos
ANN1237	1	mds05_pos
ANN1238	1	mds05_pos
ANN1239	1	mds05_pos
ANN1240	1	mds05_pos
ANN1241	1	mds05_pos
ANN1242	1	mds05_pos
ANN1243	1	mds05_pos
ANN1244	1	mds05_pos
ANN1245	1	mds05_pos
ANN1246	1	mds05_pos
ANN1247	1	mds05_pos
ANN1248	1	mds05_pos
ANN1249	1	mds05_pos
ANN1250	1	mds05_pos
ANN1251	1	mds05_pos
ANN1252	1	mds05_pos
ANN1253	1	mds05_pos
ANN1254	1	mds05_pos
ANN1255	1	mds05_pos
ANN1256	1	mds05_pos
ANN1257	1	mds05_pos
ANN1258	1	mds05_pos
ANN1259	1	mds05_pos
ANN1260	1	mds05_pos
ANN1261	1	mds05_pos
ANN1262	1	mds05_pos
ANN1263	1	mds05_pos
ANN1264	1	mds05_pos
ANN1265	1	mds05_pos
ANN1266	2	mds05_pos
ANN1267	1	mds05_pos
ANN1268	1	mds05_pos
ANN1269	1	mds05_pos
ANN1270	1	mds05_pos
ANN1271	1	mds05_pos
ANN1272	2	mds05_pos
ANN1273	1	mds05_pos
ANN1274	1	mds05_pos
ANN1275	1	mds05_pos
ANN1276	1	mds05_pos
ANN1277	2	mds05_pos
ANN1278	2	mds05_pos
ANN1279	2	mds05_pos
ANN1280	1	mds05_pos
ANN1281	1	mds05_pos
ANN1282	2	mds05_pos
ANN1283	1	mds05_pos
ANN1284	2	mds05_pos
ANN1285	1	mds05_pos
ANN1286	1	mds05_pos
ANN1287	1	mds05_pos
ANN1288	2	mds05_pos
ANN1289	2	mds05_pos
ANN1290	1	mds05_pos
ANN1291	2	mds05_pos
ANN1292	1	mds05_pos
ANN1293	1	mds05_pos
ANN1294	1	mds05_pos
ANN1295	2	mds05_pos
ANN1296	1	mds05_pos
ANN1297	1	mds05_pos
ANN1298	2	mds05_pos
ANN1299	1	mds05_pos
ANN1300	2	mds05_pos
ANN1301	3	mds05_pos
ANN1302	2	mds05_pos
ANN1303	2	mds05_pos
ANN1304	2	mds05_pos
ANN1305	3	mds05_pos
ANN1306	3	mds05_pos
ANN1307	3	mds05_pos
ANN1308	2	mds05_pos
ANN1309	3	mds05_pos
ANN1310	2	mds05_pos
ANN1311	1	mds05_pos
ANN1312	1	mds05_pos
ANN1313	1	mds05_pos
ANN1314	1	mds05_pos
ANN1315	1	mds05_pos
ANN1316	1	mds05_pos
ANN1317	2	mds05_pos
ANN1318	1	mds05_pos
ANN1319	2	mds05_pos
ANN1320	1	mds05_pos
ANN1321	1	mds05_pos
ANN1322	3	mds05_pos
ANN1323	1	mds05_pos
ANN1324	1	mds05_pos
ANN1325	1	mds05_pos
ANN1326	2	mds05_pos
ANN1327	1	mds05_pos
ANN1328	2	mds05_pos
ANN1329	1	mds05_pos
ANN1330	1	mds05_pos
ANN1331	1	mds05_pos
ANN1332	1	mds05_pos
ANN1333	1	mds05_pos
ANN1334	1	mds05_pos
ANN1335	1	mds05_pos
ANN1336	1	mds05_pos
ANN1337	1	mds05_pos
ANN1338	1	mds05_pos
ANN1339	1	mds05_pos
ANN1340	1	mds05_pos
ANN1341	1	mds05_pos
ANN1342	1	mds05_pos
ANN1343	1	mds05_pos
ANN1344	1	mds05_pos
ANN1345	1	mds05_pos
ANN1346	1	mds05_pos
ANN1347	1	mds05_pos
ANN1348	1	mds05_pos
ANN1349	1	mds05_pos
ANN1350	1	mds05_pos
ANN1351	1	mds05_pos
ANN1352	1	mds05_pos
ANN1353	1	mds05_pos
ANN1354	1	mds05_pos
ANN1355	1	mds05_pos
ANN1356	1	mds05_pos
ANN1357	1	mds05_pos
ANN1358	1	mds05_pos
ANN1359	1	mds05_pos
ANN1360	1	mds05_pos
ANN1361	1	mds05_pos
ANN1362	1	mds05_pos
ANN1363	1	mds05_pos
ANN1364	1	mds05_pos
ANN1365	1	mds05_pos
ANN1366	1	mds05_pos
ANN1367	1	mds05_pos
ANN1368	1	mds05_pos
ANN1369	1	mds05_pos
ANN1370	1	mds05_pos
ANN1371	1	mds05_pos
ANN1372	1	mds05_pos
ANN1373	1	mds05_pos
ANN1374	1	mds05_pos
ANN1375	1	mds05_pos
ANN1376	1	mds05_pos
ANN1377	1	mds05_pos
ANN1378	1	mds05_pos
ANN1379	1	mds05_pos
ANN1380	1	mds05_pos
ANN1381	1	mds05_pos
ANN1382	1	mds05_pos
ANN1383	1	mds05_pos
ANN1384	1	mds05_pos
ANN1385	1	mds05_pos
ANN1386	1	mds05_pos
ANN1387	1	mds05_pos
ANN1388	1	mds05_pos
ANN1389	1	mds05_pos
ANN1390	1	mds05_pos
ANN1391	1	mds05_pos
ANN1392	1	mds05_pos
ANN1393	1	mds05_pos
ANN1394	1	mds05_pos
ANN1395	1	mds05_pos
ANN1396	1	mds05_pos
ANN1397	1	mds05_pos
ANN1398	1	mds05_pos
ANN1399	1	mds05_pos
ANN1400	1	mds05_pos
ANN1401	2	mds05_pos
ANN1402	1	mds05_pos
ANN1403	1	mds05_pos
ANN1404	1	mds05_pos
ANN1405	1	mds05_pos
ANN1406	1	mds05_pos
ANN1407	1	mds05_pos
ANN1408	2	mds05_pos
ANN1409	1	mds05_pos
ANN1410	1	mds05_pos
ANN1419	1	mds05_pos
ANN1420	2	mds05_pos
ANN1439	2	mds05_pos
ANN1501	1	mds05_pos
ED10_SD2W30-3_360	1	mds05_pos
ED12_SK1W15-3_300	2	mds05_pos
ED13_IA1W1-6_308	2	mds05_pos
ED15_IA2W17-1_333	2	mds05_pos
ED16_KS1W9-3_342	2	mds05_pos
ED18_ND1W27-2_288	2	mds05_pos
ED20_SD1W11-7_237	1	mds05_pos
ED2_KS2W24-7_43	1	mds05_pos
ED7_MB1W16-2_283	2	mds05_pos
ED8_MO1W30-1_114	2	mds05_pos
HT011_IA2W-37	1	mds05_pos
HT013_SD2W-18	2	mds05_pos
HT014_IA2W-16	3	mds05_pos
HT033N_IA2W-38	1	mds05_pos
HT100_SK1W-29	2	mds05_pos
HT103_IA2W-39	2	mds05_pos
HT104_KS2W-15R	1	mds05_pos
HT118_SD2W-19	2	mds05_pos
HT124_SK1W-36	2	mds05_pos
HT125_MB1W-20	3	mds05_pos
HT140_MO1W-2R	1	mds05_pos
HT141_MO1W-11	1	mds05_pos
HT142_MO1W-15	2	mds05_pos
HT146_SD2W-5	2	mds05_pos
HT149_IA2W-29	1	mds05_pos
HT164_MO1W-3	1	mds05_pos
HT165_MO1W-16	1	mds05_pos
HT170_SD2W-14	3	mds05_pos
HT172_SK1W-Q	2	mds05_pos
HT194_SD2W-15	3	mds05_pos
HT196_SK1W-1	1	mds05_pos
HT211_MO1W-39	2	mds05_pos
HT213_ND1W-20	2	mds05_pos
HT217_SD2W-21	3	mds05_pos
HT218_SD2W-30	2	mds05_pos
HT219_SD2W-38	2	mds05_pos
HT220_SK1W-15	1	mds05_pos
HT227_KS2W-9	3	mds05_pos
HT228_KS2W-12	3	mds05_pos
HT231_MB1W-8	1	mds05_pos
HT232_MB1W-11	1	mds05_pos
HT233_MB1W-14	2	mds05_pos
HT234_MB1W-39	2	mds05_pos
HT236_MO1W-2	1	mds05_pos
HT237_MO1W-38	2	mds05_pos
HT242_SK1W-25	3	mds05_pos
HT247_IA1W-33	3	mds05_pos
HT24_IA2W-14	2	mds05_pos
HT254_KS1W-27	3	mds05_pos
HT255_KS1W-29	2	mds05_pos
HT259_KS2E-6	1	mds05_pos
HT269_IA1W-5	2	mds05_pos
HT270_IA1W_11R	1	mds05_pos
HT271_IA1W-15	2	mds05_pos
HT272_IA1W-39	2	mds05_pos
HT274_KS1W-3	1	mds05_pos
HT277_KS1W-40	2	mds05_pos
HT290_SD1W-20	1	mds05_pos
HT300_MB1W16	2	mds05_pos
HT301_MB1W_16B	2	mds05_pos
HT305_ND1W-27	2	mds05_pos
HT308_SD2W-27	1	mds05_pos
HT311_SK1W-29R	2	mds05_pos
HT317_IA1W-4	2	mds05_pos
HT330_ND1W-6	1	mds05_pos
HT345_KS1W-2	3	mds05_pos
HT352_MO1W-33	2	mds05_pos
HT360_SD1W-35	2	mds05_pos
HT365_IA2W-11	3	mds05_pos
HT373_SD1W-4	1	mds05_pos
HT378_SK1W-22	1	mds05_pos
HT379_SK1W-22R	1	mds05_pos
HT44_ND1W-12	2	mds05_pos
HT45_ND1W-36	1	mds05_pos
HT51_SD2W-40	3	mds05_pos
HT55_IA2W-17	2	mds05_pos
HT56_IA2W-37	2	mds05_pos
HT5_ND1W-22	2	mds05_pos
HT60_MB1W-30	1	mds05_pos
HT61_MB1W-31	1	mds05_pos
HT68_MO1W-7	1	mds05_pos
HT6_SD1W-21	1	mds05_pos
HT93_ND1W-33	2	mds05_pos
Q017B_KS2W-6_1R	2	mds05_pos
Q021B_IA1W-2	2	mds05_pos
Q036B_KS1W-19	2	mds05_pos
Q041_KS1W-24	1	mds05_pos
Q042_KS1W-35	2	mds05_pos
Q046_KS2W-24	2	mds05_pos
Q052B-KS2W-15	2	mds05_pos
Q075_IA1W-1	3	mds05_pos
Q076C_SD2W-23	3	mds05_pos
Q076_IA1W-11	1	mds05_pos
Q077_IA1W-21	1	mds05_pos
Q083_KS2W-14	2	mds05_pos
Q084_KS2W-32	2	mds05_pos
Q086_MB1W-40	1	mds05_pos
Q094_ND1W-38	2	mds05_pos
Q097_SD1W-6	2	mds05_pos
Q098_SD1W-14	3	mds05_pos
Q099_SD1W-21B	3	mds05_pos
Q100_SD2W-23R	2	mds05_pos
Q144C_ND1W-31	1	mds05_pos
Q166B_ND1W-25	3	mds05_pos
Q33_IA1W-28	1	mds05_pos
QPA2_KS2W-8	1	mds05_pos
QPB3_IA2W-7	1	mds05_pos
QPC1_SK1W-37	1	mds05_pos
QPC2_IA2W-6	2	mds05_pos
QPD2_KS1W-32	3	mds05_pos
QPE2_KS1W-26	1	mds05_pos
QPF4_KS1W-9	2	mds05_pos
QPG1_SD1W-15	2	mds05_pos
QPG4_KS2W-35	2	mds05_pos
QPH4_SD1W-13	2	mds05_pos
ANN0801	3	mds07_pos
ANN0802	3	mds07_pos
ANN0803	3	mds07_pos
ANN0804	3	mds07_pos
ANN0805	3	mds07_pos
ANN0806	3	mds07_pos
ANN0807	3	mds07_pos
ANN0808	3	mds07_pos
ANN0809	3	mds07_pos
ANN0810	3	mds07_pos
ANN0811	3	mds07_pos
ANN0812	3	mds07_pos
ANN0813	3	mds07_pos
ANN0814	3	mds07_pos
ANN0815	3	mds07_pos
ANN0816	2	mds07_pos
ANN0817	3	mds07_pos
ANN0818	3	mds07_pos
ANN0819	3	mds07_pos
ANN0820	3	mds07_pos
ANN0821	3	mds07_pos
ANN0822	3	mds07_pos
ANN0823	3	mds07_pos
ANN0824	3	mds07_pos
ANN0825	3	mds07_pos
ANN0826	3	mds07_pos
ANN0827	3	mds07_pos
ANN0828	3	mds07_pos
ANN0829	3	mds07_pos
ANN0830	3	mds07_pos
ANN0831-	3	mds07_pos
ANN0832	3	mds07_pos
ANN0833	3	mds07_pos
ANN0834	3	mds07_pos
ANN0835	3	mds07_pos
ANN0836	3	mds07_pos
ANN0837	3	mds07_pos
ANN0838	3	mds07_pos
ANN0839	3	mds07_pos
ANN0840	3	mds07_pos
ANN0841	3	mds07_pos
ANN0842	3	mds07_pos
ANN0843	3	mds07_pos
ANN0844	3	mds07_pos
ANN0845	3	mds07_pos
ANN0846	3	mds07_pos
ANN0847	3	mds07_pos
ANN0848	3	mds07_pos
ANN0849	3	mds07_pos
ANN0850	3	mds07_pos
ANN0851	3	mds07_pos
ANN0852	3	mds07_pos
ANN0853	3	mds07_pos
ANN0854	3	mds07_pos
ANN0855	3	mds07_pos
ANN0856	3	mds07_pos
ANN0857	3	mds07_pos
ANN0858	3	mds07_pos
ANN0859	3	mds07_pos
ANN0860	3	mds07_pos
ANN0861	3	mds07_pos
ANN0862	3	mds07_pos
ANN0863	3	mds07_pos
ANN0864	3	mds07_pos
ANN0865	3	mds07_pos
ANN0866	3	mds07_pos
ANN0867	3	mds07_pos
ANN0868	3	mds07_pos
ANN0869	3	mds07_pos
ANN0870	3	mds07_pos
ANN0871	2	mds07_pos
ANN0872	3	mds07_pos
ANN0873	2	mds07_pos
ANN0874	3	mds07_pos
ANN0875	3	mds07_pos
ANN0876	2	mds07_pos
ANN0877	3	mds07_pos
ANN0878	3	mds07_pos
ANN0879	2	mds07_pos
ANN0880	3	mds07_pos
ANN0881	3	mds07_pos
ANN0882	3	mds07_pos
ANN0883	3	mds07_pos
ANN0884	3	mds07_pos
ANN0885	3	mds07_pos
ANN0886	3	mds07_pos
ANN0887	3	mds07_pos
ANN0888	3	mds07_pos
ANN0889	3	mds07_pos
ANN0890	3	mds07_pos
ANN0891	3	mds07_pos
ANN0892	3	mds07_pos
ANN0893	3	mds07_pos
ANN0894	3	mds07_pos
ANN0895	3	mds07_pos
ANN0896	3	mds07_pos
ANN0897	3	mds07_pos
ANN0898	3	mds07_pos
ANN0899	3	mds07_pos
ANN0900	3	mds07_pos
ANN0901	3	mds07_pos
ANN0902	3	mds07_pos
ANN0903	3	mds07_pos
ANN0904	3	mds07_pos
ANN0905	3	mds07_pos
ANN0906	3	mds07_pos
ANN0907	3	mds07_pos
ANN0908	3	mds07_pos
ANN0909	3	mds07_pos
ANN0910	3	mds07_pos
ANN0911	3	mds07_pos
ANN0912	2	mds07_pos
ANN0913	3	mds07_pos
ANN0914	2	mds07_pos
ANN0915	3	mds07_pos
ANN0916	2	mds07_pos
ANN0917	3	mds07_pos
ANN0918	2	mds07_pos
ANN0919	2	mds07_pos
ANN0920	2	mds07_pos
ANN0921	2	mds07_pos
ANN0922	2	mds07_pos
ANN0923	3	mds07_pos
ANN0924	3	mds07_pos
ANN0925	3	mds07_pos
ANN0926	2	mds07_pos
ANN0927	3	mds07_pos
ANN0928	3	mds07_pos
ANN0929	3	mds07_pos
ANN0930	3	mds07_pos
ANN0931	3	mds07_pos
ANN0932	3	mds07_pos
ANN0933	3	mds07_pos
ANN0934	3	mds07_pos
ANN0935	3	mds07_pos
ANN0936	3	mds07_pos
ANN0937	3	mds07_pos
ANN0938	3	mds07_pos
ANN0939	3	mds07_pos
ANN0940	3	mds07_pos
ANN0941	2	mds07_pos
ANN0942	2	mds07_pos
ANN0943	1	mds07_pos
ANN0944	2	mds07_pos
ANN0945	3	mds07_pos
ANN0946	2	mds07_pos
ANN0947	3	mds07_pos
ANN0948	3	mds07_pos
ANN0949	2	mds07_pos
ANN0950	2	mds07_pos
ANN0951	2	mds07_pos
ANN0952	3	mds07_pos
ANN0953	2	mds07_pos
ANN0954	3	mds07_pos
ANN0955	2	mds07_pos
ANN0956	1	mds07_pos
ANN0957	3	mds07_pos
ANN0958	2	mds07_pos
ANN0959	1	mds07_pos
ANN0960	1	mds07_pos
ANN0961	3	mds07_pos
ANN0962	3	mds07_pos
ANN0963	3	mds07_pos
ANN0964	3	mds07_pos
ANN0965	3	mds07_pos
ANN0966	3	mds07_pos
ANN0967	3	mds07_pos
ANN0968	3	mds07_pos
ANN0969	3	mds07_pos
ANN0970	3	mds07_pos
ANN0971	1	mds07_pos
ANN0972	1	mds07_pos
ANN0973	2	mds07_pos
ANN0974	1	mds07_pos
ANN0975	1	mds07_pos
ANN0976	1	mds07_pos
ANN0977	2	mds07_pos
ANN0978	2	mds07_pos
ANN0979	1	mds07_pos
ANN0980	3	mds07_pos
ANN0981	2	mds07_pos
ANN0982	2	mds07_pos
ANN0983	3	mds07_pos
ANN0984	3	mds07_pos
ANN0985	3	mds07_pos
ANN0986	3	mds07_pos
ANN0987	2	mds07_pos
ANN0988	2	mds07_pos
ANN0989	3	mds07_pos
ANN0990	3	mds07_pos
ANN0991	3	mds07_pos
ANN0992	2	mds07_pos
ANN0993	2	mds07_pos
ANN0994	2	mds07_pos
ANN0995	2	mds07_pos
ANN0996	3	mds07_pos
ANN0997	2	mds07_pos
ANN0998	2	mds07_pos
ANN0999	3	mds07_pos
ANN1000	3	mds07_pos
ANN1001	2	mds07_pos
ANN1002	3	mds07_pos
ANN1003	3	mds07_pos
ANN1004	3	mds07_pos
ANN1005	2	mds07_pos
ANN1006	3	mds07_pos
ANN1007	3	mds07_pos
ANN1008	3	mds07_pos
ANN1009	2	mds07_pos
ANN1010	2	mds07_pos
ANN1011	3	mds07_pos
ANN1012	3	mds07_pos
ANN1013	2	mds07_pos
ANN1014	3	mds07_pos
ANN1015	3	mds07_pos
ANN1016	3	mds07_pos
ANN1017	3	mds07_pos
ANN1018	3	mds07_pos
ANN1019	2	mds07_pos
ANN1020	3	mds07_pos
ANN1021	3	mds07_pos
ANN1022	2	mds07_pos
ANN1023	2	mds07_pos
ANN1024	2	mds07_pos
ANN1025	2	mds07_pos
ANN1026	2	mds07_pos
ANN1027	2	mds07_pos
ANN1028	3	mds07_pos
ANN1029	3	mds07_pos
ANN1030	3	mds07_pos
ANN1031	2	mds07_pos
ANN1032	3	mds07_pos
ANN1033	3	mds07_pos
ANN1034	2	mds07_pos
ANN1035	2	mds07_pos
ANN1036	2	mds07_pos
ANN1037	2	mds07_pos
ANN1038	3	mds07_pos
ANN1039	3	mds07_pos
ANN1040	3	mds07_pos
ANN1041	3	mds07_pos
ANN1042	3	mds07_pos
ANN1043	3	mds07_pos
ANN1044	3	mds07_pos
ANN1045	3	mds07_pos
ANN1046	3	mds07_pos
ANN1047	3	mds07_pos
ANN1048	3	mds07_pos
ANN1049	3	mds07_pos
ANN1050	3	mds07_pos
ANN1051	3	mds07_pos
ANN1052	3	mds07_pos
ANN1053	3	mds07_pos
ANN1054	3	mds07_pos
ANN1055	3	mds07_pos
ANN1056	3	mds07_pos
ANN1057	3	mds07_pos
ANN1058	3	mds07_pos
ANN1059	3	mds07_pos
ANN1060	3	mds07_pos
ANN1061	3	mds07_pos
ANN1062	3	mds07_pos
ANN1063	3	mds07_pos
ANN1064	2	mds07_pos
ANN1065	3	mds07_pos
ANN1066	3	mds07_pos
ANN1067	3	mds07_pos
ANN1068	3	mds07_pos
ANN1069	3	mds07_pos
ANN1070	3	mds07_pos
ANN1071	2	mds07_pos
ANN1072	2	mds07_pos
ANN1073	3	mds07_pos
ANN1074	2	mds07_pos
ANN1075	2	mds07_pos
ANN1076	3	mds07_pos
ANN1077	3	mds07_pos
ANN1078	2	mds07_pos
ANN1079	3	mds07_pos
ANN1080	2	mds07_pos
ANN1081	3	mds07_pos
ANN1082	3	mds07_pos
ANN1083	3	mds07_pos
ANN1084	3	mds07_pos
ANN1085	3	mds07_pos
ANN1086	3	mds07_pos
ANN1087	3	mds07_pos
ANN1088	3	mds07_pos
ANN1089	3	mds07_pos
ANN1090	3	mds07_pos
ANN1091	3	mds07_pos
ANN1092	3	mds07_pos
ANN1093	3	mds07_pos
ANN1094	3	mds07_pos
ANN1095	3	mds07_pos
ANN1096	3	mds07_pos
ANN1097	3	mds07_pos
ANN1098	3	mds07_pos
ANN1099	3	mds07_pos
ANN1100	3	mds07_pos
ANN1101	3	mds07_pos
ANN1102	3	mds07_pos
ANN1103	3	mds07_pos
ANN1104	3	mds07_pos
ANN1105	3	mds07_pos
ANN1106	3	mds07_pos
ANN1107	3	mds07_pos
ANN1108	3	mds07_pos
ANN1109	3	mds07_pos
ANN1110	3	mds07_pos
ANN1111	3	mds07_pos
ANN1112	2	mds07_pos
